id_gene,id_string,up,down,gene,biotype,description
ENSMUSG00000001105,10090.ENSMUSP00000118015,True,True,Ift20,protein_coding,intraflagellar transport 20 [Source:MGI Symbol;Acc:MGI:1915585]
ENSMUSG00000001120,10090.ENSMUSP00000001148,True,False,Pcbp3,protein_coding,poly(rC) binding protein 3 [Source:MGI Symbol;Acc:MGI:1890470]
ENSMUSG00000001138,10090.ENSMUSP00000001166,False,True,Cnnm3,protein_coding,cyclin M3 [Source:MGI Symbol;Acc:MGI:2151055]
ENSMUSG00000001156,10090.ENSMUSP00000001184,True,False,Mxd1,protein_coding,MAX dimerization protein 1 [Source:MGI Symbol;Acc:MGI:96908]
ENSMUSG00000001157,10090.ENSMUSP00000001185,True,True,Gmcl1,protein_coding,"germ cell-less, spermatogenesis associated 1 [Source:MGI Symbol;Acc:MGI:1345156]"
ENSMUSG00000001158,10090.ENSMUSP00000001186,True,False,Snrnp27,protein_coding,small nuclear ribonucleoprotein 27 (U4/U6.U5) [Source:MGI Symbol;Acc:MGI:1913868]
ENSMUSG00000001175,10090.ENSMUSP00000105709,True,False,Calm1,protein_coding,calmodulin 1 [Source:MGI Symbol;Acc:MGI:88251]
ENSMUSG00000001211,10090.ENSMUSP00000101028,True,False,Agpat3,protein_coding,1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:MGI Symbol;Acc:MGI:1336186]
ENSMUSG00000001228,10090.ENSMUSP00000001258,True,False,Uhrf1,protein_coding,"ubiquitin-like, containing PHD and RING finger domains, 1 [Source:MGI Symbol;Acc:MGI:1338889]"
ENSMUSG00000001229,10090.ENSMUSP00000046604,False,True,Dpp9,protein_coding,dipeptidylpeptidase 9 [Source:MGI Symbol;Acc:MGI:2443967]
ENSMUSG00000001280,10090.ENSMUSP00000001326,False,True,Sp1,protein_coding,trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]
ENSMUSG00000001289,10090.ENSMUSP00000129178,True,False,Pfdn5,protein_coding,prefoldin 5 [Source:MGI Symbol;Acc:MGI:1928753]
ENSMUSG00000001323,10090.ENSMUSP00000113372,True,False,Srr,protein_coding,serine racemase [Source:MGI Symbol;Acc:MGI:1351636]
ENSMUSG00000001366,10090.ENSMUSP00000001402,True,True,Fbxo9,protein_coding,f-box protein 9 [Source:MGI Symbol;Acc:MGI:1918788]
ENSMUSG00000001380,10090.ENSMUSP00000001416,False,True,Hars,protein_coding,histidyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:108087]
ENSMUSG00000001383,10090.ENSMUSP00000001419,False,True,Zmat2,protein_coding,"zinc finger, matrin type 2 [Source:MGI Symbol;Acc:MGI:1913742]"
ENSMUSG00000001415,10090.ENSMUSP00000001451,True,False,Smg5,protein_coding,"Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:2447364]"
ENSMUSG00000001416,10090.ENSMUSP00000001452,True,False,Cct3,protein_coding,"chaperonin containing Tcp1, subunit 3 (gamma) [Source:MGI Symbol;Acc:MGI:104708]"
ENSMUSG00000001418,10090.ENSMUSP00000135398,False,True,Glmp,protein_coding,glycosylated lysosomal membrane protein [Source:MGI Symbol;Acc:MGI:1913318]
ENSMUSG00000001440,10090.ENSMUSP00000001479,False,True,Kpnb1,protein_coding,karyopherin (importin) beta 1 [Source:MGI Symbol;Acc:MGI:107532]
ENSMUSG00000001504,10090.ENSMUSP00000073976,False,True,Irx2,protein_coding,Iroquois homeobox 2 [Source:MGI Symbol;Acc:MGI:1197526]
ENSMUSG00000001517,10090.ENSMUSP00000073041,True,False,Foxm1,protein_coding,forkhead box M1 [Source:MGI Symbol;Acc:MGI:1347487]
ENSMUSG00000001524,10090.ENSMUSP00000001565,True,True,Gtf2h4,protein_coding,"general transcription factor II H, polypeptide 4 [Source:MGI Symbol;Acc:MGI:1338799]"
ENSMUSG00000001569,10090.ENSMUSP00000001611,False,True,Nom1,protein_coding,nucleolar protein with MIF4G domain 1 [Source:MGI Symbol;Acc:MGI:1861749]
ENSMUSG00000001627,10090.ENSMUSP00000001672,False,True,Ifrd1,protein_coding,interferon-related developmental regulator 1 [Source:MGI Symbol;Acc:MGI:1316717]
ENSMUSG00000001642,10090.ENSMUSP00000100045,True,False,Akr1b3,protein_coding,"aldo-keto reductase family 1, member B3 (aldose reductase) [Source:MGI Symbol;Acc:MGI:1353494]"
ENSMUSG00000001665,10090.ENSMUSP00000001715,True,True,Gstt3,protein_coding,"glutathione S-transferase, theta 3 [Source:MGI Symbol;Acc:MGI:2143526]"
ENSMUSG00000001666,10090.ENSMUSP00000001716,True,True,Ddt,protein_coding,D-dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:1298381]
ENSMUSG00000001707,10090.ENSMUSP00000001757,False,True,Eef1e1,protein_coding,eukaryotic translation elongation factor 1 epsilon 1 [Source:MGI Symbol;Acc:MGI:1913393]
ENSMUSG00000001751,10090.ENSMUSP00000001802,True,False,Naglu,protein_coding,alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB) [Source:MGI Symbol;Acc:MGI:1351641]
ENSMUSG00000001755,10090.ENSMUSP00000102929,True,True,Coasy,protein_coding,Coenzyme A synthase [Source:MGI Symbol;Acc:MGI:1918993]
ENSMUSG00000001763,10090.ENSMUSP00000045282,True,True,Tspan33,protein_coding,tetraspanin 33 [Source:MGI Symbol;Acc:MGI:1919012]
ENSMUSG00000001783,10090.ENSMUSP00000001834,False,True,Rtcb,protein_coding,"RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:MGI Symbol;Acc:MGI:106379]"
ENSMUSG00000001785,10090.ENSMUSP00000001836,False,True,Pwp1,protein_coding,"PWP1 homolog, endonuclein [Source:MGI Symbol;Acc:MGI:1914735]"
ENSMUSG00000001786,10090.ENSMUSP00000120840,True,True,Fbxo7,protein_coding,F-box protein 7 [Source:MGI Symbol;Acc:MGI:1917004]
ENSMUSG00000001827,10090.ENSMUSP00000102598,False,True,Folr1,protein_coding,folate receptor 1 (adult) [Source:MGI Symbol;Acc:MGI:95568]
ENSMUSG00000001829,10090.ENSMUSP00000001884,True,False,Clpb,protein_coding,ClpB caseinolytic peptidase B [Source:MGI Symbol;Acc:MGI:1100517]
ENSMUSG00000001844,10090.ENSMUSP00000001900,True,False,Zdhhc4,protein_coding,"zinc finger, DHHC domain containing 4 [Source:MGI Symbol;Acc:MGI:1920131]"
ENSMUSG00000001847,10090.ENSMUSP00000079380,False,True,Rac1,protein_coding,Rac family small GTPase 1 [Source:MGI Symbol;Acc:MGI:97845]
ENSMUSG00000001909,10090.ENSMUSP00000001974,True,False,Trmt1,protein_coding,tRNA methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1289155]
ENSMUSG00000001910,10090.ENSMUSP00000001975,False,True,Nacc1,protein_coding,"nucleus accumbens associated 1, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1914080]"
ENSMUSG00000001948,10090.ENSMUSP00000002013,True,False,Spa17,protein_coding,sperm autoantigenic protein 17 [Source:MGI Symbol;Acc:MGI:1333778]
ENSMUSG00000001983,10090.ENSMUSP00000002048,False,True,Taco1,protein_coding,translational activator of mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:1917457]
ENSMUSG00000002014,10090.ENSMUSP00000002090,False,True,Ssr4,protein_coding,"signal sequence receptor, delta [Source:MGI Symbol;Acc:MGI:1099464]"
ENSMUSG00000002017,10090.ENSMUSP00000108126,True,False,Fam98a,protein_coding,"family with sequence similarity 98, member A [Source:MGI Symbol;Acc:MGI:1919972]"
ENSMUSG00000002031,10090.ENSMUSP00000002099,True,True,Ift46,protein_coding,intraflagellar transport 46 [Source:MGI Symbol;Acc:MGI:1923818]
ENSMUSG00000002032,10090.ENSMUSP00000002100,True,False,Tmem25,protein_coding,transmembrane protein 25 [Source:MGI Symbol;Acc:MGI:1918937]
ENSMUSG00000002043,10090.ENSMUSP00000002112,True,False,Trappc6a,protein_coding,trafficking protein particle complex 6A [Source:MGI Symbol;Acc:MGI:1914341]
ENSMUSG00000002055,10090.ENSMUSP00000045286,True,False,Spag5,protein_coding,sperm associated antigen 5 [Source:MGI Symbol;Acc:MGI:1927470]
ENSMUSG00000002068,10090.ENSMUSP00000103658,True,False,Ccne1,protein_coding,cyclin E1 [Source:MGI Symbol;Acc:MGI:88316]
ENSMUSG00000002076,10090.ENSMUSP00000002145,True,False,Hsf2bp,protein_coding,heat shock transcription factor 2 binding protein [Source:MGI Symbol;Acc:MGI:1921627]
ENSMUSG00000002102,10090.ENSMUSP00000071054,True,False,Psmc3,protein_coding,"proteasome (prosome, macropain) 26S subunit, ATPase 3 [Source:MGI Symbol;Acc:MGI:1098754]"
ENSMUSG00000002103,10090.ENSMUSP00000002172,True,True,Acp2,protein_coding,"acid phosphatase 2, lysosomal [Source:MGI Symbol;Acc:MGI:87882]"
ENSMUSG00000002190,10090.ENSMUSP00000105457,True,False,Clgn,protein_coding,calmegin [Source:MGI Symbol;Acc:MGI:107472]
ENSMUSG00000002205,10090.ENSMUSP00000002275,True,False,Vrk3,protein_coding,vaccinia related kinase 3 [Source:MGI Symbol;Acc:MGI:2182465]
ENSMUSG00000002210,10090.ENSMUSP00000002280,True,True,Smg9,protein_coding,"smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:1919247]"
ENSMUSG00000002228,10090.ENSMUSP00000002298,True,False,Ppm1j,protein_coding,protein phosphatase 1J [Source:MGI Symbol;Acc:MGI:1919137]
ENSMUSG00000002279,10090.ENSMUSP00000112340,True,False,Lmf1,protein_coding,lipase maturation factor 1 [Source:MGI Symbol;Acc:MGI:1923733]
ENSMUSG00000002280,10090.ENSMUSP00000002350,True,False,Narfl,protein_coding,nuclear prelamin A recognition factor-like [Source:MGI Symbol;Acc:MGI:1914813]
ENSMUSG00000002289,10090.ENSMUSP00000002360,True,True,Angptl4,protein_coding,angiopoietin-like 4 [Source:MGI Symbol;Acc:MGI:1888999]
ENSMUSG00000002297,10090.ENSMUSP00000132906,True,False,Dbf4,protein_coding,DBF4 zinc finger [Source:MGI Symbol;Acc:MGI:1351328]
ENSMUSG00000002307,10090.ENSMUSP00000128504,True,False,Daxx,protein_coding,Fas death domain-associated protein [Source:MGI Symbol;Acc:MGI:1197015]
ENSMUSG00000002308,10090.ENSMUSP00000002379,True,False,Cd320,protein_coding,CD320 antigen [Source:MGI Symbol;Acc:MGI:1860083]
ENSMUSG00000002319,10090.ENSMUSP00000036555,True,False,Ipo4,protein_coding,importin 4 [Source:MGI Symbol;Acc:MGI:1923001]
ENSMUSG00000002324,10090.ENSMUSP00000002395,True,False,Rec8,protein_coding,REC8 meiotic recombination protein [Source:MGI Symbol;Acc:MGI:1929645]
ENSMUSG00000002326,10090.ENSMUSP00000002397,True,False,Gmpr2,protein_coding,guanosine monophosphate reductase 2 [Source:MGI Symbol;Acc:MGI:1917903]
ENSMUSG00000002332,10090.ENSMUSP00000002403,True,False,Dhrs1,protein_coding,dehydrogenase/reductase (SDR family) member 1 [Source:MGI Symbol;Acc:MGI:1196314]
ENSMUSG00000002342,10090.ENSMUSP00000002413,False,True,Tmem161a,protein_coding,transmembrane protein 161A [Source:MGI Symbol;Acc:MGI:2384577]
ENSMUSG00000002343,10090.ENSMUSP00000019679,False,True,Armc6,protein_coding,armadillo repeat containing 6 [Source:MGI Symbol;Acc:MGI:1924063]
ENSMUSG00000002345,10090.ENSMUSP00000002418,True,False,Borcs8,protein_coding,BLOC-1 related complex subunit 8 [Source:MGI Symbol;Acc:MGI:1919618]
ENSMUSG00000002372,10090.ENSMUSP00000002445,True,False,Ranbp3,protein_coding,RAN binding protein 3 [Source:MGI Symbol;Acc:MGI:1919060]
ENSMUSG00000002379,10090.ENSMUSP00000002452,False,True,Ndufa11,protein_coding,NADH:ubiquinone oxidoreductase subunit A11 [Source:MGI Symbol;Acc:MGI:1917125]
ENSMUSG00000002395,10090.ENSMUSP00000019169,True,False,Use1,protein_coding,unconventional SNARE in the ER 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914273]
ENSMUSG00000002396,10090.ENSMUSP00000002469,True,False,Ocel1,protein_coding,occludin/ELL domain containing 1 [Source:MGI Symbol;Acc:MGI:1924340]
ENSMUSG00000002409,10090.ENSMUSP00000083064,True,False,Dyrk1b,protein_coding,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b [Source:MGI Symbol;Acc:MGI:1330302]
ENSMUSG00000002416,10090.ENSMUSP00000114095,True,False,Ndufb2,protein_coding,NADH:ubiquinone oxidoreductase subunit B2 [Source:MGI Symbol;Acc:MGI:1915448]
ENSMUSG00000002475,10090.ENSMUSP00000002549,False,True,Abhd3,protein_coding,abhydrolase domain containing 3 [Source:MGI Symbol;Acc:MGI:2147183]
ENSMUSG00000002486,10090.ENSMUSP00000092009,True,True,Tchp,protein_coding,"trichoplein, keratin filament binding [Source:MGI Symbol;Acc:MGI:1925082]"
ENSMUSG00000002550,10090.ENSMUSP00000002625,False,True,Uck1,protein_coding,uridine-cytidine kinase 1 [Source:MGI Symbol;Acc:MGI:98904]
ENSMUSG00000002580,10090.ENSMUSP00000002655,True,False,Mien1,protein_coding,migration and invasion enhancer 1 [Source:MGI Symbol;Acc:MGI:1913678]
ENSMUSG00000002608,10090.ENSMUSP00000002683,True,True,Ccdc97,protein_coding,coiled-coil domain containing 97 [Source:MGI Symbol;Acc:MGI:1196455]
ENSMUSG00000002635,10090.ENSMUSP00000002710,True,False,Pdcd2l,protein_coding,programmed cell death 2-like [Source:MGI Symbol;Acc:MGI:1915329]
ENSMUSG00000002658,10090.ENSMUSP00000002733,True,False,Gtf2f1,protein_coding,"general transcription factor IIF, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1923848]"
ENSMUSG00000002660,10090.ENSMUSP00000002735,False,True,Clpp,protein_coding,caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:MGI Symbol;Acc:MGI:1858213]
ENSMUSG00000002661,10090.ENSMUSP00000002737,True,False,Alkbh7,protein_coding,alkB homolog 7 [Source:MGI Symbol;Acc:MGI:1913650]
ENSMUSG00000002731,10090.ENSMUSP00000002808,True,False,Prkra,protein_coding,"protein kinase, interferon inducible double stranded RNA dependent activator [Source:MGI Symbol;Acc:MGI:1344375]"
ENSMUSG00000002763,10090.ENSMUSP00000002840,True,False,Pex6,protein_coding,peroxisomal biogenesis factor 6 [Source:MGI Symbol;Acc:MGI:2385054]
ENSMUSG00000002768,10090.ENSMUSP00000002845,True,False,Mea1,protein_coding,male enhanced antigen 1 [Source:MGI Symbol;Acc:MGI:96957]
ENSMUSG00000002771,10090.ENSMUSP00000002848,True,False,Grin2d,protein_coding,"glutamate receptor, ionotropic, NMDA2D (epsilon 4) [Source:MGI Symbol;Acc:MGI:95823]"
ENSMUSG00000002797,10090.ENSMUSP00000120154,True,False,Ggct,protein_coding,gamma-glutamyl cyclotransferase [Source:MGI Symbol;Acc:MGI:95700]
ENSMUSG00000002814,10090.ENSMUSP00000002891,True,True,Top3a,protein_coding,topoisomerase (DNA) III alpha [Source:MGI Symbol;Acc:MGI:1197527]
ENSMUSG00000002820,10090.ENSMUSP00000068450,True,True,Atg4d,protein_coding,"autophagy related 4D, cysteine peptidase [Source:MGI Symbol;Acc:MGI:2444308]"
ENSMUSG00000002833,10090.ENSMUSP00000002911,True,False,Hdgfl2,protein_coding,HDGF like 2 [Source:MGI Symbol;Acc:MGI:1194492]
ENSMUSG00000002835,10090.ENSMUSP00000002914,True,False,Chaf1a,protein_coding,"chromatin assembly factor 1, subunit A (p150) [Source:MGI Symbol;Acc:MGI:1351331]"
ENSMUSG00000002844,10090.ENSMUSP00000002923,True,True,Adprh,protein_coding,ADP-ribosylarginine hydrolase [Source:MGI Symbol;Acc:MGI:1098234]
ENSMUSG00000002846,10090.ENSMUSP00000002925,False,True,Timmdc1,protein_coding,translocase of inner mitochondrial membrane domain containing 1 [Source:MGI Symbol;Acc:MGI:1922139]
ENSMUSG00000002881,10090.ENSMUSP00000066696,False,True,Nab1,protein_coding,Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564]
ENSMUSG00000002948,10090.ENSMUSP00000003027,True,False,Map2k7,protein_coding,mitogen-activated protein kinase kinase 7 [Source:MGI Symbol;Acc:MGI:1346871]
ENSMUSG00000002949,10090.ENSMUSP00000003029,True,False,Timm44,protein_coding,translocase of inner mitochondrial membrane 44 [Source:MGI Symbol;Acc:MGI:1343262]
ENSMUSG00000002963,10090.ENSMUSP00000003044,True,False,Pnkp,protein_coding,polynucleotide kinase 3'- phosphatase [Source:MGI Symbol;Acc:MGI:1891698]
ENSMUSG00000003033,10090.ENSMUSP00000003117,True,False,Ap1m1,protein_coding,"adaptor-related protein complex AP-1, mu subunit 1 [Source:MGI Symbol;Acc:MGI:102776]"
ENSMUSG00000003068,10090.ENSMUSP00000003152,True,False,Stk11,protein_coding,serine/threonine kinase 11 [Source:MGI Symbol;Acc:MGI:1341870]
ENSMUSG00000003072,10090.ENSMUSP00000101006,True,False,Atp5d,protein_coding,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit [Source:MGI Symbol;Acc:MGI:1913293]"
ENSMUSG00000003099,10090.ENSMUSP00000003183,True,True,Ppp5c,protein_coding,"protein phosphatase 5, catalytic subunit [Source:MGI Symbol;Acc:MGI:102666]"
ENSMUSG00000003123,10090.ENSMUSP00000003207,True,False,Lipe,protein_coding,"lipase, hormone sensitive [Source:MGI Symbol;Acc:MGI:96790]"
ENSMUSG00000003153,10090.ENSMUSP00000032476,True,True,Slc2a3,protein_coding,"solute carrier family 2 (facilitated glucose transporter), member 3 [Source:MGI Symbol;Acc:MGI:95757]"
ENSMUSG00000003184,10090.ENSMUSP00000003284,True,True,Irf3,protein_coding,interferon regulatory factor 3 [Source:MGI Symbol;Acc:MGI:1859179]
ENSMUSG00000003190,10090.ENSMUSP00000003290,True,True,Bcl2l12,protein_coding,BCL2-like 12 (proline rich) [Source:MGI Symbol;Acc:MGI:1922986]
ENSMUSG00000003200,10090.ENSMUSP00000003268,True,False,Sh3gl1,protein_coding,SH3-domain GRB2-like 1 [Source:MGI Symbol;Acc:MGI:700010]
ENSMUSG00000003208,10090.ENSMUSP00000084082,False,True,Yju2,protein_coding,YJU2 splicing factor [Source:MGI Symbol;Acc:MGI:1920136]
ENSMUSG00000003234,10090.ENSMUSP00000003319,True,False,Abcf3,protein_coding,"ATP-binding cassette, sub-family F (GCN20), member 3 [Source:MGI Symbol;Acc:MGI:1351656]"
ENSMUSG00000003235,10090.ENSMUSP00000003320,True,True,Eif2b5,protein_coding,"eukaryotic translation initiation factor 2B, subunit 5 epsilon [Source:MGI Symbol;Acc:MGI:2446176]"
ENSMUSG00000003269,10090.ENSMUSP00000103357,True,False,Cyth2,protein_coding,cytohesin 2 [Source:MGI Symbol;Acc:MGI:1334255]
ENSMUSG00000003308,10090.ENSMUSP00000131029,True,False,Keap1,protein_coding,kelch-like ECH-associated protein 1 [Source:MGI Symbol;Acc:MGI:1858732]
ENSMUSG00000003341,10090.ENSMUSP00000020383,True,False,Atp8b3,protein_coding,"ATPase, class I, type 8B, member 3 [Source:MGI Symbol;Acc:MGI:1914581]"
ENSMUSG00000003346,10090.ENSMUSP00000003436,True,False,Abhd17a,protein_coding,abhydrolase domain containing 17A [Source:MGI Symbol;Acc:MGI:106388]
ENSMUSG00000003348,10090.ENSMUSP00000003438,False,True,Mob3a,protein_coding,MOB kinase activator 3A [Source:MGI Symbol;Acc:MGI:3050117]
