id_gene,id_string,up,down,gene,biotype,description
ENSG00000008226,9606.ENSP00000308597,False,True,DLEC1,protein_coding,DLEC1 cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:2899]
ENSG00000008324,9606.ENSP00000401115,False,True,SS18L2,protein_coding,SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]
ENSG00000009335,9606.ENSP00000309198,False,True,UBE3C,protein_coding,ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]
ENSG00000009724,9606.ENSP00000383690,True,True,MASP2,protein_coding,mannan binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902]
ENSG00000010072,9606.ENSP00000295050,True,False,SPRTN,protein_coding,SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]
ENSG00000010244,9606.ENSP00000378165,False,True,ZNF207,protein_coding,zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998]
ENSG00000010319,9606.ENSP00000231721,True,True,SEMA3G,protein_coding,semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]
ENSG00000010626,9606.ENSP00000390932,True,True,LRRC23,protein_coding,leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]
ENSG00000011258,9606.ENSP00000468304,False,True,MBTD1,protein_coding,mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]
ENSG00000011426,9606.ENSP00000265748,False,True,ANLN,protein_coding,anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]
ENSG00000011485,9606.ENSP00000012443,False,True,PPP5C,protein_coding,protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]
ENSG00000011590,9606.ENSP00000376035,True,False,ZBTB32,protein_coding,zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]
ENSG00000012048,9606.ENSP00000418960,False,True,BRCA1,protein_coding,BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]
ENSG00000013573,9606.ENSP00000440402,False,True,DDX11,protein_coding,DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]
ENSG00000013810,9606.ENSP00000326550,False,True,TACC3,protein_coding,transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]
ENSG00000014138,9606.ENSP00000265465,False,True,POLA2,protein_coding,"DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]"
ENSG00000014164,9606.ENSP00000262577,False,True,ZC3H3,protein_coding,zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]
ENSG00000014919,9606.ENSP00000016171,False,True,COX15,protein_coding,cytochrome c oxidase assembly homolog COX15 [Source:HGNC Symbol;Acc:HGNC:2263]
ENSG00000015413,9606.ENSP00000376807,False,True,DPEP1,protein_coding,dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]
ENSG00000015479,9606.ENSP00000354346,False,True,MATR3,protein_coding,matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]
ENSG00000017427,9606.ENSP00000302665,False,True,IGF1,protein_coding,insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]
ENSG00000018699,9606.ENSP00000313953,True,False,TTC27,protein_coding,tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]
ENSG00000020256,9606.ENSP00000216923,True,False,ZFP64,protein_coding,ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]
ENSG00000021461,9606.ENSP00000222382,False,True,CYP3A43,protein_coding,cytochrome P450 family 3 subfamily A member 43 [Source:HGNC Symbol;Acc:HGNC:17450]
ENSG00000023287,9606.ENSP00000025008,False,True,RB1CC1,protein_coding,RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]
ENSG00000023318,9606.ENSP00000262455,False,True,ERP44,protein_coding,endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:HGNC:18311]
ENSG00000023516,9606.ENSP00000025301,False,True,AKAP11,protein_coding,A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]
ENSG00000025434,9606.ENSP00000477707,True,False,NR1H3,protein_coding,nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]
ENSG00000027001,9606.ENSP00000371607,False,True,MIPEP,protein_coding,mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]
ENSG00000028528,9606.ENSP00000261889,False,True,SNX1,protein_coding,sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172]
ENSG00000029725,9606.ENSP00000445408,False,True,RABEP1,protein_coding,"rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17677]"
ENSG00000033100,9606.ENSP00000035307,False,True,CHPF2,protein_coding,chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270]
ENSG00000033122,9606.ENSP00000035383,False,True,LRRC7,protein_coding,leucine rich repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:18531]
ENSG00000033178,9606.ENSP00000313454,False,True,UBA6,protein_coding,ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]
ENSG00000033627,9606.ENSP00000264649,False,True,ATP6V0A1,protein_coding,ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]
ENSG00000033867,9606.ENSP00000295736,False,True,SLC4A7,protein_coding,solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033]
ENSG00000037474,9606.ENSP00000264670,False,True,NSUN2,protein_coding,NOP2/Sun RNA methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:25994]
ENSG00000038210,9606.ENSP00000264864,False,True,PI4K2B,protein_coding,phosphatidylinositol 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:18215]
ENSG00000038219,9606.ENSP00000040738,False,True,BOD1L1,protein_coding,biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]
ENSG00000040275,9606.ENSP00000265295,False,True,SPDL1,protein_coding,spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:HGNC:26010]
ENSG00000041802,9606.ENSP00000265245,False,True,LSG1,protein_coding,large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25652]
ENSG00000041988,9606.ENSP00000054650,False,True,THAP3,protein_coding,THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855]
ENSG00000042429,9606.ENSP00000251871,False,True,MED17,protein_coding,mediator complex subunit 17 [Source:HGNC Symbol;Acc:HGNC:2375]
ENSG00000042493,9606.ENSP00000263867,False,True,CAPG,protein_coding,"capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]"
ENSG00000044574,9606.ENSP00000324173,True,False,HSPA5,protein_coding,heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol;Acc:HGNC:5238]
ENSG00000047346,9606.ENSP00000443598,False,True,FAM214A,protein_coding,family with sequence similarity 214 member A [Source:HGNC Symbol;Acc:HGNC:25609]
ENSG00000047578,9606.ENSP00000261588,False,True,KIAA0556,protein_coding,KIAA0556 [Source:HGNC Symbol;Acc:HGNC:29068]
ENSG00000048028,9606.ENSP00000003302,False,True,USP28,protein_coding,ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:HGNC:12625]
ENSG00000048405,9606.ENSP00000376989,False,True,ZNF800,protein_coding,zinc finger protein 800 [Source:HGNC Symbol;Acc:HGNC:27267]
ENSG00000049656,9606.ENSP00000313854,False,True,CLPTM1L,protein_coding,CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308]
ENSG00000050438,9606.ENSP00000405812,True,True,SLC4A8,protein_coding,solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]
ENSG00000051341,9606.ENSP00000264233,False,True,POLQ,protein_coding,DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]
ENSG00000052841,9606.ENSP00000039989,False,True,TTC17,protein_coding,tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:25596]
ENSG00000053372,9606.ENSP00000364320,True,False,MRTO4,protein_coding,"MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]"
ENSG00000055147,9606.ENSP00000341597,False,True,FAM114A2,protein_coding,family with sequence similarity 114 member A2 [Source:HGNC Symbol;Acc:HGNC:1333]
ENSG00000055950,9606.ENSP00000339844,True,False,MRPL43,protein_coding,mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]
ENSG00000057294,9606.ENSP00000070846,False,True,PKP2,protein_coding,plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024]
ENSG00000057468,9606.ENSP00000263187,False,True,MSH4,protein_coding,mutS homolog 4 [Source:HGNC Symbol;Acc:HGNC:7327]
ENSG00000059378,9606.ENSP00000263549,False,True,PARP12,protein_coding,poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]
ENSG00000059769,9606.ENSP00000320650,False,True,DNAJC25,protein_coding,DnaJ heat shock protein family (Hsp40) member C25 [Source:HGNC Symbol;Acc:HGNC:34187]
ENSG00000060237,9606.ENSP00000341292,False,True,WNK1,protein_coding,WNK lysine deficient protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:14540]
ENSG00000060642,9606.ENSP00000363260,True,False,PIGV,protein_coding,phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol;Acc:HGNC:26031]
ENSG00000061492,9606.ENSP00000426653,False,True,WNT8A,protein_coding,Wnt family member 8A [Source:HGNC Symbol;Acc:HGNC:12788]
ENSG00000061676,9606.ENSP00000354251,False,True,NCKAP1,protein_coding,NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]
ENSG00000061987,9606.ENSP00000377250,False,True,MON2,protein_coding,"MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:HGNC Symbol;Acc:HGNC:29177]"
ENSG00000063176,9606.ENSP00000245222,True,False,SPHK2,protein_coding,sphingosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:18859]
ENSG00000063244,9606.ENSP00000307863,False,True,U2AF2,protein_coding,U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]
ENSG00000063854,9606.ENSP00000380514,True,False,HAGH,protein_coding,hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805]
ENSG00000063978,9606.ENSP00000426503,False,True,RNF4,protein_coding,ring finger protein 4 [Source:HGNC Symbol;Acc:HGNC:10067]
ENSG00000064989,9606.ENSP00000386972,False,True,CALCRL,protein_coding,calcitonin receptor like receptor [Source:HGNC Symbol;Acc:HGNC:16709]
ENSG00000065135,9606.ENSP00000358867,False,True,GNAI3,protein_coding,G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387]
ENSG00000065243,9606.ENSP00000359552,False,True,PKN2,protein_coding,protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406]
ENSG00000065308,9606.ENSP00000182527,False,True,TRAM2,protein_coding,translocation associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16855]
ENSG00000065609,9606.ENSP00000400459,False,True,SNAP91,protein_coding,synaptosome associated protein 91 [Source:HGNC Symbol;Acc:HGNC:14986]
ENSG00000065883,9606.ENSP00000181839,False,True,CDK13,protein_coding,cyclin dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733]
ENSG00000065911,9606.ENSP00000377617,False,True,MTHFD2,protein_coding,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]"
ENSG00000066117,9606.ENSP00000378414,False,True,SMARCD1,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]"
ENSG00000066322,9606.ENSP00000477602,False,True,ELOVL1,protein_coding,ELOVL fatty acid elongase 1 [Source:HGNC Symbol;Acc:HGNC:14418]
ENSG00000066336,9606.ENSP00000227163,False,True,SPI1,protein_coding,Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]
ENSG00000066557,9606.ENSP00000359990,False,True,LRRC40,protein_coding,leucine rich repeat containing 40 [Source:HGNC Symbol;Acc:HGNC:26004]
ENSG00000066923,9606.ENSP00000477973,False,True,STAG3,protein_coding,stromal antigen 3 [Source:HGNC Symbol;Acc:HGNC:11356]
ENSG00000066926,9606.ENSP00000372326,False,True,FECH,protein_coding,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]
ENSG00000067113,9606.ENSP00000264775,False,True,PLPP1,protein_coding,phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228]
ENSG00000067221,9606.ENSP00000442478,True,True,STOML1,protein_coding,stomatin like 1 [Source:HGNC Symbol;Acc:HGNC:14560]
ENSG00000068028,9606.ENSP00000349547,True,True,RASSF1,protein_coding,Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]
ENSG00000068308,9606.ENSP00000156084,False,True,OTUD5,protein_coding,OTU deubiquitinase 5 [Source:HGNC Symbol;Acc:HGNC:25402]
ENSG00000068366,9606.ENSP00000339787,False,True,ACSL4,protein_coding,acyl-CoA synthetase long chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571]
ENSG00000069424,9606.ENSP00000367323,False,True,KCNAB2,protein_coding,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
ENSG00000070366,9606.ENSP00000263073,False,True,SMG6,protein_coding,SMG6 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]
ENSG00000070476,9606.ENSP00000374359,False,True,ZXDC,protein_coding,ZXD family zinc finger C [Source:HGNC Symbol;Acc:HGNC:28160]
ENSG00000070614,9606.ENSP00000261797,False,True,NDST1,protein_coding,N-deacetylase and N-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:7680]
ENSG00000071626,9606.ENSP00000233078,True,True,DAZAP1,protein_coding,DAZ associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2683]
ENSG00000072310,9606.ENSP00000348069,True,False,SREBF1,protein_coding,sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11289]
ENSG00000072518,9606.ENSP00000385751,False,True,MARK2,protein_coding,microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332]
ENSG00000073060,9606.ENSP00000261693,False,True,SCARB1,protein_coding,scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]
ENSG00000073111,9606.ENSP00000265056,False,True,MCM2,protein_coding,minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]
ENSG00000073146,9606.ENSP00000262794,True,False,MOV10L1,protein_coding,Mov10 like RISC complex RNA helicase 1 [Source:HGNC Symbol;Acc:HGNC:7201]
ENSG00000073417,9606.ENSP00000311453,False,True,PDE8A,protein_coding,phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]
ENSG00000073584,9606.ENSP00000323967,False,True,SMARCE1,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:HGNC Symbol;Acc:HGNC:11109]"
ENSG00000074071,9606.ENSP00000177742,False,True,MRPS34,protein_coding,mitochondrial ribosomal protein S34 [Source:HGNC Symbol;Acc:HGNC:16618]
ENSG00000074181,9606.ENSP00000263388,False,True,NOTCH3,protein_coding,notch receptor 3 [Source:HGNC Symbol;Acc:HGNC:7883]
ENSG00000074356,9606.ENSP00000373657,False,True,NCBP3,protein_coding,nuclear cap binding subunit 3 [Source:HGNC Symbol;Acc:HGNC:24612]
ENSG00000074657,9606.ENSP00000338217,False,True,ZNF532,protein_coding,zinc finger protein 532 [Source:HGNC Symbol;Acc:HGNC:30940]
ENSG00000074695,9606.ENSP00000251047,False,True,LMAN1,protein_coding,"lectin, mannose binding 1 [Source:HGNC Symbol;Acc:HGNC:6631]"
ENSG00000074696,9606.ENSP00000261875,False,True,HACD3,protein_coding,3-hydroxyacyl-CoA dehydratase 3 [Source:HGNC Symbol;Acc:HGNC:24175]
ENSG00000074935,9606.ENSP00000357651,True,False,TUBE1,protein_coding,tubulin epsilon 1 [Source:HGNC Symbol;Acc:HGNC:20775]
ENSG00000075035,9606.ENSP00000331933,False,True,WSCD2,protein_coding,WSC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29117]
ENSG00000075218,9606.ENSP00000415430,False,True,GTSE1,protein_coding,G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]
ENSG00000075234,9606.ENSP00000370419,False,True,TTC38,protein_coding,tetratricopeptide repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:26082]
ENSG00000075275,9606.ENSP00000262738,False,True,CELSR1,protein_coding,cadherin EGF LAG seven-pass G-type receptor 1 [Source:HGNC Symbol;Acc:HGNC:1850]
ENSG00000075290,9606.ENSP00000340677,False,True,WNT8B,protein_coding,Wnt family member 8B [Source:HGNC Symbol;Acc:HGNC:12789]
ENSG00000075407,9606.ENSP00000354377,False,True,ZNF37A,protein_coding,zinc finger protein 37A [Source:HGNC Symbol;Acc:HGNC:13102]
ENSG00000075651,9606.ENSP00000342793,False,True,PLD1,protein_coding,phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]
ENSG00000075702,9606.ENSP00000384792,True,False,WDR62,protein_coding,WD repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:24502]
ENSG00000075886,9606.ENSP00000326042,True,True,TUBA3D,protein_coding,tubulin alpha 3d [Source:HGNC Symbol;Acc:HGNC:24071]
ENSG00000075914,9606.ENSP00000265564,False,True,EXOSC7,protein_coding,exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]
ENSG00000076043,9606.ENSP00000265881,False,True,REXO2,protein_coding,RNA exonuclease 2 [Source:HGNC Symbol;Acc:HGNC:17851]
ENSG00000076242,9606.ENSP00000231790,False,True,MLH1,protein_coding,mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]
ENSG00000076984,9606.ENSP00000381070,False,True,MAP2K7,protein_coding,mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847]
ENSG00000077097,9606.ENSP00000396704,False,True,TOP2B,protein_coding,DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990]
ENSG00000077235,9606.ENSP00000348510,False,True,GTF3C1,protein_coding,general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]
ENSG00000077312,9606.ENSP00000243563,False,True,SNRPA,protein_coding,small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]
ENSG00000077327,9606.ENSP00000365811,True,False,SPAG6,protein_coding,sperm associated antigen 6 [Source:HGNC Symbol;Acc:HGNC:11215]
ENSG00000077800,9606.ENSP00000252037,False,True,FKBP6,protein_coding,FKBP prolyl isomerase 6 [Source:HGNC Symbol;Acc:HGNC:3722]
ENSG00000078142,9606.ENSP00000262039,False,True,PIK3C3,protein_coding,phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974]
ENSG00000078403,9606.ENSP00000307411,False,True,MLLT10,protein_coding,MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]
ENSG00000078687,9606.ENSP00000336783,False,True,TNRC6C,protein_coding,trinucleotide repeat containing adaptor 6C [Source:HGNC Symbol;Acc:HGNC:29318]
ENSG00000078795,9606.ENSP00000290431,False,True,PKD2L2,protein_coding,"polycystin 2 like 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9012]"
ENSG00000078967,9606.ENSP00000222402,False,True,UBE2D4,protein_coding,ubiquitin conjugating enzyme E2 D4 (putative) [Source:HGNC Symbol;Acc:HGNC:21647]
ENSG00000079134,9606.ENSP00000261600,False,True,THOC1,protein_coding,THO complex 1 [Source:HGNC Symbol;Acc:HGNC:19070]
ENSG00000079432,9606.ENSP00000458663,False,True,CIC,protein_coding,capicua transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:14214]
ENSG00000079785,9606.ENSP00000370745,False,True,DDX1,protein_coding,DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]
ENSG00000079950,9606.ENSP00000356918,False,True,STX7,protein_coding,syntaxin 7 [Source:HGNC Symbol;Acc:HGNC:11442]
ENSG00000080503,9606.ENSP00000265773,False,True,SMARCA2,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]"
ENSG00000081014,9606.ENSP00000261842,False,True,AP4E1,protein_coding,adaptor related protein complex 4 subunit epsilon 1 [Source:HGNC Symbol;Acc:HGNC:573]
ENSG00000081052,9606.ENSP00000379866,False,True,COL4A4,protein_coding,collagen type IV alpha 4 chain [Source:HGNC Symbol;Acc:HGNC:2206]
ENSG00000081177,9606.ENSP00000313140,False,True,EXD2,protein_coding,exonuclease 3'-5' domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20217]
ENSG00000081320,9606.ENSP00000263955,False,True,STK17B,protein_coding,serine/threonine kinase 17b [Source:HGNC Symbol;Acc:HGNC:11396]
ENSG00000081791,9606.ENSP00000396225,False,True,DELE1,protein_coding,DAP3 binding cell death enhancer 1 [Source:HGNC Symbol;Acc:HGNC:28969]
ENSG00000081818,9606.ENSP00000194152,False,True,PCDHB4,protein_coding,protocadherin beta 4 [Source:HGNC Symbol;Acc:HGNC:8689]
ENSG00000081842,9606.ENSP00000433378,True,False,PCDHA6,protein_coding,protocadherin alpha 6 [Source:HGNC Symbol;Acc:HGNC:8672]
ENSG00000081870,9606.ENSP00000194214,False,True,HSPB11,protein_coding,heat shock protein family B (small) member 11 [Source:HGNC Symbol;Acc:HGNC:25019]
ENSG00000082068,9606.ENSP00000265107,False,True,WDR70,protein_coding,WD repeat domain 70 [Source:HGNC Symbol;Acc:HGNC:25495]
ENSG00000082516,9606.ENSP00000285873,False,True,GEMIN5,protein_coding,gem nuclear organelle associated protein 5 [Source:HGNC Symbol;Acc:HGNC:20043]
ENSG00000082641,9606.ENSP00000354855,False,True,NFE2L1,protein_coding,"nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]"
ENSG00000083097,9606.ENSP00000237163,False,True,DOP1A,protein_coding,DOP1 leucine zipper like protein A [Source:HGNC Symbol;Acc:HGNC:21194]
ENSG00000083168,9606.ENSP00000380136,False,True,KAT6A,protein_coding,lysine acetyltransferase 6A [Source:HGNC Symbol;Acc:HGNC:13013]
ENSG00000083720,9606.ENSP00000196371,True,True,OXCT1,protein_coding,3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527]
ENSG00000083812,9606.ENSP00000444812,True,True,ZNF324,protein_coding,zinc finger protein 324 [Source:HGNC Symbol;Acc:HGNC:14096]
ENSG00000083844,9606.ENSP00000263095,False,True,ZNF264,protein_coding,zinc finger protein 264 [Source:HGNC Symbol;Acc:HGNC:13057]
ENSG00000084090,9606.ENSP00000338030,False,True,STARD7,protein_coding,StAR related lipid transfer domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]
ENSG00000084093,9606.ENSP00000311816,False,True,REST,protein_coding,RE1 silencing transcription factor [Source:HGNC Symbol;Acc:HGNC:9966]
ENSG00000084234,9606.ENSP00000263574,False,True,APLP2,protein_coding,amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]
ENSG00000084710,9606.ENSP00000384081,False,True,EFR3B,protein_coding,EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]
ENSG00000085382,9606.ENSP00000262903,True,False,HACE1,protein_coding,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21033]
ENSG00000085449,9606.ENSP00000233055,False,True,WDFY1,protein_coding,WD repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20451]
ENSG00000085465,9606.ENSP00000358747,False,True,OVGP1,protein_coding,oviductal glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:8524]
ENSG00000085514,9606.ENSP00000198536,False,True,PILRA,protein_coding,paired immunoglobin like type 2 receptor alpha [Source:HGNC Symbol;Acc:HGNC:20396]
