id_gene,id_string,gene,Middle_vs_Apical,Middle_vs_Basal,logCPM_MiddleApical,logFC_MiddleApical,FDR_MiddleApical,logCPM_MiddleBasal,logFC_MiddleBasal,FDR_MiddleBasal,biotype,StockNumber,FlyBase Genotype,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Phenotype or literature,Previously known to affect spermatogenesis,Function,Previous ref to RNAi working,Other species infertility phenotype?
FBgn0001089,7227.FBpp0078861,Gal,True,True,3.1287428944094904,-2.32922173185296,1.47670032216272e-12,1.27822221054068,-0.33649606782697805,0.7531981226030849,protein_coding,50680,y1 v1; P{TRiP.HMC03081}attP2,16.0,15.0,28.0,28.0,25.0,25.0,25.0,24.0,,No,,No,
FBgn0001104,7227.FBpp0076643,Galphai,True,True,3.00991021541613,-0.227776884483095,0.49409645610966296,3.03412627816839,-1.00088623740392,0.0287602943273927,protein_coding,31133,,,,,,,,,,,,,,
FBgn0001114,7227.FBpp0079329,Glt,True,True,3.2971138362493098,0.23923592817089398,0.458616113605037,2.95109069272173,0.249960696426513,0.7122455168133579,protein_coding,v15428,,,,,,,,,,,,,yes,
FBgn0001122,7227.FBpp0087359,Galphao,True,True,4.50035523493304,-0.16792978060999805,0.413224631671174,4.04602382511132,-0.0172427533468761,0.9791136939079672,protein_coding,v19124,,,,,,,,,,,,,yes,
FBgn0001197,7227.FBpp0084434,His2Av,True,True,6.62694583058445,-0.818975972791218,1.99614024807577e-13,5.712523309531572,0.14710585128970402,0.628285674068654,protein_coding,28966,y[1] v[1]; P{TRiP.HM05177}attP2,30.0,25.0,25.0,25.0,25.0,25.0,31.0,31.0,,Phenotype only recorded in germline stem cells,,Yes,
FBgn0001215,7227.FBpp0084669,Hrb98DE,True,True,9.846772006459881,0.286559807781534,0.0038968407366963397,9.634049332437721,-0.0382781355768283,0.8623132381150359,protein_coding,32351,,,,,,,,,,,,,yes,
FBgn0001216,7227.FBpp0075504,Hsc70-1,True,True,8.796020902965571,1.5998676626402102,6.433904877118416e-62,9.170075818747632,-0.286963872559055,0.0417396019218517,protein_coding,v45596,w[1118]; P{GD13532}v45596,18.0,6.0,30.0,8.0,29.0,7.0,25.0,20.0,OAT. Individualization defect,No,Heat shock protein cognate 1,Yes,Mouse infertility reported for Hspa2 (meiotic failure)
FBgn0001217,7227.FBpp0082175,Hsc70-2,True,True,10.1819884279454,1.13245422197326,8.765568358128449e-33,10.3071108629055,-0.0697671002516462,0.7178040241223571,protein_coding,v19202,PENDING,,,,,,,,,,No,,Yes,Mouse infertility reported
FBgn0001230,7227.FBpp0083974,Hsp68,True,True,8.02775408221509,-1.7648715704592999,9.95861842694096e-62,6.60398690704074,-0.168416736247297,0.48582812510312795,protein_coding,v47146,PENDING,,,,,,,,,,No,,Yes,Mouse infertility reported
FBgn0001258,7227.FBpp0304375,Ldh,True,True,4.5531015253557,1.72452913109422,3.12072394208228e-19,5.1143375298413885,-0.475512018734462,0.0686361774354905,protein_coding,v31192,,,,,,,,,,,,,yes,
FBgn0001624,7227.FBpp0290503,dlg1,True,True,4.04622943069215,-0.3741578883721551,0.0981430830236606,4.07332138159472,-1.1185558605135202,0.00275670735682494,protein_coding,v41136,w[1118]; P{GD4689}v41136/TM3,35.0,34.0,26.0,24.0,30.0,28.0,25.0,23.0,,,,Yes,
FBgn0001942,7227.FBpp0297911,eIF4A,True,True,9.19983634756009,0.19978562904745492,0.0523177155040626,9.06072894369672,-0.25509123868534,0.0813184616840783,protein_coding,33970,,,,,,,,,,,,,yes,
FBgn0002466,7227.FBpp0304889,sti,True,True,6.544901784707849,-1.1429440330390601,8.041213662144829e-23,5.16397487947597,0.7742161666190269,0.0014255559132467699,protein_coding,35392,,,,,,,,,,,,,yes,
FBgn0002778,7227.FBpp0075379,mnd,True,True,2.00751391403493,0.209777881020911,0.635534155265615,1.9588732685745,-0.465520657571259,0.563312307778491,protein_coding,62207,,,,,,,,,,,,,,
FBgn0002783,7227.FBpp0082692,mor,True,True,5.4397950381183495,-1.12900456230747,3.23901815175862e-12,4.424237634126451,-0.0813835762792805,0.874108534365049,protein_coding,35630,,,,,,,,,,,,,yes,
FBgn0002899,7227.FBpp0076412,mus301,True,True,3.97536311369758,-0.5898829505676889,0.0152713169816611,3.2851740629557997,-0.0151991130979592,0.9851933431172221,protein_coding,v28072,,,,,,,,,,,,,yes,
FBgn0002905,7227.FBpp0082131,mus308,True,True,5.2034207663880006,-1.9765060603409197,3.7364002973760894e-32,3.20119092011071,0.750947299476809,0.0958299297698062,protein_coding,58238,,,,,,,,,,,,,,
FBgn0002914,7227.FBpp0089402,Myb,True,True,7.44069181741509,0.6481268085829929,1.4150311159408999e-09,7.40835938571923,-0.086393009048955,0.702214892547524,protein_coding,v37710,,,,,,,,,,,,,yes,
FBgn0002973,7227.FBpp0303726,numb,True,True,6.861873719604089,0.580947353011986,4.0398082848872e-08,6.78978982008446,-0.0620004622805543,0.8232361726377719,protein_coding,35045,,,,,,,,,,,,,yes,
FBgn0002989,7227.FBpp0077357,okr,True,True,3.69970110984165,-2.4930206152932595,3.76681024710243e-20,1.4965208801668501,0.161269537372257,0.8837086979021841,protein_coding,33707,,,,,,,,,,,,,,
FBgn0003008,7227.FBpp0072061,or,True,True,4.2089806822402105,-1.36794159823569,2.4833837725332797e-10,2.95298389031161,0.010919247493726,0.9890216888832049,protein_coding,v25014,,,,,,,,,,,,,yes,
FBgn0003090,7227.FBpp0088115,pk,True,True,1.1812282459056298,-0.85251187317866,0.13263749634405098,0.4963239621817271,-0.21985034414378601,0.8739390698710849,protein_coding,32413,,,,,,,,,,,,,,
FBgn0003124,7227.FBpp0074608,polo,True,True,8.57721342609897,-0.27087411486676605,0.00715558837391905,7.68823957249238,0.900860968253053,4.05323251253457e-12,protein_coding,v20177,w[1118]; P{GD7563}v20177,23.0,0.0,25.0,0.0,20.0,0.0,11.0,0.0,No sperm. Spermiogenesis defect (severely compromised post-meiotic stages).,Yes. Broad defects (centriole-related). 10.1007/PL00013778,Serine/threonine-protein kinase,Yes,
FBgn0003210,7227.FBpp0290745,rb,True,True,5.889974382044652,-0.838312590944304,4.19423248256827e-10,4.9459073131398625,0.185827054114975,0.6079568232776961,protein_coding,28668,,,,,,,,,,,,,,
FBgn0003292,7227.FBpp0075877,rt,True,True,1.19401041916873,-0.43930998033790797,0.4377560953462721,0.30681777605981103,0.928292346557392,0.430965674210577,protein_coding,51805,,,,,,,,,,,,,,
FBgn0003386,7227.FBpp0288427,Shaw,True,True,4.54895984355036,0.7455280528265229,5.23117333865049e-05,4.4847119787175584,0.114189442753173,0.801950102134455,protein_coding,28346,,,,,,,,,,,,,,
FBgn0003392,7227.FBpp0305866,shi,True,True,8.37329750265443,0.501356785283034,5.705835043702e-07,8.28235829454259,-0.0927389996170971,0.639928775016131,protein_coding,36921,,,,,,,,,,,,,yes,
FBgn0003450,7227.FBpp0111746,snk,True,True,1.04470773987482,0.193093232543745,0.741926977059265,0.10571709074027,6.69861898371407,2.62916111684046e-05,protein_coding,41723,,,,,,,,,,,,,,
FBgn0003483,7227.FBpp0082637,spn-E,True,True,5.26036284451468,-1.8993642991340602,1.89447285195299e-29,3.42932069735686,0.45779023827187204,0.347567302100252,protein_coding,v21374,,,,,,,,,,,,,yes,
FBgn0003545,7227.FBpp0086041,sub,True,True,6.9255808477243,-0.0725924195053912,0.53274774971434,6.184411808047381,0.788115531121082,9.06551475031653e-06,protein_coding,36623,,,,,,,,,,,,,yes,
FBgn0003607,7227.FBpp0079251,Su(var)205,True,True,6.340345975185982,-1.64092594012613,8.09150010985539e-41,4.742024285930619,0.386273268412234,0.221726795308961,protein_coding,v107477,,,,,,,,,,,,,yes,
FBgn0003612,7227.FBpp0087651,Su(var)2-10,True,True,7.50592829964478,0.218616378786221,0.0323581788088928,7.26261432378191,-0.0322309542664043,0.9077407678078292,protein_coding,29448,,,,,,,,,,,,,yes,
FBgn0003651,7227.FBpp0082035,svp,True,True,3.80067066070571,1.0502681183300602,1.81179280935929e-05,3.9783428986290197,-0.11122916652124601,0.8377023547626992,protein_coding,v37086,,,,,,,,,,,,,yes,
FBgn0003656,7227.FBpp0071077,sws,True,True,8.811689836839529,0.7007195616831989,9.43350127056306e-13,8.915334688200279,-0.30790454089038105,0.0332885480962396,protein_coding,31993,,,,,,,,,,,,,yes,
FBgn0003731,7227.FBpp0071571,Egfr,True,True,1.6984248180172,0.17961461282552801,0.723399439509553,1.583059389486,-0.363370719585464,0.7104368205347501,protein_coding,31525,,,,,,,,,,,,,yes,
FBgn0003744,7227.FBpp0304464,trc,True,True,5.33936569505035,-0.7242512054552109,1.76346095146422e-06,4.51987110571051,0.0593430002984074,0.905361308202354,protein_coding,41591,,,,,,,,,,,,,yes,
FBgn0003862,7227.FBpp0082406,trx,True,True,5.75807623305125,-1.1536339488855198,4.350354981612739e-17,4.62980550807567,0.10322506806065596,0.817989486130524,protein_coding,31092,,,,,,,,,,,,,yes,
FBgn0003884,7227.FBpp0081153,alphaTub84B,True,True,11.6726509462346,0.854672879144175,9.03495890293031e-19,11.7110047038761,-0.0831799368681143,0.64687336204638,protein_coding,31389,y[1] v[1]; P{TRiP.JF01373}attP2,25.0,0.0,24.0,0.0,18.0,0.0,18.0,0.0,"No sperm. Post-meiotic defect: predominance of round spermatid cysts, few manage to start elongation.",Yes. Axonemal defects. https://www.molbiolcell.org/doi/10.1091/mbc.8.3.481,structural gene for α-Tubulin. Major atub isoform during spermatogenesis,Yes,
FBgn0003885,7227.FBpp0081062,alphaTub84D,True,True,9.388303225282261,1.33165130485854,7.808590420792698e-42,9.627690551296787,-0.172345850172382,0.268131488622718,protein_coding,64904,,,,,,,,,,,,,,
FBgn0003886,7227.FBpp0081565,alphaTub85E,True,True,6.7849890976191,2.7521278731801804,2.869765671975289e-11,7.500347036648541,-0.480255559252581,0.0233921046873326,protein_coding,31703,y[1] v[1]; P{TRiP.HM04009}attP2,32.0,0.0,23.0,0.0,8.0,0.0,19.0,0.0,"No sperm. Post-meiotic defect: predominance of round spermatid cysts, few manage to start elongation. Cells collapse prior to initating elongation.",No. Phenotypes only recorded in overexpression. https://www.molbiolcell.org/doi/10.1091/mbc.8.3.481,structural gene for α-Tubulin. 98% similar to 84B,Yes,
FBgn0003943,7227.FBpp0073035,Ubi-p63E,True,True,11.037339908420998,1.1486341196540701,7.325918004240188e-34,11.2045221634885,-0.141884881068835,0.395375237676536,protein_coding,v102379,P{KK109327}VIE-260B,26.0,0.0,28.0,0.0,24.0,0.0,20.0,0.0,Meiotic arrest,Yes. Meiotic arrest. http://dev.biologists.org/content/140/17/3522,polyubiquitin precursor,No,Mouse infertility reported (meiotic arrest)
FBgn0004049,7227.FBpp0082261,yrt,True,True,5.71616156156299,-0.6215311714980021,5.69280822947269e-06,4.97138599005011,0.0432653808501487,0.923692281506456,protein_coding,v28674,,,,,,,,,,,,,yes,
FBgn0004066,7227.FBpp0073989,Prosalpha4,True,True,5.395619041960679,-1.74917500011206,4.9233182960517396e-29,4.21860932319372,-0.6599275412219929,0.0468532493739485,protein_coding,36063,,,,,,,,,,,,,,
FBgn0004107,7227.FBpp0289675,Cdk2,True,True,2.32977530783507,-1.5471447912276202,0.000112885724314478,1.16263873061541,-0.44604473684492996,0.660829514842027,protein_coding,35267,,,,,,,,,,,,,yes,
FBgn0004237,7227.FBpp0302741,Hrb87F,True,True,7.89422230048918,-1.9592329435895,2.3799626649565785e-84,6.01713223459867,0.4761413402246579,0.023621937708208997,protein_coding,v51759,,,,,,,,,,,,,yes,
FBgn0004373,7227.FBpp0072416,fwd,True,True,7.9548354957650105,0.5955691150712111,5.79235135626307e-10,7.7858815950033895,0.149820746394599,0.4204888700332279,protein_coding,v27785,,,,,,,,,,,,,yes,
FBgn0004379,7227.FBpp0076227,Klp67A,True,True,7.01761698977449,-0.0877971323750899,0.4501771909239821,6.25239490538062,0.846333915589299,1.6201379028828199e-06,protein_coding,62383,,,,,,,,,,,,,,
FBgn0004391,7227.FBpp0073893,shtd,True,True,6.09835489418634,-0.0504568939174333,0.7231984712421461,5.723662222278861,-0.0338656220566658,0.931108488610454,protein_coding,v29072,,,,,,,,,,,,,yes,
FBgn0004419,7227.FBpp0079565,me31B,True,True,7.34368262428286,-0.304858889558482,0.00367516996515465,6.7930397097431525,0.03584409586562,0.902318522866302,protein_coding,28566,,,,,,,,,,,,,yes,
FBgn0004556,7227.FBpp0075106,Dbp73D,True,True,3.9681338510333504,-2.79813156248398,2.6521887806140997e-27,1.35812591576057,0.578594617435414,0.541312432151765,protein_coding,v108310,P{KK102538}VIE-260B,27.0,26.0,11.0,11.0,18.0,18.0,30.0,30.0,GD works,,,No,
FBgn0004619,7227.FBpp0076691,GluRIA,True,True,2.2767092865895697,0.5511001934476489,0.17423744539709,2.11197310925127,0.22818311197143398,0.79184278858209,protein_coding,v44439,,,,,,,,,,,,,yes,
FBgn0004832,7227.FBpp0070638,Xpac,True,True,5.12483728416803,0.0257557968494516,0.8862553323501651,4.52847585753607,0.566583859903227,0.0671435437522718,protein_coding,v40368,,,,,,,,,,,,,yes,
FBgn0004838,7227.FBpp0297875,Hrb27C,True,True,8.07227754096402,-0.787372919085529,5.1114608951392e-16,7.23495655402316,0.043480197137143996,0.876706384914145,protein_coding,33716,y[1] sc[*] v[1]; P{TRiP.HMS00597}attP2,25.0,11.0,21.0,19.0,14.0,11.0,25.0,18.0,No obvious defects. Plenty of motile sperm. ,"No, but predicted. ",mRNA 3'-UTR binding (DAZ-associated domain),Yes,Mouse infertility reported (impaired spermatogenesis: no post-meiotic cells)
FBgn0004872,7227.FBpp0079755,piwi,True,True,3.35145372307675,-1.22034485104248,2.1087364333897307e-05,2.16407776473753,0.0969990690772425,0.9197361592311841,protein_coding,v22235,,,,,,,,,,,male pheno,,yes,
FBgn0004903,7227.FBpp0084463,Rb97D,True,True,7.7120951892955985,-1.9254957551496399,2.0782083361512397e-69,5.63730662459479,1.10999992034005,5.7921208533372306e-08,protein_coding,31333,,,,,,,,,,,male pheno,,,
FBgn0004915,7227.FBpp0305673,TfIIB,True,True,6.74490861294846,-1.60650275276588,5.5322384169986206e-43,4.82020671228574,1.4864895152708,1.73772269825226e-08,protein_coding,62165,,,,,,,,,,,,,,
FBgn0004924,7227.FBpp0073822,Top1,True,True,6.73624058446126,-0.221492626031108,0.0487910350433176,6.50767985591274,-0.4793870449424121,0.0065145864552281895,protein_coding,55314,,,,,,,,,,,,,yes,
FBgn0005411,7227.FBpp0298005,U2af50,True,True,6.6347830036123705,-0.0332647012109621,0.80461592445802,6.177699825206269,0.146201061447817,0.583685530153573,protein_coding,55153,,,,,,,,,,,,,yes,
FBgn0005585,7227.FBpp0081581,Calr,True,True,7.61914438469431,-1.01204087442433,4.36819808394126e-18,7.1723660454964815,-0.9064560346807741,0.000228721586135728,protein_coding,v51271,,,,,,,,,,,,,yes,
FBgn0005617,7227.FBpp0080674,msl-1,True,True,3.82533192467022,-1.85153979691369,1.11789037882425e-09,2.03729474100532,0.29706057309599204,0.81824467773762,protein_coding,v9239,,,,,,,,,,,,,yes,
FBgn0005696,7227.FBpp0113035,DNApol-alpha73,True,True,3.0570269198186404,-0.8644345469104799,0.00461800703742715,2.10061286772537,0.170703329312072,0.8454391753017199,protein_coding,77417,,,,,,,,,,,,,,
FBgn0005777,7227.FBpp0081606,PpD3,True,True,7.05051410374109,-0.6047554692309279,6.88702167828541e-09,6.23679056186715,0.230328040374305,0.337171116340643,protein_coding,57307,,,,,,,,,,,,,yes,
FBgn0010213,7227.FBpp0086226,Sod2,True,True,6.850565609383731,0.10935129724683901,0.39130426006745705,6.59593319707658,-0.11541301982172199,0.6489891748622779,protein_coding,v42162,,,,,,,,,,,,,yes,
FBgn0010258,7227.FBpp0082318,Rbp4,True,True,6.6292665272942495,-3.1232876751688,6.585215346648165e-122,3.45267733235646,1.53132810084299,8.582649781705841e-05,protein_coding,v29116,,,,,,,,,,,,,,
FBgn0010314,7227.FBpp0079399,Cks30A,True,True,4.169681253275621,-0.5512728997167221,0.0109723742963395,3.1353690163678505,0.9016868378958199,0.041968151864027,protein_coding,35156,y[1] sc[*] v[1]; P{TRiP.GL00024}attP2,26.0,25.0,19.0,19.0,22.0,22.0,20.0,19.0,,No,,Yes,"Mouse infertility reported (in mutants: incapability of entering anaphase I) - in DM it's two genes: Cks30A and Cks85A, possible compensation?"
FBgn0010340,7227.FBpp0082370,140up,True,True,3.3571632928104105,-1.3881656653128702,9.59776708592289e-07,1.9195126734575096,0.532070601889156,0.522831515713705,protein_coding,v48717,w[1118] P{GD16421}v48717,19.0,18.0,32.0,32.0,31.0,29.0,20.0,17.0,,No,,Yes,
FBgn0010382,7227.FBpp0294012,CycE,True,True,5.23213880692945,-0.27922629074473,0.0807711985597053,4.287420352530529,1.10333985915006,0.000285257754595798,protein_coding,29314,,,,,,,,,,,,,yes,
FBgn0010389,7227.FBpp0082970,htl,True,True,3.3034783035526,0.134829105454603,0.668694422228912,2.96768797196244,0.12564437192762598,0.8594364265933341,protein_coding,57313,,,,,,,,,,,,,yes,
FBgn0010435,7227.FBpp0072308,emp,True,True,8.807071439520481,1.22793856387414,4.5272382143887696e-38,9.163440162987301,-0.436619836522401,0.000479528657820405,protein_coding,53257,,,,,,,,,,,,,yes,
FBgn0010441,7227.FBpp0084549,pll,True,True,2.70852548960765,0.0723130572037989,0.846971286638091,2.58120822610434,-0.467519162563311,0.4809938253925821,protein_coding,57015,,,,,,,,,,,,,yes,
FBgn0010531,7227.FBpp0290166,Ccs,True,True,1.25447154417465,-1.08408340539995,0.0483058718182699,0.311321565323748,-0.105523386981919,0.9476527937146728,protein_coding,62919,,,,,,,,,,,,,,
FBgn0010590,7227.FBpp0086400,Prosbeta1,True,True,7.7099141805293705,0.5841557975625649,4.37950076038369e-08,7.5414840737945985,0.13263671797489499,0.557572414359266,protein_coding,v35923,,,,,,,,,,,,,yes,
FBgn0011259,7227.FBpp0292880,Sema1a,True,True,4.11708962657373,-0.2004763790607081,0.370494785322787,3.6169501839160096,0.052249634908079996,0.9390707629285172,protein_coding,v4743,,,,,,,,,,,,,yes,
FBgn0011260,7227.FBpp0086237,Sema2a,True,True,3.61079839495829,0.291501741353925,0.25921957601239004,3.73186807536676,-0.6232210041785831,0.116901587812813,protein_coding,29519,,,,,,,,,,,,,,
FBgn0011586,7227.FBpp0071210,e(r),True,True,5.32735902069009,-2.20257555237776,4.460779432664071e-37,3.52559244599958,-0.18010043050400001,0.7583926206167041,protein_coding,v13360,,,,,,,,,,,,,yes,
FBgn0011596,7227.FBpp0083791,fzo,True,True,8.258816901834509,0.0647204781398781,0.5380041615985159,7.3689525328817105,1.4778788482285499,2.39374079802071e-28,protein_coding,v1405,,,,,,,,,,,male pheno,,,
FBgn0011640,7227.FBpp0076555,lark,True,True,5.83762019616501,-1.31999175925099,9.73360171677798e-20,4.42055653972994,0.53228643164594,0.129845273616807,protein_coding,27703,,,,,,,,,,,,,,
FBgn0011740,7227.FBpp0081509,alpha-Man-IIa,True,True,5.934925088332161,-1.93679410000633,3.91542369025046e-45,4.13706828105097,0.30791332031730395,0.4749785783157921,protein_coding,v5838,w[1118]; P{GD2875}v5838,16.0,16.0,26.0,26.0,27.0,22.0,30.0,27.0,,,,No,Mouse infertility reported for mutant (Sertoli cell to germ cell adhesion defect: may be Sertoli cell pheno and there are two DM genes alpha-Man-IIa and alpha-Man-IIb - possible redundancy)
FBgn0011763,7227.FBpp0086853,Dp,True,True,4.46994454127282,-1.42083420015102,8.93925684805204e-13,3.0673271455374502,0.25868446432626796,0.6824354786839959,protein_coding,v12722,,,,,,,,,,,,,yes,
FBgn0011824,7227.FBpp0071562,CG4038,True,True,3.10504598793268,-2.5462955541626,4.40739111550056e-14,0.8470498869078159,0.24375985241916,0.847298870774211,protein_coding,v21775,,,,,,,,,,,,,yes,
FBgn0012034,7227.FBpp0078067,AcCoAS,True,True,1.96063720278952,-0.7227834354462109,0.105835511585734,1.9557274804962301,-1.488614208017,0.0129866271523268,protein_coding,41917,y[1] sc[*] v[1]; P{TRiP.HMS02314}attP2,20.0,18.0,24.0,18.0,15.0,13.0,29.0,28.0,,No,,Yes,
FBgn0013759,7227.FBpp0290542,CASK,True,True,3.67222450701262,-0.818596383719268,0.0010108705859609,2.936527923133589,-0.275494716222587,0.6652386406217979,protein_coding,51721,y[1] sc[*] v[1]; P{TRiP.HMC03260}attP2,24.0,20.0,23.0,20.0,30.0,25.0,25.0,20.0,,No,,Yes,
FBgn0014075,7227.FBpp0074831,Uggt,True,True,6.868826318405089,-0.6941476985507881,6.73833519661159e-11,6.108050502621911,0.0010575757251855302,0.998207143273785,protein_coding,53027,,,,,,,,,,,,,,
FBgn0014189,7227.FBpp0078754,Hel25E,True,True,5.4895644879072405,-2.57998302630376,4.0477825081291074e-56,3.4007419739503395,-0.230703771820398,0.685525367372378,protein_coding,33666,,,,,,,,,,,,,yes,
FBgn0014931,7227.FBpp0081254,CG2678,True,False,0.8683959593803909,-2.26120562570695,0.000635291548375141,,,,protein_coding,28630,,,,,,,,,,,,,,
FBgn0015075,7227.FBpp0078144,Ddx1,True,True,6.26824211151186,-2.13086119126013,1.2397171220426995e-60,4.09692180589977,0.9044027751086501,0.006148536057078579,protein_coding,27531,,,,,,,,,,,male pheno,,,
FBgn0015239,7227.FBpp0089291,Hr78,True,True,4.218572553895,0.332644095535815,0.11238885491654599,4.09565302424526,-0.155784939560368,0.7616090985313492,protein_coding,31990,,,,,,,,,,,,,,
FBgn0015277,7227.FBpp0071973,Pi3K59F,True,True,1.77935095949523,-1.62919242425799,0.000674684099914324,0.755629536174981,-0.677779470121433,0.514202339220719,protein_coding,33384,,,,,,,,,,,,,yes,
FBgn0015351,7227.FBpp0111793,CG14906,True,True,2.47153900700919,-2.1220283468706103,1.3949809813664e-07,1.04119616117731,-0.8031775486890659,0.38917991047101197,protein_coding,v31852,,,,,,,,,,,,,,
FBgn0015544,7227.FBpp0072164,spag,True,True,6.296219207105732,-1.7507468537541202,5.754645407634769e-42,4.5823368648330485,0.444654196057417,0.183899745175053,protein_coding,38371,,,,,,,,,,,,,yes,
FBgn0015572,7227.FBpp0081070,alpha-Est4,True,True,1.3588898495887398,-0.182891208630503,0.74353496093654,0.9262845428883258,0.136489051557941,0.9178712043175741,protein_coding,65137,,,,,,,,,,,,,,
FBgn0015574,7227.FBpp0081073,alpha-Est6,True,True,6.6683173475922,0.0756038096962832,0.546731216982642,6.17142259224931,0.3608719284555879,0.09205159389983099,protein_coding,v100942,,,,,,,,,,,,,,
FBgn0015622,7227.FBpp0110208,Cnx99A,True,True,8.812971793035539,-0.29276844439334304,0.00243826677747188,8.18331102437463,0.22098234786409804,0.15480254684022,protein_coding,v100740,P{KK108301}VIE-260B,30.0,27.0,28.0,28.0,25.0,25.0,22.0,22.0,,No,,Yes,"Mouse infertility reported (normal spermartogenesis, defective sperm-ZP binding) - in DM it's three genes (CG1924, Cnx14D and Cnx99A) - possible redundancy?"
FBgn0015790,7227.FBpp0083413,Rab11,True,True,6.668232200952732,-1.0226638984916299,1.77701642667723e-20,5.90406985059107,-0.406349773167966,0.10103103055749399,protein_coding,27730,,,,,,,,,,,male pheno,,yes,
FBgn0015828,7227.FBpp0075839,TfIIEalpha,True,True,4.9999312168409595,-1.3297440665201998,3.70699736149047e-15,3.7264679635378495,0.140186614419336,0.806244988811837,protein_coding,62169,,,,,,,,,,,,,,
FBgn0015949,7227.FBpp0085678,hrg,True,True,6.52126167494039,-2.0981890810468,1.484866993535319e-61,4.43097533651467,0.7503960669804309,0.0167400770834047,protein_coding,33378,,,,,,,,,,,male pheno,,yes,
FBgn0016041,7227.FBpp0305890,Tom40,True,True,6.9591545169212905,0.35232153788341797,0.0010108705859609,6.77580202321572,-0.0331793568600803,0.910048601528728,protein_coding,26005,,,,,,,,,,,,,yes,
FBgn0016059,7227.FBpp0086050,Sema1b,True,True,6.46807982457695,-0.660386026772417,2.22847317881297e-08,5.923101676539153,-0.37416489667083097,0.14483436658539,protein_coding,v107233,,,,,,,,,,,,,yes,
FBgn0016075,7227.FBpp0305720,vkg,True,True,4.053364384326772,1.09861884313771,2.2034677074771e-07,4.49945520918614,-0.598094765793754,0.0502593433218589,protein_coding,50895,,,,,,,,,,,,,yes,
FBgn0016078,7227.FBpp0087635,wun,True,True,2.705898937337,1.21238101223796,0.0008844046238793721,3.45596403905622,-1.08339606891747,0.010641829489616998,protein_coding,v6446,,,,,,,,,,,,,yes,
