id_eggnog,id_string_HS,id_string_MM,id_string_DM,annotation
3B9IE,9606.ENSP00000361302,10090.ENSMUSP00000038722,7227.FBpp0075877,dolichyl-phosphate-mannose-protein mannosyltransferase activity
3B9JC,9606.ENSP00000297579,10090.ENSMUSP00000022909,7227.FBpp0075302,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
3B9MD,9606.ENSP00000265465,10090.ENSMUSP00000025752,7227.FBpp0113035,May play an essential role at the early stage of chromosomal DNA replication by coupling the polymerase alpha primase complex to the cellular replication machinery
3B9MN,9606.ENSP00000372193,10090.ENSMUSP00000035964,7227.FBpp0086939,voltage-gated chloride channel activity
3B9N9,"9606.ENSP00000245407,9606.ENSP00000361666","10090.ENSMUSP00000019044,10090.ENSMUSP00000075814","7227.FBpp0076737,7227.FBpp0080925,7227.FBpp0083982,7227.FBpp0083983,7227.FBpp0113136,7227.FBpp0296957,7227.FBpp0305355",organic anion transmembrane transporter activity
3B9NC,9606.ENSP00000304697,10090.ENSMUSP00000019649,"7227.FBpp0070894,7227.FBpp0073035,7227.FBpp0305700",protein tag
3B9NE,9606.ENSP00000283875,10090.ENSMUSP00000023525,7227.FBpp0075839,transcription initiation from RNA polymerase II promoter
3B9NV,9606.ENSP00000363260,10090.ENSMUSP00000050647,7227.FBpp0086200,Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis
3B9QU,9606.ENSP00000396301,10090.ENSMUSP00000007042,7227.FBpp0081475,protein localization to kinetochore
3B9R4,9606.ENSP00000313811,"10090.ENSMUSP00000099913,10090.ENSMUSP00000113265",7227.FBpp0086664,protein K48-linked deubiquitination
3B9RD,9606.ENSP00000376272,10090.ENSMUSP00000023598,7227.FBpp0074246,positive regulation of DNA-directed DNA polymerase activity
3B9RT,9606.ENSP00000337701,10090.ENSMUSP00000127149,"7227.FBpp0073778,7227.FBpp0289427",diolein transacylation activity
3B9SK,9606.ENSP00000272438,10090.ENSMUSP00000014892,7227.FBpp0071947,testis expressed 261
3B9T7,9606.ENSP00000381167,10090.ENSMUSP00000116679,7227.FBpp0271926,cytoplasmic dynein 2 heavy chain
3B9TB,9606.ENSP00000360777,10090.ENSMUSP00000119485,7227.FBpp0075739,72 kDa inositol polyphosphate
3B9U2,9606.ENSP00000280612,"10090.ENSMUSP00000000984,10090.ENSMUSP00000041557","7227.FBpp0073761,7227.FBpp0075379,7227.FBpp0084502,7227.FBpp0085146,7227.FBpp0088925",L-alpha-amino acid transmembrane transport
3B9UM,9606.ENSP00000296543,10090.ENSMUSP00000022597,7227.FBpp0074480,N-terminal peptidyl-methionine acetylation
3B9VH,9606.ENSP00000338624,10090.ENSMUSP00000039546,7227.FBpp0305777,threonine aspartase 1
3B9VV,9606.ENSP00000360672,10090.ENSMUSP00000090886,7227.FBpp0074229,establishment or maintenance of cell polarity
3B9WE,9606.ENSP00000267064,10090.ENSMUSP00000100868,7227.FBpp0082692,"SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member"
3B9X7,9606.ENSP00000371607,10090.ENSMUSP00000069840,7227.FBpp0085393,Mitochondrial intermediate peptidase
3B9XB,9606.ENSP00000347046,10090.ENSMUSP00000086485,"7227.FBpp0111456,7227.FBpp0289559","3',5'-cyclic-GMP phosphodiesterase activity"
3B9XC,9606.ENSP00000257829,10090.ENSMUSP00000028608,7227.FBpp0071217,RNA acetylation
3B9XE,9606.ENSP00000336721,"10090.ENSMUSP00000096721,10090.ENSMUSP00000136673",7227.FBpp0290398,La ribonucleoprotein domain family member
3B9XU,"9606.ENSP00000379364,9606.ENSP00000379366",10090.ENSMUSP00000054452,7227.FBpp0083624,hippo signaling
3B9Y1,"9606.ENSP00000259021,9606.ENSP00000380136","10090.ENSMUSP00000099448,10090.ENSMUSP00000138421","7227.FBpp0072159,7227.FBpp0304793",histone acetyltransferase activity
3B9ZH,9606.ENSP00000261407,10090.ENSMUSP00000004381,7227.FBpp0074786,1-acylglycerophosphocholine O-acyltransferase activity
3B9ZI,9606.ENSP00000376765,"10090.ENSMUSP00000096248,10090.ENSMUSP00000110425",7227.FBpp0087651,SUMO transferase activity
3BA02,9606.ENSP00000282251,10090.ENSMUSP00000027027,7227.FBpp0073887,Protein similar to CwfJ C-terminus 1
3BA18,9606.ENSP00000378199,"10090.ENSMUSP00000007248,10090.ENSMUSP00000015800,10090.ENSMUSP00000079306","7227.FBpp0075504,7227.FBpp0082175,7227.FBpp0082516,7227.FBpp0083974",heat shock
3BA1J,"9606.ENSP00000334538,9606.ENSP00000359988","10090.ENSMUSP00000074196,10090.ENSMUSP00000113685",7227.FBpp0079471,serine arginine-rich splicing factor 11
3BA1Y,9606.ENSP00000292377,"10090.ENSMUSP00000033450,10090.ENSMUSP00000124459",7227.FBpp0075431,regulation of signal transduction
3BA2A,9606.ENSP00000331209,10090.ENSMUSP00000136717,"7227.FBpp0072531,7227.FBpp0271924",Ester hydrolase C11orf54 homolog
3BA2E,9606.ENSP00000386541,10090.ENSMUSP00000028278,7227.FBpp0078664,Lys63-specific deubiquitinase activity
3BA2V,9606.ENSP00000370128,"10090.ENSMUSP00000046714,10090.ENSMUSP00000096414","7227.FBpp0078206,7227.FBpp0099766,7227.FBpp0271785",cationic amino acid transporter
3BA2W,9606.ENSP00000424571,10090.ENSMUSP00000025497,"7227.FBpp0076517,7227.FBpp0304622",sequestering of TGFbeta in extracellular matrix
3BA39,9606.ENSP00000258080,"10090.ENSMUSP00000006367,10090.ENSMUSP00000087073",7227.FBpp0303078,pentacyclic triterpenoid metabolic process
3BA3F,9606.ENSP00000368566,"10090.ENSMUSP00000034046,10090.ENSMUSP00000104533",7227.FBpp0074844,medium-chain fatty acid-CoA ligase activity
3BA42,9606.ENSP00000325748,10090.ENSMUSP00000027498,7227.FBpp0082840,serine threonine-protein kinase
3BA46,"9606.ENSP00000295736,9606.ENSP00000405812",10090.ENSMUSP00000023776,"7227.FBpp0076048,7227.FBpp0288814",sodium:bicarbonate symporter activity
3BA4R,9606.ENSP00000338777,10090.ENSMUSP00000075082,7227.FBpp0072061,anterograde synaptic vesicle transport
3BA50,9606.ENSP00000290158,10090.ENSMUSP00000001479,7227.FBpp0294035,importin
3BA59,"9606.ENSP00000261889,9606.ENSP00000368831",10090.ENSMUSP00000034946,7227.FBpp0077206,sorting nexin
3BA5F,9606.ENSP00000369810,10090.ENSMUSP00000028900,7227.FBpp0081459,Vacuolar protein sorting-associated protein 16 homolog
3BA62,9606.ENSP00000468304,"10090.ENSMUSP00000023029,10090.ENSMUSP00000103486",7227.FBpp0288419,MBT domain-containing protein 1
3BA6H,9606.ENSP00000418803,10090.ENSMUSP00000002925,7227.FBpp0082370,Tim17/Tim22/Tim23/Pmp24 family
3BA6S,9606.ENSP00000362306,"10090.ENSMUSP00000042207,10090.ENSMUSP00000081312",7227.FBpp0294043,"endoribonuclease activity, cleaving siRNA-paired mRNA"
3BA72,9606.ENSP00000400252,10090.ENSMUSP00000065787,"7227.FBpp0071062,7227.FBpp0080100",outer dynein arm assembly
3BA7C,9606.ENSP00000321971,"10090.ENSMUSP00000017831,10090.ENSMUSP00000044639",7227.FBpp0302814,Mitochondrial GTPase involved in mitochondrial trafficking
3BA7S,9606.ENSP00000035383,"10090.ENSMUSP00000002603,10090.ENSMUSP00000109048","7227.FBpp0086538,7227.FBpp0300852",neurotransmitter receptor transport postsynaptic membrane to endosome
3BA81,"9606.ENSP00000346694,9606.ENSP00000350090",10090.ENSMUSP00000110103,"7227.FBpp0082318,7227.FBpp0084463,7227.FBpp0084669,7227.FBpp0302741",mRNA transport
3BA8E,9606.ENSP00000377782,10090.ENSMUSP00000088678,7227.FBpp0099825,sequence-specific DNA binding
3BA9A,"9606.ENSP00000308578,9606.ENSP00000309330,9606.ENSP00000332595,9606.ENSP00000335042,9606.ENSP00000342002,9606.ENSP00000344828,9606.ENSP00000376110,9606.ENSP00000380999,9606.ENSP00000413660,9606.ENSP00000437616,9606.ENSP00000469958,9606.ENSP00000471754,9606.ENSP00000472969,9606.ENSP00000480218,9606.ENSP00000485448","10090.ENSMUSP00000012873,10090.ENSMUSP00000032802,10090.ENSMUSP00000044020,10090.ENSMUSP00000045684,10090.ENSMUSP00000047222,10090.ENSMUSP00000049650,10090.ENSMUSP00000065620,10090.ENSMUSP00000071695,10090.ENSMUSP00000074475,10090.ENSMUSP00000076700,10090.ENSMUSP00000081167,10090.ENSMUSP00000083459,10090.ENSMUSP00000086074,10090.ENSMUSP00000086191,10090.ENSMUSP00000096108,10090.ENSMUSP00000099083,10090.ENSMUSP00000100043,10090.ENSMUSP00000101359,10090.ENSMUSP00000101361,10090.ENSMUSP00000104820,10090.ENSMUSP00000105357,10090.ENSMUSP00000112546,10090.ENSMUSP00000124075,10090.ENSMUSP00000127760,10090.ENSMUSP00000133899","7227.FBpp0070991,7227.FBpp0071106,7227.FBpp0071108,7227.FBpp0075533,7227.FBpp0076707,7227.FBpp0076724,7227.FBpp0076725,7227.FBpp0078048,7227.FBpp0079702,7227.FBpp0079845,7227.FBpp0081254,7227.FBpp0081555,7227.FBpp0081919,7227.FBpp0082061,7227.FBpp0083307,7227.FBpp0086646,7227.FBpp0087421,7227.FBpp0112062,7227.FBpp0113116,7227.FBpp0289911,7227.FBpp0289959",nucleic acid binding
3BA9I,9606.ENSP00000270586,10090.ENSMUSP00000018430,7227.FBpp0086400,threonine-type endopeptidase activity
3BA9V,9606.ENSP00000005340,"10090.ENSMUSP00000019362,10090.ENSMUSP00000030948",7227.FBpp0073310,planar cell polarity pathway involved in neural tube closure
3BA9Y,9606.ENSP00000261879,10090.ENSMUSP00000130359,7227.FBpp0077400,Notch receptor processing
3BAAJ,9606.ENSP00000247191,10090.ENSMUSP00000040416,7227.FBpp0290601,cell cycle
3BAAP,9606.ENSP00000334553,10090.ENSMUSP00000023455,7227.FBpp0086323,ubiquitin-ubiquitin ligase activity
3BAAR,9606.ENSP00000261693,10090.ENSMUSP00000031377,7227.FBpp0072308,Belongs to the CD36 family
3BAAV,"9606.ENSP00000366641,9606.ENSP00000445929",10090.ENSMUSP00000032476,7227.FBpp0305687,hexose transmembrane transporter activity
3BADB,9606.ENSP00000465992,"10090.ENSMUSP00000021311,10090.ENSMUSP00000028527,10090.ENSMUSP00000081398","7227.FBpp0076227,7227.FBpp0089282",tubulin-dependent ATPase activity
3BADZ,9606.ENSP00000361043,"10090.ENSMUSP00000066977,10090.ENSMUSP00000099765",7227.FBpp0077357,DNA synthesis involved in double-strand break repair via homologous recombination
3BAE3,9606.ENSP00000371221,10090.ENSMUSP00000022563,7227.FBpp0071938,Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
3BAEU,9606.ENSP00000384545,10090.ENSMUSP00000026093,7227.FBpp0297318,ubiquitin protein ligase binding
3BAF1,9606.ENSP00000325681,10090.ENSMUSP00000031621,7227.FBpp0073036,vesicle-mediated transport
3BAFB,9606.ENSP00000365837,10090.ENSMUSP00000083844,7227.FBpp0291529,tRNA pseudouridine synthase activity
3BAFZ,"9606.ENSP00000364000,9606.ENSP00000379866",10090.ENSMUSP00000023123,"7227.FBpp0078641,7227.FBpp0305720",collagen
3BAG1,9606.ENSP00000384610,10090.ENSMUSP00000044078,7227.FBpp0071077,lysophospholipase activity
3BAGW,9606.ENSP00000319739,10090.ENSMUSP00000109915,7227.FBpp0291121,calcium ion binding
3BAH0,9606.ENSP00000345064,10090.ENSMUSP00000104878,"7227.FBpp0088115,7227.FBpp0302896",regulation of cardiac muscle cell myoblast differentiation
3BAHV,9606.ENSP00000326699,10090.ENSMUSP00000105457,"7227.FBpp0073467,7227.FBpp0074074,7227.FBpp0110208",unfolded protein binding
3BAIT,9606.ENSP00000311453,10090.ENSMUSP00000026672,7227.FBpp0291341,"3',5'-cyclic-AMP phosphodiesterase activity"
3BAK0,9606.ENSP00000275732,10090.ENSMUSP00000031727,7227.FBpp0290107,insulin-like growth factor receptor signaling pathway
3BAKC,9606.ENSP00000436901,10090.ENSMUSP00000136280,7227.FBpp0085418,metal ion binding
3BAKF,9606.ENSP00000261797,10090.ENSMUSP00000118207,7227.FBpp0076677,[heparan sulfate]-glucosamine N-sulfotransferase activity
3BAM8,9606.ENSP00000387303,10090.ENSMUSP00000078022,7227.FBpp0082637,ATP-dependent RNA helicase
3BAMI,9606.ENSP00000231668,10090.ENSMUSP00000015725,7227.FBpp0078315,Vesicle transport protein
3BAMQ,9606.ENSP00000446252,10090.ENSMUSP00000007012,7227.FBpp0086226,age-dependent response to reactive oxygen species
3BAN3,9606.ENSP00000249442,10090.ENSMUSP00000028511,"7227.FBpp0073816,7227.FBpp0074684",protein targeting to mitochondrion
3BAN4,9606.ENSP00000229268,10090.ENSMUSP00000041299,7227.FBpp0072976,Ubiquitin carboxyl-terminal hydrolase
3BANS,9606.ENSP00000268717,10090.ENSMUSP00000019517,7227.FBpp0077927,protein deneddylation
3BANZ,9606.ENSP00000294785,10090.ENSMUSP00000003550,7227.FBpp0291079,Notch receptor processing
3BAPH,9606.ENSP00000362068,10090.ENSMUSP00000063201,7227.FBpp0074288,protein heterodimerization activity
3BAQV,9606.ENSP00000387362,10090.ENSMUSP00000113346,7227.FBpp0078927,Ubiquitin conjugation factor E4
3BAR7,9606.ENSP00000223321,10090.ENSMUSP00000129767,7227.FBpp0082062,threonine-type endopeptidase activity
3BARG,9606.ENSP00000367755,10090.ENSMUSP00000092811,7227.FBpp0080901,calmodulin-lysine N-methyltransferase activity
3BARP,9606.ENSP00000378165,10090.ENSMUSP00000054168,7227.FBpp0302976,mitotic spindle assembly
3BARS,9606.ENSP00000480186,10090.ENSMUSP00000099986,7227.FBpp0072658,DNA polymerase delta
3BARU,9606.ENSP00000216039,10090.ENSMUSP00000048415,7227.FBpp0070860,thiol-dependent ubiquitin-specific protease activity
3BAS7,9606.ENSP00000313854,10090.ENSMUSP00000022102,7227.FBpp0073557,Cleft lip and palate transmembrane protein 1-like protein
3BAS8,9606.ENSP00000360806,10090.ENSMUSP00000089814,"7227.FBpp0288427,7227.FBpp0300390,7227.FBpp0306030",voltage-gated potassium channel activity
3BASD,9606.ENSP00000386741,"10090.ENSMUSP00000035908,10090.ENSMUSP00000107655",7227.FBpp0070751,phorbol ester receptor activity
3BASE,9606.ENSP00000354006,"10090.ENSMUSP00000037443,10090.ENSMUSP00000082318",7227.FBpp0112395,calcium channel activity
3BASG,9606.ENSP00000358867,"10090.ENSMUSP00000000001,10090.ENSMUSP00000114144","7227.FBpp0076643,7227.FBpp0087359",G-protein beta/gamma-subunit complex binding
3BAT7,9606.ENSP00000307863,10090.ENSMUSP00000005041,"7227.FBpp0071961,7227.FBpp0298005",pre-mRNA 3'-splice site binding
3BAT8,9606.ENSP00000400646,10090.ENSMUSP00000020756,7227.FBpp0290103,polyribonucleotide nucleotidyltransferase 1
3BATG,9606.ENSP00000264233,"10090.ENSMUSP00000041599,10090.ENSMUSP00000059757","7227.FBpp0076412,7227.FBpp0082131",double-strand break repair via alternative nonhomologous end joining
3BAU5,9606.ENSP00000440984,10090.ENSMUSP00000022196,7227.FBpp0290745,anterograde synaptic vesicle transport
3BAU7,9606.ENSP00000292408,"10090.ENSMUSP00000005452,10090.ENSMUSP00000085122","7227.FBpp0082970,7227.FBpp0084248",fibroblast growth factor-activated receptor activity
3BAUV,"9606.ENSP00000318197,9606.ENSP00000326042,9606.ENSP00000382982","10090.ENSMUSP00000084713,10090.ENSMUSP00000085580","7227.FBpp0081062,7227.FBpp0081153,7227.FBpp0081565,7227.FBpp0082964",structural constituent of cytoskeleton
3BAWC,9606.ENSP00000418397,10090.ENSMUSP00000028807,7227.FBpp0076375,isovaleryl-CoA dehydrogenase activity
3BAWZ,9606.ENSP00000379836,10090.ENSMUSP00000065254,7227.FBpp0081847,"solute carrier family 30 (zinc transporter), member"
3BAXT,9606.ENSP00000469686,10090.ENSMUSP00000078966,7227.FBpp0078427,negative regulation of CAMKK-AMPK signaling cascade
3BAYQ,9606.ENSP00000429633,10090.ENSMUSP00000086034,7227.FBpp0089402,RNA polymerase II transcription regulator recruiting activity
3BB0F,9606.ENSP00000238628,10090.ENSMUSP00000061891,7227.FBpp0289501,intraflagellar transport
3BB15,9606.ENSP00000384792,"10090.ENSMUSP00000068516,10090.ENSMUSP00000103825",7227.FBpp0305221,Mitogen-activated protein kinase binding protein 1
3BB1A,9606.ENSP00000250244,10090.ENSMUSP00000003117,7227.FBpp0081592,endosome to melanosome transport
3BB1B,9606.ENSP00000470142,10090.ENSMUSP00000075089,7227.FBpp0073433,Regulator of nonsense transcripts
3BB21,"9606.ENSP00000320147,9606.ENSP00000404658","10090.ENSMUSP00000080419,10090.ENSMUSP00000102906",7227.FBpp0306192,response to tetrachloromethane
3BB25,9606.ENSP00000260247,10090.ENSMUSP00000067616,7227.FBpp0074607,Defective in cullin neddylation 1 domain containing
3BB2H,9606.ENSP00000379721,10090.ENSMUSP00000106046,7227.FBpp0083419,Belongs to the peptidase C19 family
3BB33,9606.ENSP00000356607,"10090.ENSMUSP00000088563,10090.ENSMUSP00000130581",7227.FBpp0086177,regulation of Ral protein signal transduction
3BB3B,9606.ENSP00000403925,10090.ENSMUSP00000067882,7227.FBpp0304278,developmental process involved in reproduction
3BB49,"9606.ENSP00000216259,9606.ENSP00000268261","10090.ENSMUSP00000023112,10090.ENSMUSP00000023396",7227.FBpp0075693,phosphomannomutase activity
3BB4Q,9606.ENSP00000478645,"10090.ENSMUSP00000027172,10090.ENSMUSP00000040062",7227.FBpp0077950,Islet cell autoantigen
3BB5H,9606.ENSP00000328835,10090.ENSMUSP00000105094,7227.FBpp0073822,DNA topoisomerase type I activity
3BB6A,9606.ENSP00000363642,10090.ENSMUSP00000032237,7227.FBpp0075034,U3 snoRNA binding
3BB6V,9606.ENSP00000221480,10090.ENSMUSP00000004686,7227.FBpp0300234,peroxisome fission
3BB7E,9606.ENSP00000426191,10090.ENSMUSP00000022136,7227.FBpp0082433,Cell cycle checkpoint protein
3BB7I,9606.ENSP00000450864,10090.ENSMUSP00000020755,7227.FBpp0082285,positive regulation of gluconeogenesis
3BB7K,9606.ENSP00000366395,10090.ENSMUSP00000114843,7227.FBpp0303146,E3 ubiquitin-protein ligase synoviolin
3BB82,9606.ENSP00000269967,10090.ENSMUSP00000002683,7227.FBpp0079232,Coiled-coil domain containing protein (DUF2052)
3BB8C,9606.ENSP00000222644,10090.ENSMUSP00000125880,"7227.FBpp0088886,7227.FBpp0290542",Belongs to the MAGUK family
3BB8K,9606.ENSP00000377801,10090.ENSMUSP00000048043,7227.FBpp0083546,chromatin organization
3BB94,9606.ENSP00000313885,10090.ENSMUSP00000091440,7227.FBpp0077122,
3BB95,9606.ENSP00000273064,10090.ENSMUSP00000084466,"7227.FBpp0074512,7227.FBpp0085232",positive regulation of nuclear receptor transcription coactivator activity
3BB9C,9606.ENSP00000478754,10090.ENSMUSP00000128421,7227.FBpp0079565,Belongs to the DEAD box helicase family
3BB9Y,9606.ENSP00000355428,10090.ENSMUSP00000112077,7227.FBpp0294031,negative regulation of protein tyrosine kinase activity
3BBA0,9606.ENSP00000233055,10090.ENSMUSP00000014691,7227.FBpp0293060,positive regulation of toll-like receptor 4 signaling pathway
3BBAZ,9606.ENSP00000353646,10090.ENSMUSP00000014927,"7227.FBpp0086135,7227.FBpp0088791,7227.FBpp0271844","Pleckstrin homology domain containing, family G (with RhoGef domain) member"
3BBBA,9606.ENSP00000303830,10090.ENSMUSP00000005671,"7227.FBpp0080716,7227.FBpp0082463,7227.FBpp0288669",insulin receptor substrate binding
3BBBJ,9606.ENSP00000386277,10090.ENSMUSP00000132688,7227.FBpp0112547,regulation of cyclin-dependent protein serine/threonine kinase activity
3BBC3,9606.ENSP00000313140,10090.ENSMUSP00000043049,7227.FBpp0081878,exodeoxyribonuclease I activity
3BBD1,9606.ENSP00000479964,10090.ENSMUSP00000110179,7227.FBpp0083082,"Solute carrier family 4 (anion exchanger), member 1, adaptor protein"
3BBD9,9606.ENSP00000281821,10090.ENSMUSP00000029964,7227.FBpp0088153,ephrin receptor activity
3BBDS,9606.ENSP00000346112,"10090.ENSMUSP00000028549,10090.ENSMUSP00000096690",7227.FBpp0072046,Solute carrier family 12
3BBE2,9606.ENSP00000357869,10090.ENSMUSP00000072134,7227.FBpp0072416,1-phosphatidylinositol 4-kinase activity
3BBEG,9606.ENSP00000452948,10090.ENSMUSP00000095949,"7227.FBpp0081509,7227.FBpp0082633","mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity"
3BBHE,9606.ENSP00000040738,10090.ENSMUSP00000058618,7227.FBpp0084622,biorientation of chromosomes in cell division
3BBHI,9606.ENSP00000323880,10090.ENSMUSP00000038351,7227.FBpp0088237,Forkhead box
3BBJ1,9606.ENSP00000262741,10090.ENSMUSP00000030464,7227.FBpp0303635,regulatory subunit
3BBJJ,9606.ENSP00000403042,10090.ENSMUSP00000066607,7227.FBpp0085459,regulation of nucleic acid-templated transcription
3BBKC,9606.ENSP00000377721,10090.ENSMUSP00000032768,7227.FBpp0082035,radial pattern formation
3BBM4,9606.ENSP00000372394,10090.ENSMUSP00000019439,7227.FBpp0078559,ubiquitin-like protein ligase activity
3BBMN,9606.ENSP00000281722,10090.ENSMUSP00000045511,7227.FBpp0083366,heterogeneous nuclear ribonucleoprotein
3BBMP,9606.ENSP00000279146,10090.ENSMUSP00000036279,7227.FBpp0073411,farnesylated protein binding
3BBNC,9606.ENSP00000269571,10090.ENSMUSP00000020329,7227.FBpp0071571,receptor
3BBND,9606.ENSP00000324510,"10090.ENSMUSP00000102058,10090.ENSMUSP00000138188","7227.FBpp0292144,7227.FBpp0305560",regulation of dense core granule exocytosis
3BBPA,9606.ENSP00000376258,10090.ENSMUSP00000031434,7227.FBpp0086919,negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis
3BBPR,9606.ENSP00000384330,10090.ENSMUSP00000099867,"7227.FBpp0072306,7227.FBpp0080452",Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
3BBPY,9606.ENSP00000417569,10090.ENSMUSP00000033289,7227.FBpp0073955,stromal interaction molecule
3BBQ5,9606.ENSP00000424544,10090.ENSMUSP00000126080,7227.FBpp0079233,protein N-linked glycosylation via asparagine
3BBR0,"9606.ENSP00000385751,9606.ENSP00000483424","10090.ENSMUSP00000027929,10090.ENSMUSP00000131684",7227.FBpp0290718,Map microtubule affinity-regulating kinase
3BBR8,"9606.ENSP00000263574,9606.ENSP00000284981",10090.ENSMUSP00000072428,7227.FBpp0298292,Amyloid beta (A4)
3BBT5,9606.ENSP00000274289,10090.ENSMUSP00000033154,7227.FBpp0074608,protein serine/threonine kinase activity
3BBTB,9606.ENSP00000296785,10090.ENSMUSP00000022164,7227.FBpp0079487,low-density lipoprotein particle receptor binding
3BBUC,9606.ENSP00000261700,"10090.ENSMUSP00000022341,10090.ENSMUSP00000136672",7227.FBpp0082916,"tRNA splicing, via endonucleolytic cleavage and ligation"
3BBVH,9606.ENSP00000262241,10090.ENSMUSP00000073004,7227.FBpp0292003,transcription corepressor activity
3BBVK,9606.ENSP00000265881,10090.ENSMUSP00000034524,7227.FBpp0083854,RNA exonuclease 2
3BBWT,9606.ENSP00000421985,10090.ENSMUSP00000049026,7227.FBpp0302831,folliculin interacting protein
