id_eggnog,id_string_HS,id_string_MM,id_string_DM,annotation
3BA72,9606.ENSP00000400252,10090.ENSMUSP00000065787,7227.FBpp0080100,outer dynein arm assembly
3BA81,"9606.ENSP00000346694,9606.ENSP00000350090",10090.ENSMUSP00000110103,"7227.FBpp0082318,7227.FBpp0084463",mRNA transport
3BA84,9606.ENSP00000440246,10090.ENSMUSP00000032856,7227.FBpp0082129,Malic enzyme
3BA8E,9606.ENSP00000377782,10090.ENSMUSP00000088678,7227.FBpp0099825,sequence-specific DNA binding
3BA9A,"9606.ENSP00000282869,9606.ENSP00000308578,9606.ENSP00000309330,9606.ENSP00000332595,9606.ENSP00000335042,9606.ENSP00000342002,9606.ENSP00000344828,9606.ENSP00000351391,9606.ENSP00000376110,9606.ENSP00000380999,9606.ENSP00000400852,9606.ENSP00000413660,9606.ENSP00000423820,9606.ENSP00000428878,9606.ENSP00000437616,9606.ENSP00000464976,9606.ENSP00000469958,9606.ENSP00000471000,9606.ENSP00000471754,9606.ENSP00000472969,9606.ENSP00000480218,9606.ENSP00000485448","10090.ENSMUSP00000012873,10090.ENSMUSP00000032802,10090.ENSMUSP00000044020,10090.ENSMUSP00000045684,10090.ENSMUSP00000047222,10090.ENSMUSP00000049650,10090.ENSMUSP00000065620,10090.ENSMUSP00000071695,10090.ENSMUSP00000074475,10090.ENSMUSP00000076700,10090.ENSMUSP00000081167,10090.ENSMUSP00000083459,10090.ENSMUSP00000086074,10090.ENSMUSP00000086191,10090.ENSMUSP00000096108,10090.ENSMUSP00000099083,10090.ENSMUSP00000100043,10090.ENSMUSP00000101359,10090.ENSMUSP00000101361,10090.ENSMUSP00000104820,10090.ENSMUSP00000105357,10090.ENSMUSP00000112546,10090.ENSMUSP00000124075,10090.ENSMUSP00000127760,10090.ENSMUSP00000133899","7227.FBpp0076707,7227.FBpp0076725",nucleic acid binding
3BAAJ,9606.ENSP00000247191,10090.ENSMUSP00000040416,7227.FBpp0290601,cell cycle
3BAAR,9606.ENSP00000261693,10090.ENSMUSP00000031377,7227.FBpp0072308,Belongs to the CD36 family
3BAAV,"9606.ENSP00000366641,9606.ENSP00000445929",10090.ENSMUSP00000032476,7227.FBpp0305687,hexose transmembrane transporter activity
3BAB7,9606.ENSP00000446215,10090.ENSMUSP00000031383,7227.FBpp0075369,snRNA import into nucleus
3BAEQ,9606.ENSP00000291295,"10090.ENSMUSP00000019514,10090.ENSMUSP00000048857,10090.ENSMUSP00000105709","7227.FBpp0077183,7227.FBpp0077184,7227.FBpp0084276,7227.FBpp0087929,7227.FBpp0087930",calcium ion binding
3BAFZ,"9606.ENSP00000364000,9606.ENSP00000379866",10090.ENSMUSP00000023123,7227.FBpp0305720,collagen
3BAHV,9606.ENSP00000326699,10090.ENSMUSP00000105457,7227.FBpp0074074,unfolded protein binding
3BARG,9606.ENSP00000367755,10090.ENSMUSP00000092811,7227.FBpp0080901,calmodulin-lysine N-methyltransferase activity
3BARS,9606.ENSP00000480186,10090.ENSMUSP00000099986,7227.FBpp0072658,DNA polymerase delta
3BARU,9606.ENSP00000216039,10090.ENSMUSP00000048415,7227.FBpp0070860,thiol-dependent ubiquitin-specific protease activity
3BAT7,9606.ENSP00000307863,10090.ENSMUSP00000005041,7227.FBpp0071961,pre-mRNA 3'-splice site binding
3BAUV,"9606.ENSP00000318197,9606.ENSP00000326042,9606.ENSP00000382982","10090.ENSMUSP00000084713,10090.ENSMUSP00000085580","7227.FBpp0081062,7227.FBpp0081565,7227.FBpp0082964",structural constituent of cytoskeleton
3BAXN,9606.ENSP00000255977,10090.ENSMUSP00000031985,"7227.FBpp0073752,7227.FBpp0073753,7227.FBpp0074856",protein modification by small protein conjugation
3BB2J,9606.ENSP00000319052,10090.ENSMUSP00000100020,7227.FBpp0080611,heterotrimeric G-protein binding
3BB3B,9606.ENSP00000403925,10090.ENSMUSP00000067882,7227.FBpp0304278,developmental process involved in reproduction
3BBAZ,"9606.ENSP00000283426,9606.ENSP00000353646",10090.ENSMUSP00000014927,"7227.FBpp0086135,7227.FBpp0088791","Pleckstrin homology domain containing, family G (with RhoGef domain) member"
3BBB4,9606.ENSP00000376443,"10090.ENSMUSP00000030010,10090.ENSMUSP00000045285,10090.ENSMUSP00000047927","7227.FBpp0074959,7227.FBpp0110124,7227.FBpp0304586","ATPase activity, coupled to transmembrane movement of substances"
3BBB9,9606.ENSP00000296343,10090.ENSMUSP00000087114,7227.FBpp0304117,negative regulation of autophagosome maturation
3BBJ6,9606.ENSP00000368305,10090.ENSMUSP00000105769,"7227.FBpp0074813,7227.FBpp0082033",starch binding. It is involved in the biological process described with lipid metabolic process
3BBKC,9606.ENSP00000377721,10090.ENSMUSP00000032768,7227.FBpp0082035,radial pattern formation
3BBKV,9606.ENSP00000310978,10090.ENSMUSP00000132190,7227.FBpp0075543,ethanolamine-phosphate phospho-lyase activity
3BBND,9606.ENSP00000324510,"10090.ENSMUSP00000102058,10090.ENSMUSP00000138188",7227.FBpp0305560,regulation of dense core granule exocytosis
3BBPR,"9606.ENSP00000226207,9606.ENSP00000384330",10090.ENSMUSP00000099867,7227.FBpp0080452,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
3BBUC,9606.ENSP00000261700,"10090.ENSMUSP00000022341,10090.ENSMUSP00000136672",7227.FBpp0082916,"tRNA splicing, via endonucleolytic cleavage and ligation"
3BBUH,9606.ENSP00000360664,10090.ENSMUSP00000099803,7227.FBpp0077736,embryo development ending in birth or egg hatching
3BBYS,9606.ENSP00000387361,10090.ENSMUSP00000066808,7227.FBpp0080237,strawberry notch homolog
3BC6X,"9606.ENSP00000242592,9606.ENSP00000357873",10090.ENSMUSP00000015829,7227.FBpp0082092,"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor"
3BC6Y,9606.ENSP00000367323,10090.ENSMUSP00000125058,7227.FBpp0300312,Voltage-gated potassium channel subunit
3BCAM,"9606.ENSP00000268793,9606.ENSP00000376807",10090.ENSMUSP00000034371,7227.FBpp0111628,dipeptidase activity
3BCCI,9606.ENSP00000292246,10090.ENSMUSP00000045214,7227.FBpp0080263,intracellular chloride channel activity
3BCFM,9606.ENSP00000410811,"10090.ENSMUSP00000024869,10090.ENSMUSP00000126340",7227.FBpp0083918,microtubule-severing ATPase activity
3BCKV,9606.ENSP00000446242,10090.ENSMUSP00000026899,"7227.FBpp0083299,7227.FBpp0087946,7227.FBpp0306183",oxaloacetate(2-) transmembrane transport
3BCPB,9606.ENSP00000309741,10090.ENSMUSP00000026897,7227.FBpp0079423,"Solute carrier organic anion transporter family, member"
3BCPV,9606.ENSP00000361540,10090.ENSMUSP00000006565,7227.FBpp0080391,Cell division cycle
3BCVR,9606.ENSP00000240185,10090.ENSMUSP00000081142,"7227.FBpp0075370,7227.FBpp0088568",nuclear inner membrane organization
3BCX4,9606.ENSP00000318429,10090.ENSMUSP00000042772,7227.FBpp0083775,outer dynein arm assembly
3BCYK,9606.ENSP00000477602,10090.ENSMUSP00000006557,7227.FBpp0081313,"Catalyzes the first and rate-limiting reaction of the four that constitute the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process, allows the addition of 2 carbons to the chain of long- and very long-chain fatty acids VLCFAs per cycle. Condensing enzyme"
3BCZE,9606.ENSP00000359531,10090.ENSMUSP00000029938,7227.FBpp0305673,factor iib
3BD0W,9606.ENSP00000366488,10090.ENSMUSP00000005606,7227.FBpp0085090,camp-dependent protein kinase catalytic subunit
3BD14,9606.ENSP00000311121,10090.ENSMUSP00000042590,"7227.FBpp0072257,7227.FBpp0083336","The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH"
3BD4S,9606.ENSP00000264775,10090.ENSMUSP00000016144,"7227.FBpp0078157,7227.FBpp0087635",Lipid phosphate phosphohydrolase
3BD60,9606.ENSP00000358575,10090.ENSMUSP00000103771,7227.FBpp0085543,cilium movement
3BD78,9606.ENSP00000307674,10090.ENSMUSP00000090032,7227.FBpp0081866,nucleotidase 1
3BD7U,9606.ENSP00000356263,10090.ENSMUSP00000093581,"7227.FBpp0071713,7227.FBpp0071716,7227.FBpp0080294",UPF0364 protein C6orf211 homolog
3BDAR,9606.ENSP00000219240,10090.ENSMUSP00000070303,7227.FBpp0289671,dihydroorotate dehydrogenase activity
3BDDZ,9606.ENSP00000387318,10090.ENSMUSP00000063248,7227.FBpp0082374,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
3BDFJ,9606.ENSP00000429089,"10090.ENSMUSP00000029866,10090.ENSMUSP00000103658",7227.FBpp0294012,cell cycle G1/S phase transition
3BDGN,9606.ENSP00000360183,10090.ENSMUSP00000085218,7227.FBpp0077022,Belongs to the syntaxin family
3BDJX,9606.ENSP00000317842,"10090.ENSMUSP00000034172,10090.ENSMUSP00000121729",7227.FBpp0078010,carboxylic ester hydrolase activity
3BDKM,9606.ENSP00000349961,10090.ENSMUSP00000047872,7227.FBpp0080489,chromosome condensation
3BDNH,9606.ENSP00000257787,10090.ENSMUSP00000081322,7227.FBpp0076560,Akirin 2
3BDQF,9606.ENSP00000341289,"10090.ENSMUSP00000042342,10090.ENSMUSP00000136922","7227.FBpp0076678,7227.FBpp0081524",structural constituent of cytoskeleton
3BDSC,9606.ENSP00000302530,10090.ENSMUSP00000028858,7227.FBpp0085368,"meiotic sister chromatid cohesion, centromeric"
3BE1I,9606.ENSP00000479494,10090.ENSMUSP00000133204,7227.FBpp0075833,PCI domain-containing protein 2
3BE7K,9606.ENSP00000433757,10090.ENSMUSP00000056378,"7227.FBpp0082652,7227.FBpp0084076,7227.FBpp0111383",positive regulation of catalytic activity in other organism involved in symbiotic interaction
3BEAF,9606.ENSP00000315006,10090.ENSMUSP00000022036,7227.FBpp0289410,nucleoside:sodium symporter activity
3BEIJ,9606.ENSP00000358478,10090.ENSMUSP00000076208,7227.FBpp0081255,transcription termination factor
3BEQ1,9606.ENSP00000289119,10090.ENSMUSP00000002549,7227.FBpp0087661,abhydrolase domain-containing protein
3BEV2,9606.ENSP00000354610,10090.ENSMUSP00000070368,7227.FBpp0086155,alpha-amylase
3BF2I,9606.ENSP00000435619,10090.ENSMUSP00000125300,7227.FBpp0271847,element 4 homolog A
3BF5U,9606.ENSP00000381476,10090.ENSMUSP00000093914,7227.FBpp0111746,serine-type endopeptidase activity
3BF67,9606.ENSP00000418529,10090.ENSMUSP00000086542,7227.FBpp0289272,negative regulation of protein localization to centrosome
3BFJ9,9606.ENSP00000339449,10090.ENSMUSP00000021287,7227.FBpp0076646,"WD domain, G-beta repeat"
3BFQK,9606.ENSP00000370803,10090.ENSMUSP00000102167,7227.FBpp0077044,ciliary basal body organization
3BFW5,9606.ENSP00000420617,10090.ENSMUSP00000101341,7227.FBpp0083791,mitochondrial fusion
3BG0A,9606.ENSP00000396441,10090.ENSMUSP00000132699,7227.FBpp0085137,G patch domain-containing protein
3BG2V,9606.ENSP00000310668,10090.ENSMUSP00000105174,7227.FBpp0073659,Nuclear Pore complex Protein
3BG3K,9606.ENSP00000289388,10090.ENSMUSP00000095303,7227.FBpp0303714,Ciliogenesis associated TTC17 interacting protein
3BG4D,9606.ENSP00000280605,"10090.ENSMUSP00000002025,10090.ENSMUSP00000022529",7227.FBpp0074898,Transketolase
3BGG5,9606.ENSP00000318085,10090.ENSMUSP00000034629,7227.FBpp0070111,regulation of transcription involved in G1/S transition of mitotic cell cycle
3BGT7,"9606.ENSP00000280706,9606.ENSP00000302393","10090.ENSMUSP00000032373,10090.ENSMUSP00000103267","7227.FBpp0297097,7227.FBpp0304375",belongs to the LDH MDH superfamily
3BGUR,9606.ENSP00000368458,10090.ENSMUSP00000028817,7227.FBpp0085619,DNA polymerase processivity factor activity
3BH2J,9606.ENSP00000307241,10090.ENSMUSP00000022268,7227.FBpp0084735,pyruvate dehydrogenase (acetyl-transferring) activity
3BH42,9606.ENSP00000262577,10090.ENSMUSP00000098106,7227.FBpp0076380,Zinc finger CCCH domain-containing protein
3BH44,9606.ENSP00000378699,10090.ENSMUSP00000020099,7227.FBpp0079641,RNA polymerase II CTD heptapeptide repeat kinase activity
3BH8H,9606.ENSP00000341597,10090.ENSMUSP00000104478,7227.FBpp0082626,Protein of unknown function (DUF719)
3BHJV,9606.ENSP00000403293,10090.ENSMUSP00000054125,7227.FBpp0078970,F-box only protein 43
3BHM7,9606.ENSP00000296509,10090.ENSMUSP00000098897,7227.FBpp0076819,mitotic spindle assembly checkpoint
3BHS2,9606.ENSP00000293845,10090.ENSMUSP00000114381,7227.FBpp0080766,Coiled-coil domain-containing protein
3BHSR,9606.ENSP00000425786,10090.ENSMUSP00000079208,"7227.FBpp0078752,7227.FBpp0082200",Domain of unknown function (DUF4464)
3BI5Q,9606.ENSP00000300128,10090.ENSMUSP00000045988,7227.FBpp0074150,NEMP family
3BIFS,9606.ENSP00000265748,10090.ENSMUSP00000045873,7227.FBpp0087986,septin ring organization
3BINB,9606.ENSP00000292476,10090.ENSMUSP00000069243,7227.FBpp0077676,Cleavage and polyadenylation
3BJ09,9606.ENSP00000336750,10090.ENSMUSP00000067337,7227.FBpp0074239,histone H3 acetylation
3BJFY,9606.ENSP00000209873,10090.ENSMUSP00000044604,7227.FBpp0290898,nuclear transport
3BJWB,9606.ENSP00000246535,10090.ENSMUSP00000002710,7227.FBpp0082103,cell cycle
3BPSW,9606.ENSP00000355480,10090.ENSMUSP00000027775,7227.FBpp0071498,calcium ion binding
3BRBE,9606.ENSP00000306362,10090.ENSMUSP00000038781,7227.FBpp0085195,post-chaperonin tubulin folding pathway
3BRFU,9606.ENSP00000412894,10090.ENSMUSP00000023924,7227.FBpp0084928,tRNA 5'-leader removal
3BSNY,9606.ENSP00000364976,10090.ENSMUSP00000075250,7227.FBpp0293882,cyclin-dependent protein serine/threonine kinase activator activity
3BT8J,9606.ENSP00000238618,10090.ENSMUSP00000008966,7227.FBpp0290228,"Acylphosphatase 1, erythrocyte (common) type"
3BTCU,9606.ENSP00000297258,10090.ENSMUSP00000029046,7227.FBpp0099728,regulation of retrograde trans-synaptic signaling by endocanabinoid
3BUE8,9606.ENSP00000301633,10090.ENSMUSP00000079124,7227.FBpp0082849,inhibition of cysteine-type endopeptidase activity involved in apoptotic process
