id_eggnog,id_string_HS,id_string_MM,id_string_DM,annotation
3BA9A,"9606.ENSP00000308578,9606.ENSP00000309330,9606.ENSP00000332595,9606.ENSP00000335042,9606.ENSP00000342002,9606.ENSP00000344828,9606.ENSP00000376110,9606.ENSP00000380999,9606.ENSP00000413660,9606.ENSP00000437616,9606.ENSP00000469958,9606.ENSP00000471754,9606.ENSP00000472969,9606.ENSP00000480218,9606.ENSP00000485448","10090.ENSMUSP00000012873,10090.ENSMUSP00000032802,10090.ENSMUSP00000044020,10090.ENSMUSP00000045684,10090.ENSMUSP00000047222,10090.ENSMUSP00000049650,10090.ENSMUSP00000065620,10090.ENSMUSP00000071695,10090.ENSMUSP00000074475,10090.ENSMUSP00000076700,10090.ENSMUSP00000081167,10090.ENSMUSP00000083459,10090.ENSMUSP00000086074,10090.ENSMUSP00000086191,10090.ENSMUSP00000096108,10090.ENSMUSP00000099083,10090.ENSMUSP00000100043,10090.ENSMUSP00000101359,10090.ENSMUSP00000101361,10090.ENSMUSP00000104820,10090.ENSMUSP00000105357,10090.ENSMUSP00000112546,10090.ENSMUSP00000124075,10090.ENSMUSP00000127760,10090.ENSMUSP00000133899",7227.FBpp0076707,nucleic acid binding
3BAAJ,9606.ENSP00000247191,10090.ENSMUSP00000040416,7227.FBpp0290601,cell cycle
3BAAR,9606.ENSP00000261693,10090.ENSMUSP00000031377,7227.FBpp0072308,Belongs to the CD36 family
3BAAV,"9606.ENSP00000366641,9606.ENSP00000445929",10090.ENSMUSP00000032476,7227.FBpp0305687,hexose transmembrane transporter activity
3BAFZ,"9606.ENSP00000364000,9606.ENSP00000379866",10090.ENSMUSP00000023123,7227.FBpp0305720,collagen
3BAHV,9606.ENSP00000326699,10090.ENSMUSP00000105457,7227.FBpp0074074,unfolded protein binding
3BARG,9606.ENSP00000367755,10090.ENSMUSP00000092811,7227.FBpp0080901,calmodulin-lysine N-methyltransferase activity
3BARS,9606.ENSP00000480186,10090.ENSMUSP00000099986,7227.FBpp0072658,DNA polymerase delta
3BARU,9606.ENSP00000216039,10090.ENSMUSP00000048415,7227.FBpp0070860,thiol-dependent ubiquitin-specific protease activity
3BAT7,9606.ENSP00000307863,10090.ENSMUSP00000005041,7227.FBpp0071961,pre-mRNA 3'-splice site binding
3BAUV,"9606.ENSP00000318197,9606.ENSP00000326042,9606.ENSP00000382982","10090.ENSMUSP00000084713,10090.ENSMUSP00000085580","7227.FBpp0081062,7227.FBpp0081565,7227.FBpp0082964",structural constituent of cytoskeleton
3BB3B,9606.ENSP00000403925,10090.ENSMUSP00000067882,7227.FBpp0304278,developmental process involved in reproduction
3BBAZ,9606.ENSP00000353646,10090.ENSMUSP00000014927,"7227.FBpp0086135,7227.FBpp0088791","Pleckstrin homology domain containing, family G (with RhoGef domain) member"
3BBKC,9606.ENSP00000377721,10090.ENSMUSP00000032768,7227.FBpp0082035,radial pattern formation
3BBND,9606.ENSP00000324510,"10090.ENSMUSP00000102058,10090.ENSMUSP00000138188",7227.FBpp0305560,regulation of dense core granule exocytosis
3BBPR,9606.ENSP00000384330,10090.ENSMUSP00000099867,7227.FBpp0080452,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
3BBUC,9606.ENSP00000261700,"10090.ENSMUSP00000022341,10090.ENSMUSP00000136672",7227.FBpp0082916,"tRNA splicing, via endonucleolytic cleavage and ligation"
3BBYS,9606.ENSP00000387361,10090.ENSMUSP00000066808,7227.FBpp0080237,strawberry notch homolog
3BCAM,9606.ENSP00000376807,10090.ENSMUSP00000034371,7227.FBpp0111628,dipeptidase activity
3BCFM,9606.ENSP00000410811,"10090.ENSMUSP00000024869,10090.ENSMUSP00000126340",7227.FBpp0083918,microtubule-severing ATPase activity
3BCVR,9606.ENSP00000240185,10090.ENSMUSP00000081142,7227.FBpp0075370,nuclear inner membrane organization
3BCX4,9606.ENSP00000318429,10090.ENSMUSP00000042772,7227.FBpp0083775,outer dynein arm assembly
3BCYK,9606.ENSP00000477602,10090.ENSMUSP00000006557,7227.FBpp0081313,"Catalyzes the first and rate-limiting reaction of the four that constitute the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process, allows the addition of 2 carbons to the chain of long- and very long-chain fatty acids VLCFAs per cycle. Condensing enzyme"
3BCZE,9606.ENSP00000359531,10090.ENSMUSP00000029938,7227.FBpp0305673,factor iib
3BD14,9606.ENSP00000311121,10090.ENSMUSP00000042590,"7227.FBpp0072257,7227.FBpp0083336","The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH"
3BD4S,9606.ENSP00000264775,10090.ENSMUSP00000016144,"7227.FBpp0078157,7227.FBpp0087635",Lipid phosphate phosphohydrolase
3BD60,9606.ENSP00000358575,10090.ENSMUSP00000103771,7227.FBpp0085543,cilium movement
3BD7U,9606.ENSP00000356263,10090.ENSMUSP00000093581,"7227.FBpp0071713,7227.FBpp0071716,7227.FBpp0080294",UPF0364 protein C6orf211 homolog
3BDAR,9606.ENSP00000219240,10090.ENSMUSP00000070303,7227.FBpp0289671,dihydroorotate dehydrogenase activity
3BDFJ,9606.ENSP00000429089,"10090.ENSMUSP00000029866,10090.ENSMUSP00000103658",7227.FBpp0294012,cell cycle G1/S phase transition
3BDGN,9606.ENSP00000360183,10090.ENSMUSP00000085218,7227.FBpp0077022,Belongs to the syntaxin family
3BDSC,9606.ENSP00000302530,10090.ENSMUSP00000028858,7227.FBpp0085368,"meiotic sister chromatid cohesion, centromeric"
3BEAF,9606.ENSP00000315006,10090.ENSMUSP00000022036,7227.FBpp0289410,nucleoside:sodium symporter activity
3BF2I,9606.ENSP00000435619,10090.ENSMUSP00000125300,7227.FBpp0271847,element 4 homolog A
3BF5U,9606.ENSP00000381476,10090.ENSMUSP00000093914,7227.FBpp0111746,serine-type endopeptidase activity
3BFJ9,9606.ENSP00000339449,10090.ENSMUSP00000021287,7227.FBpp0076646,"WD domain, G-beta repeat"
3BFQK,9606.ENSP00000370803,10090.ENSMUSP00000102167,7227.FBpp0077044,ciliary basal body organization
3BFW5,9606.ENSP00000420617,10090.ENSMUSP00000101341,7227.FBpp0083791,mitochondrial fusion
3BG4D,9606.ENSP00000280605,"10090.ENSMUSP00000002025,10090.ENSMUSP00000022529",7227.FBpp0074898,Transketolase
3BGT7,"9606.ENSP00000280706,9606.ENSP00000302393","10090.ENSMUSP00000032373,10090.ENSMUSP00000103267","7227.FBpp0297097,7227.FBpp0304375",belongs to the LDH MDH superfamily
3BH42,9606.ENSP00000262577,10090.ENSMUSP00000098106,7227.FBpp0076380,Zinc finger CCCH domain-containing protein
3BH8H,9606.ENSP00000341597,10090.ENSMUSP00000104478,7227.FBpp0082626,Protein of unknown function (DUF719)
3BHJV,9606.ENSP00000403293,10090.ENSMUSP00000054125,7227.FBpp0078970,F-box only protein 43
3BHM7,9606.ENSP00000296509,10090.ENSMUSP00000098897,7227.FBpp0076819,mitotic spindle assembly checkpoint
3BHS2,9606.ENSP00000293845,10090.ENSMUSP00000114381,7227.FBpp0080766,Coiled-coil domain-containing protein
3BI5Q,9606.ENSP00000300128,10090.ENSMUSP00000045988,7227.FBpp0074150,NEMP family
3BIFS,9606.ENSP00000265748,10090.ENSMUSP00000045873,7227.FBpp0087986,septin ring organization
3BJ09,9606.ENSP00000336750,10090.ENSMUSP00000067337,7227.FBpp0074239,histone H3 acetylation
3BJFY,9606.ENSP00000209873,10090.ENSMUSP00000044604,7227.FBpp0290898,nuclear transport
3BRBE,9606.ENSP00000306362,10090.ENSMUSP00000038781,7227.FBpp0085195,post-chaperonin tubulin folding pathway
3BRFU,9606.ENSP00000412894,10090.ENSMUSP00000023924,7227.FBpp0084928,tRNA 5'-leader removal
3BSNY,9606.ENSP00000364976,10090.ENSMUSP00000075250,7227.FBpp0293882,cyclin-dependent protein serine/threonine kinase activator activity
3BT8J,9606.ENSP00000238618,10090.ENSMUSP00000008966,7227.FBpp0290228,"Acylphosphatase 1, erythrocyte (common) type"
3BUE8,9606.ENSP00000301633,10090.ENSMUSP00000079124,7227.FBpp0082849,inhibition of cysteine-type endopeptidase activity involved in apoptotic process
