id_eggnog,id_string_HS,id_string_MM,id_string_DM,annotation
3B99P,9606.ENSP00000295050,10090.ENSMUSP00000034467,7227.FBpp0073890,K63-linked polyubiquitin modification-dependent protein binding
3B9A2,9606.ENSP00000217446,10090.ENSMUSP00000076816,7227.FBpp0079294,attachment of GPI anchor to protein
3B9A9,9606.ENSP00000265107,10090.ENSMUSP00000037340,7227.FBpp0072033,enzyme binding
3B9AB,9606.ENSP00000351669,10090.ENSMUSP00000038671,7227.FBpp0078757,"glycoprotein endo-alpha-1,2-mannosidase activity"
3B9AE,9606.ENSP00000336655,10090.ENSMUSP00000099361,7227.FBpp0110403,Ste20-related kinase
3B9BN,9606.ENSP00000283646,10090.ENSMUSP00000064158,7227.FBpp0296955,ribose-5-phosphate isomerase activity
3B9BT,9606.ENSP00000345719,10090.ENSMUSP00000028199,7227.FBpp0070658,chaperone cofactor-dependent protein refolding
3B9C0,9606.ENSP00000384651,10090.ENSMUSP00000099468,7227.FBpp0111901,phosphatidylinositol 5-phosphate metabolic process
3B9CE,9606.ENSP00000402346,10090.ENSMUSP00000038368,7227.FBpp0085155,"The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins"
3B9CQ,9606.ENSP00000258418,10090.ENSMUSP00000022553,7227.FBpp0075117,positive regulation of peptidyl-threonine phosphorylation
3B9CS,9606.ENSP00000324741,10090.ENSMUSP00000046898,,Domain of unknown function (DUF4707)
3B9DG,9606.ENSP00000387365,10090.ENSMUSP00000001836,7227.FBpp0087323,H4K20me3 modified histone binding
3B9DU,9606.ENSP00000281382,10090.ENSMUSP00000024957,7227.FBpp0074714,GPI anchor biosynthetic process
3B9DX,9606.ENSP00000361982,10090.ENSMUSP00000041848,7227.FBpp0085330,tRNA pseudouridine synthase 2
3B9E2,9606.ENSP00000321711,10090.ENSMUSP00000113503,7227.FBpp0083989,"RNA phosphodiester bond hydrolysis, exonucleolytic"
3B9EA,9606.ENSP00000357909,10090.ENSMUSP00000057494,"7227.FBpp0075784,7227.FBpp0086050,7227.FBpp0086237,7227.FBpp0288448,7227.FBpp0292880",semaphorin receptor binding
3B9EB,9606.ENSP00000401277,10090.ENSMUSP00000099038,7227.FBpp0303688,E3 ubiquitin-protein ligase Hakai
3B9F9,9606.ENSP00000329558,10090.ENSMUSP00000053440,,adenyl-nucleotide exchange factor activity
3B9FI,9606.ENSP00000467423,"10090.ENSMUSP00000049112,10090.ENSMUSP00000092849",7227.FBpp0084078,regulation of mRNA processing
3B9FN,9606.ENSP00000006526,10090.ENSMUSP00000116608,,WD40 repeats
3B9G2,9606.ENSP00000263955,10090.ENSMUSP00000027263,7227.FBpp0073356,positive regulation of fibroblast apoptotic process
3B9GI,9606.ENSP00000261600,10090.ENSMUSP00000025137,7227.FBpp0078316,Tho complex
3B9GR,9606.ENSP00000274979,10090.ENSMUSP00000046884,7227.FBpp0291654,intracellular chloride channel activity
3B9GT,9606.ENSP00000364519,10090.ENSMUSP00000127952,7227.FBpp0086853,negative regulation of fat cell proliferation
3B9H1,9606.ENSP00000411471,10090.ENSMUSP00000003319,7227.FBpp0074708,ATPase activity
3B9HN,9606.ENSP00000404381,10090.ENSMUSP00000087641,"7227.FBpp0082332,7227.FBpp0085515",chaperone cofactor-dependent protein refolding
3B9HR,"9606.ENSP00000303634,9606.ENSP00000367888",10090.ENSMUSP00000034713,"7227.FBpp0073931,7227.FBpp0086821,7227.FBpp0112298,7227.FBpp0291363,7227.FBpp0303798,7227.FBpp0305397",lipoprotein receptor-related protein
3B9HV,9606.ENSP00000339109,10090.ENSMUSP00000014499,7227.FBpp0073893,protein modification by small protein conjugation
3B9HX,9606.ENSP00000419751,10090.ENSMUSP00000029131,"7227.FBpp0073423,7227.FBpp0074110,7227.FBpp0074393,7227.FBpp0297938",glutathione hydrolase activity
3B9I0,"9606.ENSP00000200557,9606.ENSP00000357668,9606.ENSP00000419446","10090.ENSMUSP00000011400,10090.ENSMUSP00000055000,10090.ENSMUSP00000069466",7227.FBpp0290713,Disintegrin and metalloproteinase domain-containing protein
3B9I5,"9606.ENSP00000346534,9606.ENSP00000386306","10090.ENSMUSP00000028377,10090.ENSMUSP00000080842","7227.FBpp0292707,7227.FBpp0300662",voltage-gated sodium channel activity
3B9IE,9606.ENSP00000361302,10090.ENSMUSP00000038722,7227.FBpp0075877,dolichyl-phosphate-mannose-protein mannosyltransferase activity
3B9IF,9606.ENSP00000410186,10090.ENSMUSP00000134177,,Adenylate kinase
3B9IT,9606.ENSP00000353824,10090.ENSMUSP00000044603,,positive regulation of cardioblast proliferation
3B9J2,9606.ENSP00000229795,10090.ENSMUSP00000086204,"7227.FBpp0080111,7227.FBpp0083966",MAP kinase activity
3B9J3,9606.ENSP00000355902,10090.ENSMUSP00000065009,,negative regulation of phosphatase activity
3B9JC,9606.ENSP00000297579,10090.ENSMUSP00000022909,7227.FBpp0075302,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
3B9JD,9606.ENSP00000370517,"10090.ENSMUSP00000059801,10090.ENSMUSP00000117030",7227.FBpp0087506,"Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis"
3B9KN,9606.ENSP00000352282,10090.ENSMUSP00000068046,,"Galactose oxidase, central domain"
3B9MD,9606.ENSP00000265465,10090.ENSMUSP00000025752,7227.FBpp0113035,May play an essential role at the early stage of chromosomal DNA replication by coupling the polymerase alpha primase complex to the cellular replication machinery
3B9MH,9606.ENSP00000258654,10090.ENSMUSP00000045016,7227.FBpp0077262,oligomeric golgi complex
3B9MN,9606.ENSP00000372193,10090.ENSMUSP00000035964,7227.FBpp0086939,voltage-gated chloride channel activity
3B9N9,"9606.ENSP00000245407,9606.ENSP00000361666","10090.ENSMUSP00000019044,10090.ENSMUSP00000075814","7227.FBpp0076737,7227.FBpp0080925,7227.FBpp0083982,7227.FBpp0083983,7227.FBpp0113136,7227.FBpp0296957,7227.FBpp0305355",organic anion transmembrane transporter activity
3B9NC,9606.ENSP00000304697,10090.ENSMUSP00000019649,"7227.FBpp0070894,7227.FBpp0073035,7227.FBpp0305700",protein tag
3B9NE,9606.ENSP00000283875,10090.ENSMUSP00000023525,7227.FBpp0075839,transcription initiation from RNA polymerase II promoter
3B9NV,9606.ENSP00000363260,10090.ENSMUSP00000050647,7227.FBpp0086200,Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis
3B9NX,9606.ENSP00000285873,10090.ENSMUSP00000036603,,U4atac snRNA binding
3B9PH,9606.ENSP00000355812,10090.ENSMUSP00000024636,,FGFR1 oncogene partner
3B9PT,9606.ENSP00000264020,10090.ENSMUSP00000002099,,Intraflagellar transport protein 46
3B9QP,9606.ENSP00000251241,10090.ENSMUSP00000018569,,DEAH (Asp-Glu-Ala-His) box polypeptide 40
3B9QU,9606.ENSP00000396301,10090.ENSMUSP00000007042,7227.FBpp0081475,protein localization to kinetochore
3B9R4,9606.ENSP00000313811,"10090.ENSMUSP00000099913,10090.ENSMUSP00000113265",7227.FBpp0086664,protein K48-linked deubiquitination
3B9RD,9606.ENSP00000376272,10090.ENSMUSP00000023598,7227.FBpp0074246,positive regulation of DNA-directed DNA polymerase activity
3B9RH,9606.ENSP00000359216,10090.ENSMUSP00000029780,7227.FBpp0297632,regulation of secretory granule organization
3B9RT,9606.ENSP00000337701,10090.ENSMUSP00000127149,"7227.FBpp0073778,7227.FBpp0289427",diolein transacylation activity
3B9S5,9606.ENSP00000359361,10090.ENSMUSP00000108994,7227.FBpp0112117,Belongs to the DEAD box helicase family
3B9S9,9606.ENSP00000376534,10090.ENSMUSP00000129803,7227.FBpp0111979,DNA binding
3B9SB,9606.ENSP00000353868,10090.ENSMUSP00000087009,,GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p
3B9SK,9606.ENSP00000272438,10090.ENSMUSP00000014892,7227.FBpp0071947,testis expressed 261
3B9T2,9606.ENSP00000317903,"10090.ENSMUSP00000043103,10090.ENSMUSP00000128659",7227.FBpp0305410,nucleic acid binding
3B9T7,9606.ENSP00000381167,10090.ENSMUSP00000116679,7227.FBpp0271926,cytoplasmic dynein 2 heavy chain
3B9TB,9606.ENSP00000360777,10090.ENSMUSP00000119485,7227.FBpp0075739,72 kDa inositol polyphosphate
3B9U1,9606.ENSP00000313601,10090.ENSMUSP00000046449,7227.FBpp0297275,coiled-coil and C2
3B9U2,"9606.ENSP00000280612,9606.ENSP00000455064","10090.ENSMUSP00000000984,10090.ENSMUSP00000041557","7227.FBpp0073761,7227.FBpp0075379,7227.FBpp0084502,7227.FBpp0085146,7227.FBpp0088925",L-alpha-amino acid transmembrane transport
3B9UG,9606.ENSP00000324804,10090.ENSMUSP00000034560,7227.FBpp0297239,meiotic spindle elongation
3B9UM,9606.ENSP00000296543,10090.ENSMUSP00000022597,7227.FBpp0074480,N-terminal peptidyl-methionine acetylation
3B9VC,9606.ENSP00000380692,10090.ENSMUSP00000047308,,histone demethylase activity (H4-K20 specific)
3B9VD,9606.ENSP00000343629,10090.ENSMUSP00000025253,7227.FBpp0071395,Proline-rich coiled-coil
3B9VH,9606.ENSP00000338624,10090.ENSMUSP00000039546,7227.FBpp0305777,threonine aspartase 1
3B9VV,9606.ENSP00000360672,10090.ENSMUSP00000090886,7227.FBpp0074229,establishment or maintenance of cell polarity
3B9VX,9606.ENSP00000266014,"10090.ENSMUSP00000020485,10090.ENSMUSP00000022476",,polysaccharide biosynthetic process
3B9VZ,9606.ENSP00000265594,10090.ENSMUSP00000029259,7227.FBpp0300203,methylcrotonoyl-CoA carboxylase activity
3B9WE,9606.ENSP00000267064,10090.ENSMUSP00000100868,7227.FBpp0082692,"SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member"
3B9WU,9606.ENSP00000366098,"10090.ENSMUSP00000025811,10090.ENSMUSP00000032809",7227.FBpp0084411,ER to Golgi vesicle-mediated transport
3B9WW,9606.ENSP00000297293,10090.ENSMUSP00000048238,,myosin VI binding
3B9WZ,9606.ENSP00000315137,"10090.ENSMUSP00000021450,10090.ENSMUSP00000036656",,dihydrosphingosine-1-phosphate phosphatase activity
3B9X7,9606.ENSP00000371607,10090.ENSMUSP00000069840,7227.FBpp0085393,Mitochondrial intermediate peptidase
3B9XB,9606.ENSP00000347046,10090.ENSMUSP00000086485,"7227.FBpp0111456,7227.FBpp0289559","3',5'-cyclic-GMP phosphodiesterase activity"
3B9XC,9606.ENSP00000257829,10090.ENSMUSP00000028608,7227.FBpp0071217,RNA acetylation
3B9XE,9606.ENSP00000336721,"10090.ENSMUSP00000096721,10090.ENSMUSP00000136673",7227.FBpp0290398,La ribonucleoprotein domain family member
3B9XU,"9606.ENSP00000379364,9606.ENSP00000379366",10090.ENSMUSP00000054452,7227.FBpp0083624,hippo signaling
3B9Y1,"9606.ENSP00000259021,9606.ENSP00000380136","10090.ENSMUSP00000099448,10090.ENSMUSP00000138421","7227.FBpp0072159,7227.FBpp0304793",histone acetyltransferase activity
3B9YR,9606.ENSP00000243344,"10090.ENSMUSP00000035100,10090.ENSMUSP00000099779",,intraciliary retrograde transport
3B9YS,9606.ENSP00000325091,10090.ENSMUSP00000023491,7227.FBpp0080522,negative regulation of T cell migration
3B9YX,9606.ENSP00000438689,"10090.ENSMUSP00000011492,10090.ENSMUSP00000099634","7227.FBpp0087192,7227.FBpp0289511",long-chain-acyl-CoA dehydrogenase activity
3B9ZH,9606.ENSP00000261407,10090.ENSMUSP00000004381,7227.FBpp0074786,1-acylglycerophosphocholine O-acyltransferase activity
3B9ZI,9606.ENSP00000376765,"10090.ENSMUSP00000096248,10090.ENSMUSP00000110425",7227.FBpp0087651,SUMO transferase activity
3B9ZM,9606.ENSP00000316042,10090.ENSMUSP00000007980,,3'-UTR-mediated mRNA stabilization
3B9ZW,9606.ENSP00000356981,10090.ENSMUSP00000064002,,NEDD8-specific protease activity
3B9ZY,9606.ENSP00000261475,10090.ENSMUSP00000021410,,positive regulation of B cell differentiation
3BA02,9606.ENSP00000282251,10090.ENSMUSP00000027027,7227.FBpp0073887,Protein similar to CwfJ C-terminus 1
3BA0A,9606.ENSP00000428845,"10090.ENSMUSP00000022293,10090.ENSMUSP00000136273,10090.ENSMUSP00000137236","7227.FBpp0079772,7227.FBpp0079773",Voltage-dependent anion-selective channel protein
3BA0S,9606.ENSP00000385808,"10090.ENSMUSP00000028977,10090.ENSMUSP00000112782","7227.FBpp0075762,7227.FBpp0076861",microtubule motor activity
3BA18,9606.ENSP00000378199,"10090.ENSMUSP00000007248,10090.ENSMUSP00000015800,10090.ENSMUSP00000079306","7227.FBpp0075504,7227.FBpp0082175,7227.FBpp0082516,7227.FBpp0083974",heat shock
3BA1H,9606.ENSP00000338165,10090.ENSMUSP00000099648,,Putative transmembrane protein
3BA1J,"9606.ENSP00000334538,9606.ENSP00000359988","10090.ENSMUSP00000074196,10090.ENSMUSP00000113685",7227.FBpp0079471,serine arginine-rich splicing factor 11
3BA1Y,9606.ENSP00000292377,"10090.ENSMUSP00000033450,10090.ENSMUSP00000124459",7227.FBpp0075431,regulation of signal transduction
3BA27,9606.ENSP00000397552,10090.ENSMUSP00000029214,7227.FBpp0086115,chromatin remodeling
3BA2A,9606.ENSP00000331209,10090.ENSMUSP00000136717,"7227.FBpp0072531,7227.FBpp0271924",Ester hydrolase C11orf54 homolog
3BA2D,9606.ENSP00000386962,10090.ENSMUSP00000129837,,spermatogenesis
3BA2E,9606.ENSP00000386541,10090.ENSMUSP00000028278,7227.FBpp0078664,Lys63-specific deubiquitinase activity
3BA2V,9606.ENSP00000370128,"10090.ENSMUSP00000046714,10090.ENSMUSP00000096414","7227.FBpp0077892,7227.FBpp0078206,7227.FBpp0099766,7227.FBpp0271785",cationic amino acid transporter
3BA2W,9606.ENSP00000424571,10090.ENSMUSP00000025497,"7227.FBpp0076517,7227.FBpp0304622",sequestering of TGFbeta in extracellular matrix
3BA39,9606.ENSP00000258080,"10090.ENSMUSP00000006367,10090.ENSMUSP00000087073",7227.FBpp0303078,pentacyclic triterpenoid metabolic process
3BA3F,9606.ENSP00000368566,"10090.ENSMUSP00000034046,10090.ENSMUSP00000104533",7227.FBpp0074844,medium-chain fatty acid-CoA ligase activity
3BA3H,9606.ENSP00000216160,10090.ENSMUSP00000023050,,mitogen-activated protein kinase p38 binding
3BA3I,9606.ENSP00000481022,10090.ENSMUSP00000029684,7227.FBpp0073895,protein transport
3BA3V,9606.ENSP00000358698,10090.ENSMUSP00000112448,"7227.FBpp0074394,7227.FBpp0087596",frizzled binding
3BA41,9606.ENSP00000418693,10090.ENSMUSP00000049168,7227.FBpp0087616,Protein of unknown function (DUF1115)
3BA42,9606.ENSP00000325748,10090.ENSMUSP00000027498,7227.FBpp0082840,serine threonine-protein kinase
3BA46,"9606.ENSP00000295736,9606.ENSP00000405812",10090.ENSMUSP00000023776,"7227.FBpp0076048,7227.FBpp0288814",sodium:bicarbonate symporter activity
3BA4A,9606.ENSP00000220822,10090.ENSMUSP00000026879,7227.FBpp0076870,mitochondrial fission
3BA4R,9606.ENSP00000338777,10090.ENSMUSP00000075082,7227.FBpp0072061,anterograde synaptic vesicle transport
3BA50,9606.ENSP00000290158,10090.ENSMUSP00000001479,7227.FBpp0294035,importin
3BA59,"9606.ENSP00000261889,9606.ENSP00000368831",10090.ENSMUSP00000034946,7227.FBpp0077206,sorting nexin
3BA5F,9606.ENSP00000369810,10090.ENSMUSP00000028900,7227.FBpp0081459,Vacuolar protein sorting-associated protein 16 homolog
3BA62,9606.ENSP00000468304,"10090.ENSMUSP00000023029,10090.ENSMUSP00000103486",7227.FBpp0288419,MBT domain-containing protein 1
3BA6A,9606.ENSP00000337445,10090.ENSMUSP00000071788,7227.FBpp0087449,"mitochondrial tRNA 3'-trailer cleavage, endonucleolytic"
3BA6D,9606.ENSP00000379457,10090.ENSMUSP00000099785,7227.FBpp0086398,cytoplasmic sequestering of NF-kappaB
3BA6H,9606.ENSP00000418803,10090.ENSMUSP00000002925,7227.FBpp0082370,Tim17/Tim22/Tim23/Pmp24 family
3BA6I,9606.ENSP00000002165,10090.ENSMUSP00000030434,,alpha-L-fucosidase activity
3BA6S,9606.ENSP00000362306,"10090.ENSMUSP00000042207,10090.ENSMUSP00000081312",7227.FBpp0294043,"endoribonuclease activity, cleaving siRNA-paired mRNA"
3BA72,9606.ENSP00000400252,10090.ENSMUSP00000065787,"7227.FBpp0071062,7227.FBpp0080100",outer dynein arm assembly
3BA7C,9606.ENSP00000321971,"10090.ENSMUSP00000017831,10090.ENSMUSP00000044639",7227.FBpp0302814,Mitochondrial GTPase involved in mitochondrial trafficking
3BA7S,9606.ENSP00000035383,"10090.ENSMUSP00000002603,10090.ENSMUSP00000109048","7227.FBpp0086538,7227.FBpp0300852",neurotransmitter receptor transport postsynaptic membrane to endosome
3BA81,"9606.ENSP00000346694,9606.ENSP00000350090",10090.ENSMUSP00000110103,"7227.FBpp0082318,7227.FBpp0084463,7227.FBpp0084669,7227.FBpp0302741",mRNA transport
3BA83,9606.ENSP00000349932,10090.ENSMUSP00000064048,7227.FBpp0303681,"Protein tyrosine phosphatase, receptor type"
3BA84,9606.ENSP00000440246,10090.ENSMUSP00000032856,"7227.FBpp0082129,7227.FBpp0086304,7227.FBpp0290922",Malic enzyme
3BA8A,9606.ENSP00000389910,10090.ENSMUSP00000131588,,chromatin organization
3BA8E,9606.ENSP00000377782,10090.ENSMUSP00000088678,7227.FBpp0099825,sequence-specific DNA binding
3BA8I,9606.ENSP00000260570,10090.ENSMUSP00000049335,,intraflagellar transport
3BA8K,9606.ENSP00000288078,10090.ENSMUSP00000039271,,L-fucose kinase
3BA8P,9606.ENSP00000295899,10090.ENSMUSP00000065819,7227.FBpp0072425,mRNA-containing ribonucleoprotein complex export from nucleus
3BA99,9606.ENSP00000255087,10090.ENSMUSP00000025840,,spermatogenesis
3BA9A,"9606.ENSP00000282869,9606.ENSP00000308578,9606.ENSP00000309330,9606.ENSP00000332595,9606.ENSP00000335042,9606.ENSP00000342002,9606.ENSP00000344828,9606.ENSP00000351391,9606.ENSP00000376110,9606.ENSP00000380999,9606.ENSP00000400852,9606.ENSP00000413660,9606.ENSP00000423820,9606.ENSP00000428878,9606.ENSP00000437616,9606.ENSP00000464976,9606.ENSP00000469958,9606.ENSP00000471000,9606.ENSP00000471754,9606.ENSP00000472969,9606.ENSP00000480218,9606.ENSP00000485448","10090.ENSMUSP00000012873,10090.ENSMUSP00000032802,10090.ENSMUSP00000044020,10090.ENSMUSP00000045684,10090.ENSMUSP00000047222,10090.ENSMUSP00000049650,10090.ENSMUSP00000065620,10090.ENSMUSP00000071695,10090.ENSMUSP00000074475,10090.ENSMUSP00000076700,10090.ENSMUSP00000081167,10090.ENSMUSP00000083459,10090.ENSMUSP00000086074,10090.ENSMUSP00000086191,10090.ENSMUSP00000096108,10090.ENSMUSP00000099083,10090.ENSMUSP00000100043,10090.ENSMUSP00000101359,10090.ENSMUSP00000101361,10090.ENSMUSP00000104820,10090.ENSMUSP00000105357,10090.ENSMUSP00000112546,10090.ENSMUSP00000124075,10090.ENSMUSP00000127760,10090.ENSMUSP00000133899","7227.FBpp0070991,7227.FBpp0071106,7227.FBpp0071108,7227.FBpp0075533,7227.FBpp0076707,7227.FBpp0076724,7227.FBpp0076725,7227.FBpp0078048,7227.FBpp0079702,7227.FBpp0079845,7227.FBpp0081254,7227.FBpp0081551,7227.FBpp0081555,7227.FBpp0081919,7227.FBpp0082061,7227.FBpp0083307,7227.FBpp0086646,7227.FBpp0087421,7227.FBpp0112062,7227.FBpp0113116,7227.FBpp0289911,7227.FBpp0289959,7227.FBpp0305274",nucleic acid binding
3BA9I,9606.ENSP00000270586,10090.ENSMUSP00000018430,7227.FBpp0086400,threonine-type endopeptidase activity
3BA9R,9606.ENSP00000361266,"10090.ENSMUSP00000021921,10090.ENSMUSP00000030443",7227.FBpp0088443,hedgehog receptor activity
3BA9V,9606.ENSP00000005340,"10090.ENSMUSP00000019362,10090.ENSMUSP00000030948",7227.FBpp0073310,planar cell polarity pathway involved in neural tube closure
3BA9Y,9606.ENSP00000261879,10090.ENSMUSP00000130359,7227.FBpp0077400,Notch receptor processing
3BAAJ,9606.ENSP00000247191,10090.ENSMUSP00000040416,7227.FBpp0290601,cell cycle
3BAAP,9606.ENSP00000334553,10090.ENSMUSP00000023455,7227.FBpp0086323,ubiquitin-ubiquitin ligase activity
3BAAR,9606.ENSP00000261693,10090.ENSMUSP00000031377,7227.FBpp0072308,Belongs to the CD36 family
3BAAV,"9606.ENSP00000366641,9606.ENSP00000445929",10090.ENSMUSP00000032476,7227.FBpp0305687,hexose transmembrane transporter activity
3BAB7,9606.ENSP00000446215,10090.ENSMUSP00000031383,"7227.FBpp0073328,7227.FBpp0075369",snRNA import into nucleus
3BABJ,9606.ENSP00000296255,10090.ENSMUSP00000032143,7227.FBpp0304506,dolichyl-diphosphooligosaccharide-protein glycotransferase activity
3BABN,9606.ENSP00000299697,10090.ENSMUSP00000053616,7227.FBpp0302815,thymidine kinase activity
3BABV,9606.ENSP00000265069,10090.ENSMUSP00000113913,7227.FBpp0305489,zinc ion binding
3BACR,9606.ENSP00000264161,10090.ENSMUSP00000027602,7227.FBpp0305104,Aspartyl-tRNA synthetase
3BAD7,9606.ENSP00000446099,"10090.ENSMUSP00000048153,10090.ENSMUSP00000095739",,RNA splicing
3BADB,9606.ENSP00000465992,"10090.ENSMUSP00000021311,10090.ENSMUSP00000028527,10090.ENSMUSP00000081398","7227.FBpp0076227,7227.FBpp0089282",tubulin-dependent ATPase activity
3BADT,9606.ENSP00000264230,10090.ENSMUSP00000045948,7227.FBpp0085924,Nitric oxide associated 1
3BADZ,9606.ENSP00000361043,"10090.ENSMUSP00000066977,10090.ENSMUSP00000099765",7227.FBpp0077357,DNA synthesis involved in double-strand break repair via homologous recombination
3BAE3,9606.ENSP00000371221,10090.ENSMUSP00000022563,7227.FBpp0071938,Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
3BAEQ,9606.ENSP00000291295,"10090.ENSMUSP00000019514,10090.ENSMUSP00000048857,10090.ENSMUSP00000105709","7227.FBpp0077183,7227.FBpp0077184,7227.FBpp0084276,7227.FBpp0087929,7227.FBpp0087930,7227.FBpp0293502",calcium ion binding
3BAEU,9606.ENSP00000384545,10090.ENSMUSP00000026093,7227.FBpp0297318,ubiquitin protein ligase binding
3BAF1,"9606.ENSP00000314544,9606.ENSP00000325681",10090.ENSMUSP00000031621,7227.FBpp0073036,vesicle-mediated transport
3BAFB,9606.ENSP00000365837,10090.ENSMUSP00000083844,7227.FBpp0291529,tRNA pseudouridine synthase activity
3BAFZ,"9606.ENSP00000364000,9606.ENSP00000379866",10090.ENSMUSP00000023123,"7227.FBpp0078641,7227.FBpp0305720",collagen
3BAG1,9606.ENSP00000384610,10090.ENSMUSP00000044078,7227.FBpp0071077,lysophospholipase activity
3BAG3,9606.ENSP00000367319,10090.ENSMUSP00000091471,,F-box only protein 47
3BAG8,9606.ENSP00000311030,"10090.ENSMUSP00000078158,10090.ENSMUSP00000122402",,"ATPase activity, coupled to transmembrane movement of substances"
3BAGW,9606.ENSP00000319739,10090.ENSMUSP00000109915,7227.FBpp0291121,calcium ion binding
3BAGZ,9606.ENSP00000360645,10090.ENSMUSP00000036996,7227.FBpp0084785,trimming of terminal mannose on B branch
3BAH0,"9606.ENSP00000295902,9606.ENSP00000345064",10090.ENSMUSP00000104878,"7227.FBpp0088115,7227.FBpp0302896",regulation of cardiac muscle cell myoblast differentiation
