id_gene,id_string,gene,Middle_vs_Apical,Basal_vs_Middle,logCPM_MiddleApical,logFC_MiddleApical,FDR_MiddleApical,logCPM_BasalMiddle,logFC_BasalMiddle,FDR_BasalMiddle,biotype,Stock Number,Transgene,status,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously known to affect male fertility/sperm cells,Function,Previous ref to RNAi working,Other species infertility phenotype?,Flybase link,id_gene_HS,id_gene_MM,gene_HS,gene_MM
FBgn0003008,7227.FBpp0072061,or,True,True,4.2089806822402105,-1.36794159823569,2.4833837725332797e-10,2.95298389031161,-0.010919247493726,0.9890216888832049,protein_coding,v25014,P{GD8673}v25014,Pending,,,,,,,,,,No,AP-3 adaptor complex component involved in ommochrome biosynthesis.,Yes ,,http://flybase.org/reports/FBgn0003008,ENSG00000157823,ENSMUSG00000063801,AP3S2,Ap3s2
FBgn0003041,7227.FBpp0076487,pbl,True,True,4.9728671686451,0.49550912462587104,0.00311807037039655,4.84749515888475,7.39966180304821e-05,0.9997886287301079,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000114346,ENSMUSG00000027699,ECT2,Ect2
FBgn0003090,7227.FBpp0088115,pk,True,True,1.1812282459056298,-0.85251187317866,0.13263749634405098,0.4963239621817271,0.21985034414378601,0.8739390698710849,protein_coding,32413,P{TRiP.HMS00408}attP2,Crossed 11/11,,,,,,,,,,No,Core component of the Frizzled-dependent planar polarity complex.,No ,, http://flybase.org/reports/FBgn0003090,"ENSG00000163637,ENSG00000139174",ENSMUSG00000036158,"PRICKLE2,PRICKLE1",Prickle1
FBgn0003124,7227.FBpp0074608,polo,True,True,8.57721342609897,-0.27087411486676605,0.00715558837391905,7.68823957249238,-0.900860968253053,4.05323251253457e-12,protein_coding,v20177,P{GD7563}v20177,Screened,23.0,0.0,25.0,0.0,20.0,0.0,11.0,0.0,No sperm. Spermiogenesis defect (severely compromised post-meiotic stages).,Yes. Cell-cycle defects (https://link.springer.com/article/10.1007/PL00013778),Serine/threonine-protein kinase,Yes ,,http://flybase.org/reports/FBgn0003124,ENSG00000145632,ENSMUSG00000030867,PLK2,Plk1
FBgn0003210,7227.FBpp0290745,rb,True,True,5.889974382044652,-0.838312590944304,4.19423248256827e-10,4.9459073131398625,-0.185827054114975,0.6079568232776961,protein_coding,28668,P{TRiP.JF03083}attP2,Crossed 11/11,,,,,,,,,,No,Beta3-adaptin subunit of the Adaptor protein-3 (AP-3) complex involved in biogenesis of lysosome-related organelles.,No ,, http://flybase.org/reports/FBgn0003210,ENSG00000103723,ENSMUSG00000021686,AP3B2,Ap3b1
FBgn0003292,7227.FBpp0075877,rt,True,True,1.19401041916873,-0.43930998033790797,0.4377560953462721,0.30681777605981103,-0.928292346557392,0.430965674210577,protein_coding,51805,P{TRiP.HMC03363}attP40,Pending,,,,,,,,,,"Yes, but likely due to anatomical defect. Male sterile (http://www.ou.edu/journals/dis/DIS39/DIS39.pdf)",Protein that transfers a mannose to the Ser/Thr residues of the product of Dg.,No ,, http://flybase.org/reports/FBgn0003292,ENSG00000130714,ENSMUSG00000039254,POMT1,Pomt1
FBgn0003317,7227.FBpp0300982,sax,True,True,5.87957245100613,-1.02121842635481,9.898323070500287e-15,4.6837500227672,-0.47988902407757,0.11313119243197199,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000135503,"ENSMUSG00000000532,ENSMUSG00000026836",ACVR1B,"Acvr1b,Acvr1"
FBgn0003330,7227.FBpp0084614,Sce,True,True,4.1205949140554,-1.42322843961274,5.49544181112439e-11,2.61715466316091,-0.548059392137983,0.350969712497183,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000121481,ENSMUSG00000024325,RNF2,Ring1
FBgn0003386,7227.FBpp0288427,Shaw,True,True,4.54895984355036,0.7455280528265229,5.23117333865049e-05,4.4847119787175584,-0.114189442753173,0.801950102134455,protein_coding,28346,P{TRiP.JF02982}attP2,Crossed 11/11,,,,,,,,,,No,Voltage-gated potassium channel (Kv3.1) that mediates a non-inactivating potassium current open at resting membrane potential.,Yes ,, http://flybase.org/reports/FBgn0003386,"ENSG00000158445,ENSG00000131398",ENSMUSG00000035681,"KCNB1,KCNC3",Kcnc2
FBgn0003392,7227.FBpp0305866,shi,True,True,8.37329750265443,0.501356785283034,5.705835043702e-07,8.28235829454259,0.0927389996170971,0.639928775016131,protein_coding,36921,P{TRiP.HMS00154}attP2,Pending,,,,,,,,,,No,Actin and microtubule binding.,Yes ,, http://flybase.org/reports/FBgn0003392,ENSG00000106976,"ENSMUSG00000040265,ENSMUSG00000026825,ENSMUSG00000033335",DNM1,"Dnm3,Dnm1,Dnm2"
FBgn0003483,7227.FBpp0082637,spn-E,True,True,5.26036284451468,-1.8993642991340602,1.89447285195299e-29,3.42932069735686,-0.45779023827187204,0.347567302100252,protein_coding,v21374,P{GD10299}v21374/TM3,Screened,29.0,28.0,20.0,20.0,30.0,30.0,30.0,22.0,,"Yes. Male sterile, with meiotic defects (https://link.springer.com/article/10.1007/s004120100136)",RNA helicase.,Yes ,Mouse infertility. Meiotic failure (https://www.ncbi.nlm.nih.gov/pubmed/20059948),http://flybase.org/reports/FBgn0003483,ENSG00000156414,ENSMUSG00000054003,TDRD9,Tdrd9
FBgn0003545,7227.FBpp0086041,sub,True,True,6.9255808477243,-0.0725924195053912,0.53274774971434,6.184411808047381,-0.788115531121082,9.06551475031653e-06,protein_coding,36623,P{TRiP.GL00583}attP2,Ordered,,,,,,,,,,Yes. Meiotic defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1205899/pdf/ge1363953.pdf),Kinesin-6 homolog. Kinesin-6 proteins are known to bundle antiparallel microtubules. The product of sub is required for cytokinesis in mitosis and spindle organization and chromosome segregation in female meiosis.,Yes ,, http://flybase.org/reports/FBgn0003545,"ENSG00000138182,ENSG00000112984","ENSMUSG00000024795,ENSMUSG00000003779","KIF20B,KIF20A","Kif20b,Kif20a"
FBgn0003559,7227.FBpp0112455,su(f),True,True,3.8628486483951803,-0.515966733287644,0.0306659842703962,3.10791941500504,-0.225029192911075,0.7196089159177591,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000176102,ENSMUSG00000027176,CSTF3,Cstf3
FBgn0003607,7227.FBpp0079251,Su(var)205,True,True,6.340345975185982,-1.64092594012613,8.09150010985539e-41,4.742024285930619,-0.386273268412234,0.221726795308961,protein_coding,v107477,P{KK110828}VIE-260B,Pending,,,,,,,,,,No,"Chromatin binding, rDNA binding, RNA binding and satellite DNA binding.",Yes ,,http://flybase.org/reports/FBgn0003607,ENSG00000108468,ENSMUSG00000018666,CBX1,Cbx1
FBgn0003612,7227.FBpp0087651,Su(var)2-10,True,True,7.50592829964478,0.218616378786221,0.0323581788088928,7.26261432378191,0.0322309542664043,0.9077407678078292,protein_coding,29448,P{TRiP.JF03384}attP2,Crossed 11/11,,,,,,,,,,No,Member of the PIAS protein family that regulates chromosome structure and function.,Yes ,, http://flybase.org/reports/FBgn0003612,ENSG00000131788,"ENSMUSG00000032405,ENSMUSG00000025423",PIAS3,"Pias1,Pias2"
FBgn0003656,7227.FBpp0071077,sws,True,True,8.811689836839529,0.7007195616831989,9.43350127056306e-13,8.915334688200279,0.30790454089038105,0.0332885480962396,protein_coding,31993,P{TRiP.JF03428}attP2,Crossed 11/11,,,,,,,,,,No,Transmembrane protein that hydrolyzes phosphatidylcholine and binds to and inhibits the C3 catalytic subunit of protein kinase A.,Yes ,, http://flybase.org/reports/FBgn0003656,ENSG00000130653,ENSMUSG00000036833,PNPLA7,Pnpla7
FBgn0003716,7227.FBpp0078721,tkv,True,True,3.21358663557835,-0.644738430036884,0.0416382079682364,3.3823595833525,1.65208774799615,0.000338627310426212,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000135503,"ENSMUSG00000000532,ENSMUSG00000026836",ACVR1B,"Acvr1b,Acvr1"
