id_eggnog,id_string_HS,id_string_MM,id_string_DM,annotation
3B973,9606.ENSP00000442478,10090.ENSMUSP00000034883,,macromolecule localization
3B974,9606.ENSP00000410339,"10090.ENSMUSP00000005817,10090.ENSMUSP00000032555","7227.FBpp0085338,7227.FBpp0305890",protein import into mitochondrial matrix
3B975,9606.ENSP00000358081,10090.ENSMUSP00000033136,,BAG family molecular chaperone regulator 3
3B976,9606.ENSP00000307214,10090.ENSMUSP00000106302,,wybutosine biosynthetic process
3B977,9606.ENSP00000361818,10090.ENSMUSP00000017153,,thrombospondin receptor activity
3B979,9606.ENSP00000268704,10090.ENSMUSP00000119552,7227.FBpp0070479,metalloendopeptidase activity
3B97B,9606.ENSP00000309270,10090.ENSMUSP00000064246,,Belongs to the sulfotransferase 1 family
3B97C,9606.ENSP00000294952,10090.ENSMUSP00000048443,7227.FBpp0084028,"protein phosphatase 1, regulatory subunit 21"
3B97D,9606.ENSP00000356579,10090.ENSMUSP00000120085,,microtubule anchoring
3B97F,9606.ENSP00000278612,10090.ENSMUSP00000048709,,"Nuclear protein, ataxia-telangiectasia locus"
3B97G,"9606.ENSP00000333275,9606.ENSP00000483059","10090.ENSMUSP00000100927,10090.ENSMUSP00000109087",7227.FBpp0089291,steroid hormone receptor activity
3B97H,9606.ENSP00000256997,"10090.ENSMUSP00000002172,10090.ENSMUSP00000059889","7227.FBpp0083537,7227.FBpp0084975",acid phosphatase activity
3B97I,9606.ENSP00000365931,10090.ENSMUSP00000103252,,Transcription factor
3B97M,9606.ENSP00000382269,10090.ENSMUSP00000136449,7227.FBpp0079663,E3 ubiquitin-protein ligase
3B97P,9606.ENSP00000313933,10090.ENSMUSP00000044833,,Conserved region of unknown function on GLTSCR protein
3B97Q,"9606.ENSP00000332116,9606.ENSP00000345502,9606.ENSP00000370078","10090.ENSMUSP00000037025,10090.ENSMUSP00000102521,10090.ENSMUSP00000112991",7227.FBpp0305507,adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate
3B97R,9606.ENSP00000295709,10090.ENSMUSP00000084430,7227.FBpp0074373,positive regulation of hh target transcription factor activity
3B97T,9606.ENSP00000253577,10090.ENSMUSP00000033695,7227.FBpp0072637,cellular iron ion homeostasis
3B97U,9606.ENSP00000365756,10090.ENSMUSP00000099522,7227.FBpp0077491,Uncharacterized conserved protein (DUF2152)
3B97V,"9606.ENSP00000263245,9606.ENSP00000434442","10090.ENSMUSP00000028691,10090.ENSMUSP00000064893",7227.FBpp0304160,Adp-ribosylation factor
3B980,9606.ENSP00000257770,10090.ENSMUSP00000034992,"7227.FBpp0086083,7227.FBpp0086085,7227.FBpp0288788",AMP catabolic process
3B984,"9606.ENSP00000256509,9606.ENSP00000330633,9606.ENSP00000344786,9606.ENSP00000368314,9606.ENSP00000380602,9606.ENSP00000447006",10090.ENSMUSP00000086623,"7227.FBpp0078557,7227.FBpp0297081",Cell adhesion molecule
3B985,"9606.ENSP00000264431,9606.ENSP00000296859","10090.ENSMUSP00000099804,10090.ENSMUSP00000113778",7227.FBpp0078879,Rap guanyl-nucleotide exchange factor activity
3B986,9606.ENSP00000279027,10090.ENSMUSP00000029208,,high-affinity sodium:dicarboxylate symporter activity
3B987,9606.ENSP00000312770,10090.ENSMUSP00000040240,7227.FBpp0083068,Uncharacterised protein family UPF0565
3B988,9606.ENSP00000363614,10090.ENSMUSP00000030432,7227.FBpp0078979,3-hydroxymethyl-3-methylglutaryl-CoA lyase
3B989,9606.ENSP00000292539,10090.ENSMUSP00000037356,7227.FBpp0074816,"protein phosphatase 1, regulatory"
3B98A,9606.ENSP00000246151,10090.ENSMUSP00000101477,7227.FBpp0289503,cellular response to DNA damage stimulus
3B98B,"9606.ENSP00000377617,9606.ENSP00000379108","10090.ENSMUSP00000005810,10090.ENSMUSP00000071578",7227.FBpp0081476,methylenetetrahydrofolate dehydrogenase (NAD+) activity
3B98D,9606.ENSP00000431800,10090.ENSMUSP00000033342,"7227.FBpp0078532,7227.FBpp0085334",translation initiation factor activity
3B98F,9606.ENSP00000267339,10090.ENSMUSP00000033905,,regulation of canonical Wnt signaling pathway
3B98G,"9606.ENSP00000345083,9606.ENSP00000468348",10090.ENSMUSP00000019076,7227.FBpp0073551,MAP kinase kinase activity
3B98I,"9606.ENSP00000398837,9606.ENSP00000436786","10090.ENSMUSP00000103789,10090.ENSMUSP00000110337",7227.FBpp0082406,Histone-lysine N-methyltransferase
3B98J,9606.ENSP00000379739,10090.ENSMUSP00000102088,7227.FBpp0080063,actin binding
3B98K,"9606.ENSP00000251363,9606.ENSP00000271688,9606.ENSP00000325485,9606.ENSP00000376453","10090.ENSMUSP00000008350,10090.ENSMUSP00000015858,10090.ENSMUSP00000023762,10090.ENSMUSP00000028426",7227.FBpp0070899,Ceramide synthase
3B98M,"9606.ENSP00000304467,9606.ENSP00000370372","10090.ENSMUSP00000005057,10090.ENSMUSP00000104938",7227.FBpp0084123,metalloendopeptidase activity
3B98N,"9606.ENSP00000262189,9606.ENSP00000301067","10090.ENSMUSP00000023741,10090.ENSMUSP00000043874","7227.FBpp0070347,7227.FBpp0072043",histone methyltransferase activity (H3-K4 specific)
3B98R,"9606.ENSP00000258884,9606.ENSP00000366240","10090.ENSMUSP00000003436,10090.ENSMUSP00000056099,10090.ENSMUSP00000112988",,Alpha beta hydrolase domain-containing protein
3B98S,"9606.ENSP00000262188,9606.ENSP00000378414,9606.ENSP00000392617","10090.ENSMUSP00000021052,10090.ENSMUSP00000023759,10090.ENSMUSP00000030791",7227.FBpp0073572,chromatin disassembly
3B98T,9606.ENSP00000314556,10090.ENSMUSP00000062047,,regulation of NIK/NF-kappaB signaling
3B98V,9606.ENSP00000362110,10090.ENSMUSP00000030734,7227.FBpp0078400,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"
3B98W,9606.ENSP00000269209,10090.ENSMUSP00000048914,,proline-rich region binding
3B98X,9606.ENSP00000345282,10090.ENSMUSP00000034136,7227.FBpp0073600,alanine-oxo-acid transaminase activity
3B992,9606.ENSP00000348010,10090.ENSMUSP00000112953,7227.FBpp0084691,mRNA 5'-splice site recognition
3B994,"9606.ENSP00000261892,9606.ENSP00000333519,9606.ENSP00000344801,9606.ENSP00000431840",10090.ENSMUSP00000105634,"7227.FBpp0290356,7227.FBpp0292911,7227.FBpp0304720,7227.FBpp0304871","calcium, potassium:sodium antiporter activity"
3B995,"9606.ENSP00000008527,9606.ENSP00000478187","10090.ENSMUSP00000020227,10090.ENSMUSP00000088047",7227.FBpp0080934,negative regulation of glucocorticoid receptor signaling pathway
3B996,9606.ENSP00000257181,10090.ENSMUSP00000078207,7227.FBpp0087663,RNA splicing
3B999,9606.ENSP00000234310,10090.ENSMUSP00000099944,"7227.FBpp0300667,7227.FBpp0301600",calcineurin-NFAT signaling cascade
3B99A,"9606.ENSP00000384766,9606.ENSP00000385443",10090.ENSMUSP00000132687,,"Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases."
3B99B,9606.ENSP00000354201,10090.ENSMUSP00000098097,,ubiquitin-like protein ligase activity
3B99C,9606.ENSP00000242776,"10090.ENSMUSP00000019576,10090.ENSMUSP00000134178",7227.FBpp0078754,negative regulation of DNA damage checkpoint
3B99D,9606.ENSP00000254442,10090.ENSMUSP00000072509,7227.FBpp0070303,hematopoietic progenitor cell differentiation
3B99E,"9606.ENSP00000322845,9606.ENSP00000322915,9606.ENSP00000479904","10090.ENSMUSP00000022511,10090.ENSMUSP00000068197,10090.ENSMUSP00000101714",7227.FBpp0111770,zinc ion binding
3B99F,9606.ENSP00000334785,10090.ENSMUSP00000031304,,positive regulation of sodium:proton antiporter activity
3B99G,9606.ENSP00000053867,10090.ENSMUSP00000046340,,Granulin
3B99I,9606.ENSP00000420267,10090.ENSMUSP00000108498,7227.FBpp0305529,"Nuclear receptor subfamily 6, group A, member"
3B99K,9606.ENSP00000321221,10090.ENSMUSP00000032978,7227.FBpp0084309,SH2B adapter protein
3B99M,9606.ENSP00000324173,10090.ENSMUSP00000097747,7227.FBpp0073445,Belongs to the heat shock protein 70 family
3B99N,"9606.ENSP00000348349,9606.ENSP00000471457","10090.ENSMUSP00000122852,10090.ENSMUSP00000129220",,motor activity
3B99P,9606.ENSP00000295050,10090.ENSMUSP00000034467,7227.FBpp0073890,K63-linked polyubiquitin modification-dependent protein binding
3B99Q,9606.ENSP00000343248,10090.ENSMUSP00000060907,7227.FBpp0086246,peptidyl-threonine phosphorylation
3B99S,9606.ENSP00000329797,10090.ENSMUSP00000083073,,Cell adhesion molecule
3B99T,9606.ENSP00000381577,10090.ENSMUSP00000120747,7227.FBpp0303340,thiol-dependent ubiquitin-specific protease activity
3B99X,"9606.ENSP00000203407,9606.ENSP00000249269","10090.ENSMUSP00000026743,10090.ENSMUSP00000030882",7227.FBpp0082459,Belongs to the peptidase M16 family
3B99Y,9606.ENSP00000368265,10090.ENSMUSP00000100026,,Ciliary neurotrophic factor receptor
3B9A0,"9606.ENSP00000370896,9606.ENSP00000464162","10090.ENSMUSP00000049003,10090.ENSMUSP00000124348",,Growth regulation by estrogen in breast
3B9A1,"9606.ENSP00000345752,9606.ENSP00000359417,9606.ENSP00000359423","10090.ENSMUSP00000034396,10090.ENSMUSP00000099040,10090.ENSMUSP00000110248",7227.FBpp0078854,Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
3B9A2,9606.ENSP00000217446,10090.ENSMUSP00000076816,7227.FBpp0079294,attachment of GPI anchor to protein
3B9A4,"9606.ENSP00000259750,9606.ENSP00000267890","10090.ENSMUSP00000028740,10090.ENSMUSP00000044580",7227.FBpp0289571,cerebellar granule cell precursor tangential migration
3B9A6,9606.ENSP00000399862,10090.ENSMUSP00000064840,7227.FBpp0082112,CCR4-NOT transcription complex subunit 10
3B9A7,"9606.ENSP00000352882,9606.ENSP00000356000,9606.ENSP00000358696,9606.ENSP00000377061","10090.ENSMUSP00000027952,10090.ENSMUSP00000110748,10090.ENSMUSP00000131840","7227.FBpp0088287,7227.FBpp0300616",semaphorin receptor activity
3B9A8,9606.ENSP00000297591,10090.ENSMUSP00000103943,7227.FBpp0071946,mRNA methylation
3B9A9,9606.ENSP00000265107,10090.ENSMUSP00000037340,7227.FBpp0072033,enzyme binding
3B9AA,9606.ENSP00000264870,10090.ENSMUSP00000048667,,protein-glutamine gamma-glutamyltransferase activity
3B9AB,9606.ENSP00000351669,10090.ENSMUSP00000038671,7227.FBpp0078757,"glycoprotein endo-alpha-1,2-mannosidase activity"
3B9AC,9606.ENSP00000476815,10090.ENSMUSP00000043370,,mitochondrial transport
3B9AD,9606.ENSP00000395196,10090.ENSMUSP00000033159,7227.FBpp0075169,glutamate-tRNA(Gln) ligase activity
3B9AE,9606.ENSP00000336655,10090.ENSMUSP00000099361,7227.FBpp0110403,Ste20-related kinase
3B9AF,9606.ENSP00000434343,10090.ENSMUSP00000102369,7227.FBpp0074465,NADH-cytochrome b5 reductase-like
3B9AG,9606.ENSP00000300131,10090.ENSMUSP00000026469,,negative regulation of transcription by RNA polymerase III
3B9AH,9606.ENSP00000300952,10090.ENSMUSP00000046967,7227.FBpp0305231,Midnolin
3B9AK,9606.ENSP00000261835,10090.ENSMUSP00000021684,,"Cytochrome P450, family 46, subfamily A, polypeptide"
3B9AM,9606.ENSP00000446093,10090.ENSMUSP00000026547,"7227.FBpp0074544,7227.FBpp0076535",microtubule nucleation by interphase microtubule organizing center
3B9AP,9606.ENSP00000454229,10090.ENSMUSP00000081636,7227.FBpp0074933,lysosomal lumen pH elevation
3B9AQ,9606.ENSP00000278412,10090.ENSMUSP00000076971,7227.FBpp0072151,DNA replication
3B9AR,9606.ENSP00000261597,10090.ENSMUSP00000024851,7227.FBpp0073681,Kinetochore protein NDC80 homolog
3B9AS,9606.ENSP00000358126,10090.ENSMUSP00000015891,7227.FBpp0081548,vesicle docking involved in exocytosis
3B9AT,9606.ENSP00000415899,10090.ENSMUSP00000044075,,pseudouridine synthase activity
3B9AU,9606.ENSP00000264065,10090.ENSMUSP00000028392,,homolog subfamily C member 10
3B9AV,9606.ENSP00000377696,10090.ENSMUSP00000023432,7227.FBpp0081507,omega-amidase activity
3B9AX,9606.ENSP00000378368,10090.ENSMUSP00000072136,7227.FBpp0303248,positive regulation of establishment of T cell polarity
3B9AY,"9606.ENSP00000298283,9606.ENSP00000413436","10090.ENSMUSP00000008826,10090.ENSMUSP00000100795",7227.FBpp0306039,embryonic brain development
3B9AZ,9606.ENSP00000264414,10090.ENSMUSP00000130738,7227.FBpp0291369,nuclear protein quality control by the ubiquitin-proteasome system
3B9B0,9606.ENSP00000364839,10090.ENSMUSP00000105413,,Additional sex combs like
3B9B2,"9606.ENSP00000299441,9606.ENSP00000377862,9606.ENSP00000381768","10090.ENSMUSP00000061836,10090.ENSMUSP00000077574,10090.ENSMUSP00000101101","7227.FBpp0077708,7227.FBpp0082424,7227.FBpp0300935",condensed mesenchymal cell proliferation
3B9B3,"9606.ENSP00000217901,9606.ENSP00000370223","10090.ENSMUSP00000028892,10090.ENSMUSP00000056502","7227.FBpp0083588,7227.FBpp0086326,7227.FBpp0112201",isocitrate dehydrogenase (NAD+) activity
3B9B4,9606.ENSP00000233575,10090.ENSMUSP00000031029,7227.FBpp0079550,"retrograde transport, endosome to plasma membrane"
3B9B5,9606.ENSP00000371101,10090.ENSMUSP00000035930,7227.FBpp0080211,NUC153 domain
3B9B6,"9606.ENSP00000374309,9606.ENSP00000400365","10090.ENSMUSP00000043957,10090.ENSMUSP00000090304",7227.FBpp0291871,regulation of embryonic development
3B9B7,9606.ENSP00000323313,10090.ENSMUSP00000023550,7227.FBpp0080049,"protein disulfide isomerase family A, member 5"
3B9B8,"9606.ENSP00000368686,9606.ENSP00000398124","10090.ENSMUSP00000015003,10090.ENSMUSP00000127877","7227.FBpp0081029,7227.FBpp0083516",Transcription factor
3B9B9,9606.ENSP00000376506,10090.ENSMUSP00000125752,7227.FBpp0082550,hydrogen peroxide-mediated programmed cell death
3B9BA,9606.ENSP00000342778,10090.ENSMUSP00000031032,7227.FBpp0085427,protein serine/threonine phosphatase activity
3B9BB,9606.ENSP00000354571,10090.ENSMUSP00000094396,7227.FBpp0074242,Ring finger protein 121
3B9BC,9606.ENSP00000235532,10090.ENSMUSP00000045241,7227.FBpp0087126,Organic solute transport protein 1
3B9BD,9606.ENSP00000351141,10090.ENSMUSP00000007007,7227.FBpp0086773,mRNA methylation
3B9BG,"9606.ENSP00000400113,9606.ENSP00000403397","10090.ENSMUSP00000043279,10090.ENSMUSP00000112498",7227.FBpp0305754,protein-cysteine S-acyltransferase activity
3B9BJ,9606.ENSP00000324628,10090.ENSMUSP00000025474,"7227.FBpp0072096,7227.FBpp0081673",soluble NSF attachment protein activity
3B9BN,9606.ENSP00000283646,10090.ENSMUSP00000064158,7227.FBpp0296955,ribose-5-phosphate isomerase activity
3B9BP,9606.ENSP00000419970,10090.ENSMUSP00000005651,7227.FBpp0078880,nitric oxide catabolic process
3B9BQ,9606.ENSP00000310520,10090.ENSMUSP00000023206,7227.FBpp0070624,regulation of double-stranded telomeric DNA binding
3B9BT,"9606.ENSP00000259339,9606.ENSP00000345719","10090.ENSMUSP00000028199,10090.ENSMUSP00000028200",7227.FBpp0070658,chaperone cofactor-dependent protein refolding
3B9BW,"9606.ENSP00000311766,9606.ENSP00000368030",10090.ENSMUSP00000030903,7227.FBpp0297140,ATP binding
3B9BX,9606.ENSP00000337998,10090.ENSMUSP00000023747,,NCK-associated protein 5-like
3B9BY,9606.ENSP00000356982,10090.ENSMUSP00000078914,7227.FBpp0086402,UFM1 transferase activity
3B9BZ,9606.ENSP00000329357,10090.ENSMUSP00000001326,,Transcription factor
3B9C0,"9606.ENSP00000325285,9606.ENSP00000384651","10090.ENSMUSP00000099468,10090.ENSMUSP00000122422",7227.FBpp0111901,phosphatidylinositol 5-phosphate metabolic process
3B9C1,"9606.ENSP00000341346,9606.ENSP00000379263",10090.ENSMUSP00000021155,"7227.FBpp0070052,7227.FBpp0070056,7227.FBpp0303911",Tektin 3
3B9C2,9606.ENSP00000267012,10090.ENSMUSP00000138523,,bridging integrator 2
