id_eggnog,id_string_HS,id_string_MM,id_string_DM,annotation
3B943,"9606.ENSP00000264436,9606.ENSP00000264758,9606.ENSP00000348381","10090.ENSMUSP00000032069,10090.ENSMUSP00000107370,10090.ENSMUSP00000109979",7227.FBpp0301121,Adducin 3 (Gamma)
3B944,"9606.ENSP00000296755,9606.ENSP00000300231","10090.ENSMUSP00000068374,10090.ENSMUSP00000092223",7227.FBpp0300236,Microtubule-associated protein
3B945,9606.ENSP00000341947,10090.ENSMUSP00000123425,7227.FBpp0290602,nucleobase-containing compound biosynthetic process
3B947,9606.ENSP00000484342,,,Nebulin repeat
3B948,"9606.ENSP00000343325,9606.ENSP00000359552","10090.ENSMUSP00000005616,10090.ENSMUSP00000039566",7227.FBpp0111810,GTP-Rho binding
3B949,9606.ENSP00000466477,10090.ENSMUSP00000062783,,belongs to the protein kinase superfamily
3B94A,9606.ENSP00000286713,10090.ENSMUSP00000028241,"7227.FBpp0074440,7227.FBpp0078620,7227.FBpp0290937",regulation of acid-sensing ion channel activity
3B94B,9606.ENSP00000340329,10090.ENSMUSP00000028607,7227.FBpp0074865,cell cycle associated protein
3B94C,9606.ENSP00000359385,10090.ENSMUSP00000077168,,hepatocyte growth factor receptor binding
3B94D,9606.ENSP00000369407,10090.ENSMUSP00000099666,7227.FBpp0086650,mitochondrial transport
3B94E,9606.ENSP00000355492,10090.ENSMUSP00000091828,,Cation channel sperm-associated protein subunit delta
3B94F,9606.ENSP00000262633,,7227.FBpp0078402,RNA binding
3B94G,,10090.ENSMUSP00000110904,7227.FBpp0304016,RNA splicing
3B94H,9606.ENSP00000365678,10090.ENSMUSP00000100617,,protein K63-linked deubiquitination
3B94I,"9606.ENSP00000262850,9606.ENSP00000369899","10090.ENSMUSP00000039013,10090.ENSMUSP00000088591",7227.FBpp0081491,positive regulation of TOR signaling
3B94J,"9606.ENSP00000307634,9606.ENSP00000380413,9606.ENSP00000392206,9606.ENSP00000392513,9606.ENSP00000400972,9606.ENSP00000449241,9606.ENSP00000485140","10090.ENSMUSP00000024123,10090.ENSMUSP00000027521",7227.FBpp0080123,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein"
3B94K,9606.ENSP00000254043,10090.ENSMUSP00000099420,,structural molecule activity
3B94M,9606.ENSP00000219252,10090.ENSMUSP00000105147,7227.FBpp0080121,DNA-directed 5'-3' RNA polymerase activity
3B94P,9606.ENSP00000342181,10090.ENSMUSP00000098648,7227.FBpp0083319,7S RNA binding
3B94Q,"9606.ENSP00000300935,9606.ENSP00000312734","10090.ENSMUSP00000003121,10090.ENSMUSP00000041857",7227.FBpp0074690,Golgi vesicle fusion to target membrane
3B94R,"9606.ENSP00000240874,9606.ENSP00000339299","10090.ENSMUSP00000087714,10090.ENSMUSP00000110611",7227.FBpp0072539,neurotransmitter receptor localization to postsynaptic specialization membrane
3B94S,9606.ENSP00000376532,10090.ENSMUSP00000058363,,galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase activity
3B94T,9606.ENSP00000364289,10090.ENSMUSP00000030014,"7227.FBpp0070652,7227.FBpp0112173",primary miRNA processing
3B94U,"9606.ENSP00000364589,9606.ENSP00000384109","10090.ENSMUSP00000016680,10090.ENSMUSP00000059276",7227.FBpp0087897,Belongs to the cullin family
3B94V,9606.ENSP00000231487,10090.ENSMUSP00000038744,"7227.FBpp0070118,7227.FBpp0071931,7227.FBpp0074565,7227.FBpp0074566,7227.FBpp0074575,7227.FBpp0087127",Belongs to the SKP1 family
3B94W,"9606.ENSP00000296484,9606.ENSP00000323302","10090.ENSMUSP00000020113,10090.ENSMUSP00000072064",7227.FBpp0302861,POC1 centriolar protein
3B94X,"9606.ENSP00000355279,9606.ENSP00000430493","10090.ENSMUSP00000104471,10090.ENSMUSP00000117304",7227.FBpp0289500,CCR4-NOT transcription complex subunit
3B94Y,9606.ENSP00000157600,10090.ENSMUSP00000032376,,LIM and cysteine-rich domains
3B94Z,9606.ENSP00000296003,10090.ENSMUSP00000108771,7227.FBpp0086114,Myotubularin related protein 14
3B950,9606.ENSP00000399585,10090.ENSMUSP00000021772,,mitochondrial magnesium ion transmembrane transport
3B951,9606.ENSP00000268624,10090.ENSMUSP00000095964,,adenosine deaminase activity
3B953,"9606.ENSP00000244751,9606.ENSP00000290776,9606.ENSP00000317257,9606.ENSP00000329748,9606.ENSP00000373343,9606.ENSP00000477590,9606.ENSP00000478878","10090.ENSMUSP00000024805,10090.ENSMUSP00000029885",,cellular response to calcium ion
3B954,"9606.ENSP00000266682,9606.ENSP00000330199",10090.ENSMUSP00000029499,7227.FBpp0293407,neurotransmitter:sodium symporter activity
3B955,9606.ENSP00000264156,10090.ENSMUSP00000027601,7227.FBpp0070913,Belongs to the MCM family
3B957,9606.ENSP00000262424,,,cysteine-rich secretory protein LCCL
3B958,"9606.ENSP00000263817,9606.ENSP00000265723,9606.ENSP00000478255","10090.ENSMUSP00000003717,10090.ENSMUSP00000099771","7227.FBpp0076720,7227.FBpp0086914","ATP-binding cassette, subfamily B (MDR TAP), member"
3B959,9606.ENSP00000262265,10090.ENSMUSP00000082490,7227.FBpp0290386,PIH1 domain-containing protein
3B95A,9606.ENSP00000443113,10090.ENSMUSP00000103454,7227.FBpp0075089,zinc ion binding
3B95B,9606.ENSP00000380251,10090.ENSMUSP00000047778,"7227.FBpp0080823,7227.FBpp0303742,7227.FBpp0304597",hydrolase activity
3B95D,9606.ENSP00000351686,10090.ENSMUSP00000074104,,methyltransferase activity
3B95E,9606.ENSP00000264538,10090.ENSMUSP00000046645,7227.FBpp0077218,intraciliary transport
3B95G,"9606.ENSP00000427120,9606.ENSP00000481848",10090.ENSMUSP00000000811,7227.FBpp0303993,small conductance calcium-activated potassium channel activity
3B95H,"9606.ENSP00000263620,9606.ENSP00000343126","10090.ENSMUSP00000019708,10090.ENSMUSP00000130173",7227.FBpp0071982,positive regulation of transcription by RNA polymerase II
3B95K,9606.ENSP00000354622,10090.ENSMUSP00000042151,7227.FBpp0070180,Rab GTPase binding
3B95N,9606.ENSP00000419502,,,Leucine rich repeat containing 75A
3B95P,"9606.ENSP00000362649,9606.ENSP00000430432","10090.ENSMUSP00000019911,10090.ENSMUSP00000078339,10090.ENSMUSP00000099657",7227.FBpp0073173,Belongs to the histone deacetylase family. HD Type 1 subfamily
3B95Q,9606.ENSP00000355517,,,kynurenine 3-monooxygenase activity
3B95R,9606.ENSP00000364150,10090.ENSMUSP00000125315,,polypeptide N-acetylgalactosaminyltransferase
3B95S,9606.ENSP00000216254,10090.ENSMUSP00000023116,"7227.FBpp0081812,7227.FBpp0289654",Belongs to the aconitase IPM isomerase family
3B95T,9606.ENSP00000349298,10090.ENSMUSP00000047403,7227.FBpp0071748,myosin regulatory light chain interacting protein
3B95U,9606.ENSP00000414398,10090.ENSMUSP00000126828,7227.FBpp0077720,unfolded protein binding
3B95V,9606.ENSP00000393139,10090.ENSMUSP00000031221,"7227.FBpp0070911,7227.FBpp0080603",double-strand break repair via break-induced replication
3B95W,9606.ENSP00000215567,10090.ENSMUSP00000128329,7227.FBpp0073017,very-long-chain enoyl-CoA reductase activity
3B95X,9606.ENSP00000250863,10090.ENSMUSP00000010736,,translation activator activity
3B95Y,9606.ENSP00000372445,10090.ENSMUSP00000047720,7227.FBpp0079488,Methyltransferase-like protein 17
3B95Z,"9606.ENSP00000159111,9606.ENSP00000361473","10090.ENSMUSP00000025036,10090.ENSMUSP00000030102,10090.ENSMUSP00000102014","7227.FBpp0087961,7227.FBpp0302636",histone demethylase activity (H3-K9 specific)
3B960,9606.ENSP00000370419,10090.ENSMUSP00000114504,,
3B962,9606.ENSP00000377280,10090.ENSMUSP00000037544,,regulation of ARF protein signal transduction
3B963,9606.ENSP00000296137,10090.ENSMUSP00000081764,,plus-end-directed vesicle transport along microtubule
3B964,9606.ENSP00000290541,10090.ENSMUSP00000005923,7227.FBpp0078448,threonine-type endopeptidase activity
3B965,"9606.ENSP00000370242,9606.ENSP00000384222,9606.ENSP00000427772","10090.ENSMUSP00000018993,10090.ENSMUSP00000056121",7227.FBpp0099467,WW and C2 domain containing
3B966,"9606.ENSP00000370394,9606.ENSP00000373420","10090.ENSMUSP00000020643,10090.ENSMUSP00000031229,10090.ENSMUSP00000113429",7227.FBpp0084496,regulation of establishment of cell polarity
3B967,9606.ENSP00000355402,,,positive regulation of axon extension
3B968,,10090.ENSMUSP00000102685,,positive regulation of protein targeting to membrane
3B969,"9606.ENSP00000328118,9606.ENSP00000440374",10090.ENSMUSP00000106500,,Rho guanyl-nucleotide exchange factor activity
3B96B,9606.ENSP00000378743,10090.ENSMUSP00000102559,,"Involved in maintaining the homeostasis of cellular nucleotides by catalyzing the interconversion of nucleoside phosphates. Efficiently phosphorylates AMP and dAMP using ATP as phosphate donor, but phosphorylates only AMP when using GTP as phosphate donor. Also displays broad nucleoside diphosphate kinase activity"
3B96C,9606.ENSP00000420095,10090.ENSMUSP00000104892,7227.FBpp0085185,histone binding
3B96D,9606.ENSP00000356057,10090.ENSMUSP00000086333,7227.FBpp0083582,pathogenesis
3B96E,9606.ENSP00000279024,,,protein KIAA1755 homolog
3B96F,"9606.ENSP00000220429,9606.ENSP00000357914","10090.ENSMUSP00000106055,10090.ENSMUSP00000121283",,GA binding protein transcription factor beta subunit
3B96G,9606.ENSP00000417061,,,axoneme assembly
3B96H,"9606.ENSP00000295759,9606.ENSP00000306920,9606.ENSP00000396615,9606.ENSP00000444628","10090.ENSMUSP00000034448,10090.ENSMUSP00000047128,10090.ENSMUSP00000055803,10090.ENSMUSP00000109253","7227.FBpp0078861,7227.FBpp0081961",beta-galactosidase activity
3B96I,9606.ENSP00000267257,10090.ENSMUSP00000083709,7227.FBpp0080752,Roundabout binding
3B96K,9606.ENSP00000334642,10090.ENSMUSP00000096880,,mitochondrion-endoplasmic reticulum membrane tethering
3B96M,,,7227.FBpp0304816,BTB/POZ domain
3B96N,9606.ENSP00000281543,10090.ENSMUSP00000084480,,"Promotes mitochondrial protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one- codon backward translocation of tRNAs on improperly translocated ribosomes. Binds to mitochondrial ribosomes in a GTP-dependent manner"
3B96P,"9606.ENSP00000249700,9606.ENSP00000308753","10090.ENSMUSP00000072087,10090.ENSMUSP00000096152,10090.ENSMUSP00000103402",7227.FBpp0297625,pointed-end actin filament capping
3B96Q,9606.ENSP00000261654,,,adenylate cyclase-activating G-protein coupled receptor signaling pathway
3B96R,9606.ENSP00000262765,10090.ENSMUSP00000091437,,
3B96T,9606.ENSP00000395473,10090.ENSMUSP00000034121,"7227.FBpp0079343,7227.FBpp0079346,7227.FBpp0079620,7227.FBpp0302811",carbohydrate binding. It is involved in the biological process described with mannose metabolic process
3B96U,9606.ENSP00000263578,10090.ENSMUSP00000038924,"7227.FBpp0080719,7227.FBpp0085457",mitochondrial respiratory chain complex I assembly
3B96V,9606.ENSP00000326411,10090.ENSMUSP00000026218,7227.FBpp0087219,Protein similar to CwfJ C-terminus 1
3B96W,"9606.ENSP00000261023,9606.ENSP00000264741,9606.ENSP00000293379,9606.ENSP00000386896,9606.ENSP00000452120","10090.ENSMUSP00000001548,10090.ENSMUSP00000028499,10090.ENSMUSP00000028522,10090.ENSMUSP00000044227,10090.ENSMUSP00000096712","7227.FBpp0071972,7227.FBpp0074131,7227.FBpp0086501,7227.FBpp0086503,7227.FBpp0302767",integrin
3B96X,9606.ENSP00000351619,10090.ENSMUSP00000020262,,negative regulation of SMAD protein signal transduction
3B96Y,"9606.ENSP00000332413,9606.ENSP00000399709",10090.ENSMUSP00000113053,"7227.FBpp0075371,7227.FBpp0076718,7227.FBpp0112085,7227.FBpp0297165",chloride channel activity
3B96Z,9606.ENSP00000265097,10090.ENSMUSP00000026990,7227.FBpp0081350,THO complex
3B971,,10090.ENSMUSP00000019464,,NADPH oxidase organizer
3B972,9606.ENSP00000418563,10090.ENSMUSP00000078602,7227.FBpp0071455,U2 snRNP-associated SURP
3B973,9606.ENSP00000442478,10090.ENSMUSP00000034883,,macromolecule localization
3B974,9606.ENSP00000410339,"10090.ENSMUSP00000005817,10090.ENSMUSP00000032555","7227.FBpp0085338,7227.FBpp0305890",protein import into mitochondrial matrix
3B975,9606.ENSP00000358081,10090.ENSMUSP00000033136,,BAG family molecular chaperone regulator 3
3B976,9606.ENSP00000307214,10090.ENSMUSP00000106302,,wybutosine biosynthetic process
3B977,9606.ENSP00000361818,10090.ENSMUSP00000017153,,thrombospondin receptor activity
3B979,9606.ENSP00000268704,10090.ENSMUSP00000119552,7227.FBpp0070479,metalloendopeptidase activity
3B97B,9606.ENSP00000309270,10090.ENSMUSP00000064246,,Belongs to the sulfotransferase 1 family
3B97C,9606.ENSP00000294952,10090.ENSMUSP00000048443,7227.FBpp0084028,"protein phosphatase 1, regulatory subunit 21"
3B97D,9606.ENSP00000356579,10090.ENSMUSP00000120085,,microtubule anchoring
3B97E,,,7227.FBpp0084968,acetyl-CoA metabolic process
3B97F,9606.ENSP00000278612,10090.ENSMUSP00000048709,,"Nuclear protein, ataxia-telangiectasia locus"
3B97G,"9606.ENSP00000333275,9606.ENSP00000483059","10090.ENSMUSP00000100927,10090.ENSMUSP00000109087",7227.FBpp0089291,steroid hormone receptor activity
3B97H,9606.ENSP00000256997,"10090.ENSMUSP00000002172,10090.ENSMUSP00000059889,10090.ENSMUSP00000103578","7227.FBpp0083537,7227.FBpp0084975",acid phosphatase activity
3B97I,9606.ENSP00000365931,10090.ENSMUSP00000103252,,Transcription factor
3B97J,,10090.ENSMUSP00000025292,7227.FBpp0080706,helicase activity
3B97K,,,7227.FBpp0081987,Cadherin repeats.
3B97M,9606.ENSP00000382269,10090.ENSMUSP00000136449,7227.FBpp0079663,E3 ubiquitin-protein ligase
3B97N,9606.ENSP00000350050,,,Putative ABC-transporter type IV
3B97P,9606.ENSP00000313933,10090.ENSMUSP00000044833,,Conserved region of unknown function on GLTSCR protein
3B97Q,"9606.ENSP00000332116,9606.ENSP00000345502,9606.ENSP00000370078","10090.ENSMUSP00000037025,10090.ENSMUSP00000102521,10090.ENSMUSP00000112991",7227.FBpp0305507,adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate
3B97R,9606.ENSP00000295709,10090.ENSMUSP00000084430,7227.FBpp0074373,positive regulation of hh target transcription factor activity
3B97S,,10090.ENSMUSP00000058028,7227.FBpp0084307,Belongs to the mitochondrial carrier (TC 2.A.29) family
3B97T,9606.ENSP00000253577,10090.ENSMUSP00000033695,7227.FBpp0072637,cellular iron ion homeostasis
3B97U,9606.ENSP00000365756,10090.ENSMUSP00000099522,7227.FBpp0077491,Uncharacterized conserved protein (DUF2152)
3B97V,"9606.ENSP00000263245,9606.ENSP00000434442","10090.ENSMUSP00000028691,10090.ENSMUSP00000064893",7227.FBpp0304160,Adp-ribosylation factor
3B97W,,10090.ENSMUSP00000050771,7227.FBpp0073387,DNA-directed 5'-3' RNA polymerase activity
3B97X,9606.ENSP00000263726,,7227.FBpp0301569,medial motor column neuron differentiation
3B97Y,,10090.ENSMUSP00000033509,,C-8 sterol isomerase activity
3B980,9606.ENSP00000257770,10090.ENSMUSP00000034992,"7227.FBpp0086083,7227.FBpp0086085,7227.FBpp0288788",AMP catabolic process
3B981,9606.ENSP00000328326,,,XK-related protein
3B982,,10090.ENSMUSP00000038321,7227.FBpp0080050,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB"
3B983,,10090.ENSMUSP00000023465,7227.FBpp0070891,DNA topoisomerase type I activity
3B984,"9606.ENSP00000256509,9606.ENSP00000330633,9606.ENSP00000344786,9606.ENSP00000368314,9606.ENSP00000380602,9606.ENSP00000447006","10090.ENSMUSP00000000109,10090.ENSMUSP00000063933,10090.ENSMUSP00000086623,10090.ENSMUSP00000124327","7227.FBpp0078557,7227.FBpp0297081",Cell adhesion molecule
3B985,"9606.ENSP00000264431,9606.ENSP00000296859","10090.ENSMUSP00000099804,10090.ENSMUSP00000113778",7227.FBpp0078879,Rap guanyl-nucleotide exchange factor activity
3B986,9606.ENSP00000279027,10090.ENSMUSP00000029208,,high-affinity sodium:dicarboxylate symporter activity
3B987,9606.ENSP00000312770,10090.ENSMUSP00000040240,7227.FBpp0083068,Uncharacterised protein family UPF0565
3B988,9606.ENSP00000363614,"10090.ENSMUSP00000008052,10090.ENSMUSP00000030432",7227.FBpp0078979,3-hydroxymethyl-3-methylglutaryl-CoA lyase
3B989,9606.ENSP00000292539,10090.ENSMUSP00000037356,7227.FBpp0074816,"protein phosphatase 1, regulatory"
3B98A,9606.ENSP00000246151,10090.ENSMUSP00000101477,7227.FBpp0289503,cellular response to DNA damage stimulus
3B98B,"9606.ENSP00000377617,9606.ENSP00000379108","10090.ENSMUSP00000005810,10090.ENSMUSP00000071578",7227.FBpp0081476,methylenetetrahydrofolate dehydrogenase (NAD+) activity
3B98D,9606.ENSP00000431800,10090.ENSMUSP00000033342,"7227.FBpp0078532,7227.FBpp0085334",translation initiation factor activity
3B98E,9606.ENSP00000268125,,,Retinaldehyde binding protein
3B98F,9606.ENSP00000267339,10090.ENSMUSP00000033905,,regulation of canonical Wnt signaling pathway
3B98G,"9606.ENSP00000345083,9606.ENSP00000468348",10090.ENSMUSP00000019076,7227.FBpp0073551,MAP kinase kinase activity
3B98I,"9606.ENSP00000398837,9606.ENSP00000436786","10090.ENSMUSP00000103789,10090.ENSMUSP00000110337",7227.FBpp0082406,Histone-lysine N-methyltransferase
3B98J,9606.ENSP00000379739,10090.ENSMUSP00000102088,7227.FBpp0080063,actin binding
3B98K,"9606.ENSP00000251363,9606.ENSP00000271688,9606.ENSP00000325485,9606.ENSP00000376453","10090.ENSMUSP00000008350,10090.ENSMUSP00000015858,10090.ENSMUSP00000023762,10090.ENSMUSP00000028426",7227.FBpp0070899,Ceramide synthase
3B98M,"9606.ENSP00000304467,9606.ENSP00000370372","10090.ENSMUSP00000005057,10090.ENSMUSP00000104938",7227.FBpp0084123,metalloendopeptidase activity
3B98N,"9606.ENSP00000262189,9606.ENSP00000301067","10090.ENSMUSP00000023741,10090.ENSMUSP00000043874","7227.FBpp0070347,7227.FBpp0072043",histone methyltransferase activity (H3-K4 specific)
3B98P,,10090.ENSMUSP00000106957,7227.FBpp0086984,coenzyme binding
3B98R,"9606.ENSP00000258884,9606.ENSP00000366240","10090.ENSMUSP00000003436,10090.ENSMUSP00000056099,10090.ENSMUSP00000112988",,Alpha beta hydrolase domain-containing protein
3B98S,"9606.ENSP00000262188,9606.ENSP00000378414,9606.ENSP00000392617","10090.ENSMUSP00000021052,10090.ENSMUSP00000023759,10090.ENSMUSP00000030791",7227.FBpp0073572,chromatin disassembly
3B98T,9606.ENSP00000314556,10090.ENSMUSP00000062047,,regulation of NIK/NF-kappaB signaling
3B98U,,,7227.FBpp0071536,endothelial regulator
3B98V,9606.ENSP00000362110,10090.ENSMUSP00000030734,7227.FBpp0078400,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"
3B98W,9606.ENSP00000269209,10090.ENSMUSP00000048914,,proline-rich region binding
3B98X,9606.ENSP00000345282,"10090.ENSMUSP00000023203,10090.ENSMUSP00000034136",7227.FBpp0073600,alanine-oxo-acid transaminase activity
3B98Y,,10090.ENSMUSP00000030949,,sensory perception of umami taste
3B98Z,9606.ENSP00000462337,,,C2H2-type zinc finger
3B991,,,"7227.FBpp0073422,7227.FBpp0082476",gluconolactonase activity
3B992,9606.ENSP00000348010,10090.ENSMUSP00000112953,7227.FBpp0084691,mRNA 5'-splice site recognition
3B994,"9606.ENSP00000261892,9606.ENSP00000333519,9606.ENSP00000341550,9606.ENSP00000344801,9606.ENSP00000431840",10090.ENSMUSP00000105634,"7227.FBpp0290356,7227.FBpp0292911,7227.FBpp0304720,7227.FBpp0304871","calcium, potassium:sodium antiporter activity"
3B995,"9606.ENSP00000008527,9606.ENSP00000478187","10090.ENSMUSP00000020227,10090.ENSMUSP00000088047",7227.FBpp0080934,negative regulation of glucocorticoid receptor signaling pathway
3B996,9606.ENSP00000257181,10090.ENSMUSP00000078207,7227.FBpp0087663,RNA splicing
3B998,,,"7227.FBpp0079243,7227.FBpp0080979",serine-type endopeptidase inhibitor activity
3B999,9606.ENSP00000234310,10090.ENSMUSP00000099944,"7227.FBpp0300667,7227.FBpp0301600",calcineurin-NFAT signaling cascade
3B99A,"9606.ENSP00000384766,9606.ENSP00000385443",10090.ENSMUSP00000132687,,"Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases."
3B99B,9606.ENSP00000354201,10090.ENSMUSP00000098097,,ubiquitin-like protein ligase activity
3B99C,9606.ENSP00000242776,"10090.ENSMUSP00000019576,10090.ENSMUSP00000134178",7227.FBpp0078754,negative regulation of DNA damage checkpoint
3B99D,9606.ENSP00000254442,10090.ENSMUSP00000072509,7227.FBpp0070303,hematopoietic progenitor cell differentiation
3B99E,"9606.ENSP00000322845,9606.ENSP00000322915,9606.ENSP00000479904","10090.ENSMUSP00000022511,10090.ENSMUSP00000068197,10090.ENSMUSP00000101714",7227.FBpp0111770,zinc ion binding
3B99F,9606.ENSP00000334785,"10090.ENSMUSP00000031304,10090.ENSMUSP00000064132",,positive regulation of sodium:proton antiporter activity
3B99G,9606.ENSP00000053867,10090.ENSMUSP00000046340,,Granulin
3B99H,9606.ENSP00000317000,10090.ENSMUSP00000046114,,regulation of lipid metabolic process
3B99I,9606.ENSP00000420267,10090.ENSMUSP00000108498,7227.FBpp0305529,"Nuclear receptor subfamily 6, group A, member"
3B99K,9606.ENSP00000321221,10090.ENSMUSP00000032978,7227.FBpp0084309,SH2B adapter protein
3B99M,9606.ENSP00000324173,10090.ENSMUSP00000097747,7227.FBpp0073445,Belongs to the heat shock protein 70 family
3B99N,"9606.ENSP00000348349,9606.ENSP00000471457","10090.ENSMUSP00000122852,10090.ENSMUSP00000129220",,motor activity
3B99P,9606.ENSP00000295050,10090.ENSMUSP00000034467,7227.FBpp0073890,K63-linked polyubiquitin modification-dependent protein binding
3B99Q,9606.ENSP00000343248,10090.ENSMUSP00000060907,7227.FBpp0086246,peptidyl-threonine phosphorylation
3B99S,9606.ENSP00000329797,10090.ENSMUSP00000083073,,Cell adhesion molecule
3B99T,9606.ENSP00000381577,10090.ENSMUSP00000120747,7227.FBpp0303340,thiol-dependent ubiquitin-specific protease activity
3B99V,,10090.ENSMUSP00000035271,,Trypsin-like serine protease
3B99W,,10090.ENSMUSP00000113708,,phosphatidylserine exposure on apoptotic cell surface
3B99X,"9606.ENSP00000203407,9606.ENSP00000249269","10090.ENSMUSP00000026743,10090.ENSMUSP00000030882",7227.FBpp0082459,Belongs to the peptidase M16 family
3B99Y,9606.ENSP00000368265,10090.ENSMUSP00000100026,,Ciliary neurotrophic factor receptor
3B99Z,9606.ENSP00000284601,,,"protein phosphatase 1, regulatory subunit"
3B9A0,"9606.ENSP00000370896,9606.ENSP00000464162","10090.ENSMUSP00000049003,10090.ENSMUSP00000124348",,Growth regulation by estrogen in breast
3B9A1,"9606.ENSP00000345752,9606.ENSP00000359417,9606.ENSP00000359423","10090.ENSMUSP00000034396,10090.ENSMUSP00000099040,10090.ENSMUSP00000110248",7227.FBpp0078854,Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
3B9A2,9606.ENSP00000217446,10090.ENSMUSP00000076816,7227.FBpp0079294,attachment of GPI anchor to protein
3B9A3,9606.ENSP00000216540,,,bile acid:sodium symporter activity
3B9A4,"9606.ENSP00000259750,9606.ENSP00000267890","10090.ENSMUSP00000028740,10090.ENSMUSP00000044580",7227.FBpp0289571,cerebellar granule cell precursor tangential migration
3B9A6,9606.ENSP00000399862,10090.ENSMUSP00000064840,7227.FBpp0082112,CCR4-NOT transcription complex subunit 10
3B9A7,"9606.ENSP00000352882,9606.ENSP00000356000,9606.ENSP00000358696,9606.ENSP00000377061","10090.ENSMUSP00000027952,10090.ENSMUSP00000110748,10090.ENSMUSP00000131840","7227.FBpp0088287,7227.FBpp0300616",semaphorin receptor activity
3B9A8,9606.ENSP00000297591,10090.ENSMUSP00000103943,7227.FBpp0071946,mRNA methylation
3B9A9,9606.ENSP00000265107,10090.ENSMUSP00000037340,7227.FBpp0072033,enzyme binding
3B9AA,9606.ENSP00000264870,10090.ENSMUSP00000048667,,protein-glutamine gamma-glutamyltransferase activity
3B9AB,9606.ENSP00000351669,10090.ENSMUSP00000038671,7227.FBpp0078757,"glycoprotein endo-alpha-1,2-mannosidase activity"
3B9AC,9606.ENSP00000476815,10090.ENSMUSP00000043370,,mitochondrial transport
3B9AD,9606.ENSP00000395196,10090.ENSMUSP00000033159,7227.FBpp0075169,glutamate-tRNA(Gln) ligase activity
3B9AE,9606.ENSP00000336655,10090.ENSMUSP00000099361,7227.FBpp0110403,Ste20-related kinase
3B9AF,9606.ENSP00000434343,10090.ENSMUSP00000102369,7227.FBpp0074465,NADH-cytochrome b5 reductase-like
3B9AG,9606.ENSP00000300131,10090.ENSMUSP00000026469,,negative regulation of transcription by RNA polymerase III
3B9AH,9606.ENSP00000300952,10090.ENSMUSP00000046967,7227.FBpp0305231,Midnolin
3B9AJ,9606.ENSP00000326948,,"7227.FBpp0082832,7227.FBpp0083432",tRNA methyltransferase activity
3B9AK,9606.ENSP00000261835,10090.ENSMUSP00000021684,,"Cytochrome P450, family 46, subfamily A, polypeptide"
3B9AM,9606.ENSP00000446093,10090.ENSMUSP00000026547,"7227.FBpp0074544,7227.FBpp0076535",microtubule nucleation by interphase microtubule organizing center
3B9AN,9606.ENSP00000338343,,,Sarcoglycan
3B9AP,9606.ENSP00000454229,10090.ENSMUSP00000081636,7227.FBpp0074933,lysosomal lumen pH elevation
3B9AQ,9606.ENSP00000278412,10090.ENSMUSP00000076971,7227.FBpp0072151,DNA replication
3B9AR,9606.ENSP00000261597,10090.ENSMUSP00000024851,7227.FBpp0073681,Kinetochore protein NDC80 homolog
